Totales Territoriales,Comunidades y Ciudades Autónomas,Provincias,Viajeros y pernoctaciones,Residencia: Nivel 2,Periodo,Total,cod_comunidad,nombre_comunidad,cod_provincia,nombre_provincia,año,mes
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2024M06,132693,05,Canarias,35,"Palmas, Las",2024,6
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2024M05,121224,05,Canarias,35,"Palmas, Las",2024,5
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2024M04,88686,05,Canarias,35,"Palmas, Las",2024,4
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2024M03,82747,05,Canarias,35,"Palmas, Las",2024,3
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2024M02,65632,05,Canarias,35,"Palmas, Las",2024,2
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2024M01,69860,05,Canarias,35,"Palmas, Las",2024,1
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2023M12,79927,05,Canarias,35,"Palmas, Las",2023,12
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2023M11,71143,05,Canarias,35,"Palmas, Las",2023,11
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2023M10,102700,05,Canarias,35,"Palmas, Las",2023,10
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2023M09,126817,05,Canarias,35,"Palmas, Las",2023,9
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2023M08,167503,05,Canarias,35,"Palmas, Las",2023,8
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2023M07,156022,05,Canarias,35,"Palmas, Las",2023,7
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2023M06,132239,05,Canarias,35,"Palmas, Las",2023,6
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2023M05,110377,05,Canarias,35,"Palmas, Las",2023,5
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2023M04,115636,05,Canarias,35,"Palmas, Las",2023,4
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2023M03,79089,05,Canarias,35,"Palmas, Las",2023,3
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2023M02,61837,05,Canarias,35,"Palmas, Las",2023,2
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2023M01,66403,05,Canarias,35,"Palmas, Las",2023,1
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2022M12,81178,05,Canarias,35,"Palmas, Las",2022,12
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2022M11,70914,05,Canarias,35,"Palmas, Las",2022,11
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2022M10,103601,05,Canarias,35,"Palmas, Las",2022,10
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2022M09,127884,05,Canarias,35,"Palmas, Las",2022,9
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2022M08,166313,05,Canarias,35,"Palmas, Las",2022,8
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2022M07,150193,05,Canarias,35,"Palmas, Las",2022,7
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2022M06,134181,05,Canarias,35,"Palmas, Las",2022,6
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2022M05,118115,05,Canarias,35,"Palmas, Las",2022,5
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2022M04,101633,05,Canarias,35,"Palmas, Las",2022,4
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2022M03,68893,05,Canarias,35,"Palmas, Las",2022,3
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2022M02,62589,05,Canarias,35,"Palmas, Las",2022,2
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2022M01,49378,05,Canarias,35,"Palmas, Las",2022,1
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2021M12,74704,05,Canarias,35,"Palmas, Las",2021,12
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2021M11,66627,05,Canarias,35,"Palmas, Las",2021,11
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2021M10,103897,05,Canarias,35,"Palmas, Las",2021,10
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2021M09,133112,05,Canarias,35,"Palmas, Las",2021,9
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2021M08,193222,05,Canarias,35,"Palmas, Las",2021,8
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2021M07,149497,05,Canarias,35,"Palmas, Las",2021,7
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2021M06,96552,05,Canarias,35,"Palmas, Las",2021,6
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2021M05,68670,05,Canarias,35,"Palmas, Las",2021,5
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2021M04,50344,05,Canarias,35,"Palmas, Las",2021,4
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2021M03,40217,05,Canarias,35,"Palmas, Las",2021,3
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2021M02,28100,05,Canarias,35,"Palmas, Las",2021,2
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en España,2021M01,22561,05,Canarias,35,"Palmas, Las",2021,1
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2025M12,453758,05,Canarias,35,"Palmas, Las",2025,12
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2025M11,460710,05,Canarias,35,"Palmas, Las",2025,11
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2025M10,489862,05,Canarias,35,"Palmas, Las",2025,10
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2025M09,395584,05,Canarias,35,"Palmas, Las",2025,9
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2025M08,443529,05,Canarias,35,"Palmas, Las",2025,8
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2025M07,435925,05,Canarias,35,"Palmas, Las",2025,7
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2025M06,394807,05,Canarias,35,"Palmas, Las",2025,6
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2025M05,384571,05,Canarias,35,"Palmas, Las",2025,5
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2025M04,450291,05,Canarias,35,"Palmas, Las",2025,4
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2025M03,495071,05,Canarias,35,"Palmas, Las",2025,3
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2025M02,476197,05,Canarias,35,"Palmas, Las",2025,2
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2025M01,460992,05,Canarias,35,"Palmas, Las",2025,1
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2024M12,446804,05,Canarias,35,"Palmas, Las",2024,12
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2024M11,459283,05,Canarias,35,"Palmas, Las",2024,11
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2024M10,477152,05,Canarias,35,"Palmas, Las",2024,10
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2024M09,391845,05,Canarias,35,"Palmas, Las",2024,9
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2024M08,425445,05,Canarias,35,"Palmas, Las",2024,8
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2024M07,410831,05,Canarias,35,"Palmas, Las",2024,7
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2024M06,391360,05,Canarias,35,"Palmas, Las",2024,6
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2024M05,385327,05,Canarias,35,"Palmas, Las",2024,5
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2024M04,443095,05,Canarias,35,"Palmas, Las",2024,4
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2024M03,503686,05,Canarias,35,"Palmas, Las",2024,3
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2024M02,471508,05,Canarias,35,"Palmas, Las",2024,2
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2024M01,444751,05,Canarias,35,"Palmas, Las",2024,1
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2023M12,441882,05,Canarias,35,"Palmas, Las",2023,12
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2023M11,436474,05,Canarias,35,"Palmas, Las",2023,11
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2023M10,473419,05,Canarias,35,"Palmas, Las",2023,10
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2023M09,385746,05,Canarias,35,"Palmas, Las",2023,9
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2023M08,413645,05,Canarias,35,"Palmas, Las",2023,8
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2023M07,418798,05,Canarias,35,"Palmas, Las",2023,7
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2023M06,372925,05,Canarias,35,"Palmas, Las",2023,6
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2023M05,369015,05,Canarias,35,"Palmas, Las",2023,5
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2023M04,424621,05,Canarias,35,"Palmas, Las",2023,4
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2023M03,449486,05,Canarias,35,"Palmas, Las",2023,3
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2023M02,426140,05,Canarias,35,"Palmas, Las",2023,2
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2023M01,400758,05,Canarias,35,"Palmas, Las",2023,1
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2022M12,427039,05,Canarias,35,"Palmas, Las",2022,12
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2022M11,398047,05,Canarias,35,"Palmas, Las",2022,11
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2022M10,442136,05,Canarias,35,"Palmas, Las",2022,10
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2022M09,355596,05,Canarias,35,"Palmas, Las",2022,9
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2022M08,411778,05,Canarias,35,"Palmas, Las",2022,8
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2022M07,401861,05,Canarias,35,"Palmas, Las",2022,7
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2022M06,345581,05,Canarias,35,"Palmas, Las",2022,6
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2022M05,339220,05,Canarias,35,"Palmas, Las",2022,5
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2022M04,398435,05,Canarias,35,"Palmas, Las",2022,4
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2022M03,394383,05,Canarias,35,"Palmas, Las",2022,3
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2022M02,340660,05,Canarias,35,"Palmas, Las",2022,2
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2022M01,259184,05,Canarias,35,"Palmas, Las",2022,1
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2021M12,308739,05,Canarias,35,"Palmas, Las",2021,12
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2021M11,357111,05,Canarias,35,"Palmas, Las",2021,11
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2021M10,392785,05,Canarias,35,"Palmas, Las",2021,10
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2021M09,235277,05,Canarias,35,"Palmas, Las",2021,9
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2021M08,231111,05,Canarias,35,"Palmas, Las",2021,8
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2021M07,167453,05,Canarias,35,"Palmas, Las",2021,7
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2021M06,88317,05,Canarias,35,"Palmas, Las",2021,6
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2021M05,49815,05,Canarias,35,"Palmas, Las",2021,5
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2021M04,33400,05,Canarias,35,"Palmas, Las",2021,4
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2021M03,29938,05,Canarias,35,"Palmas, Las",2021,3
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2021M02,19578,05,Canarias,35,"Palmas, Las",2021,2
Total Nacional,05 Canarias,"35 Palmas, Las",Viajero,Residentes en el Extranjero,2021M01,28751,05,Canarias,35,"Palmas, Las",2021,1
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2025M12,3632349,05,Canarias,35,"Palmas, Las",2025,12
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2025M11,3679860,05,Canarias,35,"Palmas, Las",2025,11
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2025M10,3985227,05,Canarias,35,"Palmas, Las",2025,10
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2025M09,3658889,05,Canarias,35,"Palmas, Las",2025,9
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2025M08,4447099,05,Canarias,35,"Palmas, Las",2025,8
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2025M07,4075039,05,Canarias,35,"Palmas, Las",2025,7
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2025M06,3500630,05,Canarias,35,"Palmas, Las",2025,6
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2025M05,3282338,05,Canarias,35,"Palmas, Las",2025,5
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2025M04,3564824,05,Canarias,35,"Palmas, Las",2025,4
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2025M03,3834316,05,Canarias,35,"Palmas, Las",2025,3
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2025M02,3667291,05,Canarias,35,"Palmas, Las",2025,2
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2025M01,3826329,05,Canarias,35,"Palmas, Las",2025,1
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2024M12,3679653,05,Canarias,35,"Palmas, Las",2024,12
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2024M11,3762669,05,Canarias,35,"Palmas, Las",2024,11
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2024M10,4036195,05,Canarias,35,"Palmas, Las",2024,10
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2024M09,3711196,05,Canarias,35,"Palmas, Las",2024,9
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2024M08,4299476,05,Canarias,35,"Palmas, Las",2024,8
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2024M07,3952962,05,Canarias,35,"Palmas, Las",2024,7
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2024M06,3523047,05,Canarias,35,"Palmas, Las",2024,6
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2024M05,3345811,05,Canarias,35,"Palmas, Las",2024,5
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2024M04,3432332,05,Canarias,35,"Palmas, Las",2024,4
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2024M03,3963211,05,Canarias,35,"Palmas, Las",2024,3
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2024M02,3692716,05,Canarias,35,"Palmas, Las",2024,2
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2024M01,3760349,05,Canarias,35,"Palmas, Las",2024,1
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2023M12,3576481,05,Canarias,35,"Palmas, Las",2023,12
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2023M11,3646539,05,Canarias,35,"Palmas, Las",2023,11
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2023M10,3850081,05,Canarias,35,"Palmas, Las",2023,10
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2023M09,3657643,05,Canarias,35,"Palmas, Las",2023,9
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2023M08,4100978,05,Canarias,35,"Palmas, Las",2023,8
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2023M07,3929879,05,Canarias,35,"Palmas, Las",2023,7
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2023M06,3361707,05,Canarias,35,"Palmas, Las",2023,6
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2023M05,3133924,05,Canarias,35,"Palmas, Las",2023,5
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2023M04,3385177,05,Canarias,35,"Palmas, Las",2023,4
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2023M03,3561404,05,Canarias,35,"Palmas, Las",2023,3
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2023M02,3323321,05,Canarias,35,"Palmas, Las",2023,2
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2023M01,3451190,05,Canarias,35,"Palmas, Las",2023,1
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2022M12,3377764,05,Canarias,35,"Palmas, Las",2022,12
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2022M11,3326579,05,Canarias,35,"Palmas, Las",2022,11
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2022M10,3621493,05,Canarias,35,"Palmas, Las",2022,10
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2022M09,3458145,05,Canarias,35,"Palmas, Las",2022,9
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2022M08,4230250,05,Canarias,35,"Palmas, Las",2022,8
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2022M07,3847562,05,Canarias,35,"Palmas, Las",2022,7
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2022M06,3219233,05,Canarias,35,"Palmas, Las",2022,6
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2022M05,2939053,05,Canarias,35,"Palmas, Las",2022,5
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2022M04,3229362,05,Canarias,35,"Palmas, Las",2022,4
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2022M03,3215741,05,Canarias,35,"Palmas, Las",2022,3
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2022M02,2522740,05,Canarias,35,"Palmas, Las",2022,2
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2022M01,2307570,05,Canarias,35,"Palmas, Las",2022,1
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2021M12,2709717,05,Canarias,35,"Palmas, Las",2021,12
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2021M11,3107657,05,Canarias,35,"Palmas, Las",2021,11
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2021M10,3168913,05,Canarias,35,"Palmas, Las",2021,10
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2021M09,2549754,05,Canarias,35,"Palmas, Las",2021,9
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2021M08,2799507,05,Canarias,35,"Palmas, Las",2021,8
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2021M07,1894211,05,Canarias,35,"Palmas, Las",2021,7
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2021M06,953758,05,Canarias,35,"Palmas, Las",2021,6
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2021M05,520798,05,Canarias,35,"Palmas, Las",2021,5
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2021M04,360882,05,Canarias,35,"Palmas, Las",2021,4
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2021M03,303126,05,Canarias,35,"Palmas, Las",2021,3
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2021M02,205401,05,Canarias,35,"Palmas, Las",2021,2
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,,2021M01,288406,05,Canarias,35,"Palmas, Las",2021,1
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,Residentes en España,2025M12,272896,05,Canarias,35,"Palmas, Las",2025,12
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,Residentes en España,2025M11,305892,05,Canarias,35,"Palmas, Las",2025,11
Total Nacional,05 Canarias,"35 Palmas, Las",Pernoctaciones,Residentes en España,2025M10,375884,05,Canarias,35,"Palmas, Las",2025,10
