RESIDENCIA/ORIGEN,Países,Viajeros y pernoctaciones,Periodo,Total,año,mes
Total,Reino Unido,Viajero,2023M01,358996,2023,1
Total,Reino Unido,Viajero,2022M12,416521,2022,12
Total,Reino Unido,Viajero,2022M11,448512,2022,11
Total,Reino Unido,Viajero,2022M10,957600,2022,10
Total,Reino Unido,Viajero,2022M09,1237605,2022,9
Total,Reino Unido,Viajero,2022M08,1221354,2022,8
Total,Reino Unido,Viajero,2022M07,1246024,2022,7
Total,Reino Unido,Viajero,2022M06,1223994,2022,6
Total,Reino Unido,Viajero,2022M05,1117705,2022,5
Total,Reino Unido,Viajero,2022M04,710060,2022,4
Total,Reino Unido,Viajero,2022M03,481097,2022,3
Total,Reino Unido,Viajero,2022M02,342343,2022,2
Total,Reino Unido,Viajero,2022M01,184101,2022,1
Total,Reino Unido,Viajero,2021M12,199430,2021,12
Total,Reino Unido,Viajero,2021M11,317175,2021,11
Total,Reino Unido,Viajero,2021M10,576607,2021,10
Total,Reino Unido,Viajero,2021M09,481750,2021,9
Total,Reino Unido,Viajero,2021M08,426658,2021,8
Total,Reino Unido,Viajero,2021M07,315341,2021,7
Total,Reino Unido,Viajero,2021M06,82024,2021,6
Total,Reino Unido,Viajero,2021M05,33841,2021,5
Total,Reino Unido,Viajero,2021M04,18558,2021,4
Total,Reino Unido,Viajero,2021M03,13938,2021,3
Total,Reino Unido,Viajero,2021M02,9606,2021,2
Total,Reino Unido,Viajero,2021M01,9990,2021,1
Total,Reino Unido,Pernoctaciones,2025M12,2564820,2025,12
Total,Reino Unido,Pernoctaciones,2025M11,2967784,2025,11
Total,Reino Unido,Pernoctaciones,2025M10,6441724,2025,10
Total,Reino Unido,Pernoctaciones,2025M09,7435186,2025,9
Total,Reino Unido,Pernoctaciones,2025M08,7852132,2025,8
Total,Reino Unido,Pernoctaciones,2025M07,7782609,2025,7
Total,Reino Unido,Pernoctaciones,2025M06,7707504,2025,6
Total,Reino Unido,Pernoctaciones,2025M05,7059557,2025,5
Total,Reino Unido,Pernoctaciones,2025M04,4384706,2025,4
Total,Reino Unido,Pernoctaciones,2025M03,3373209,2025,3
Total,Reino Unido,Pernoctaciones,2025M02,2773211,2025,2
Total,Reino Unido,Pernoctaciones,2025M01,2603625,2025,1
Total,Reino Unido,Pernoctaciones,2024M12,2483982,2024,12
Total,Reino Unido,Pernoctaciones,2024M11,2800713,2024,11
Total,Reino Unido,Pernoctaciones,2024M10,6112425,2024,10
Total,Reino Unido,Pernoctaciones,2024M09,7272079,2024,9
Total,Reino Unido,Pernoctaciones,2024M08,7664524,2024,8
Total,Reino Unido,Pernoctaciones,2024M07,7466689,2024,7
Total,Reino Unido,Pernoctaciones,2024M06,7538958,2024,6
Total,Reino Unido,Pernoctaciones,2024M05,6727915,2024,5
Total,Reino Unido,Pernoctaciones,2024M04,4205971,2024,4
Total,Reino Unido,Pernoctaciones,2024M03,3429706,2024,3
Total,Reino Unido,Pernoctaciones,2024M02,2669132,2024,2
Total,Reino Unido,Pernoctaciones,2024M01,2453646,2024,1
Total,Reino Unido,Pernoctaciones,2023M12,2475906,2023,12
Total,Reino Unido,Pernoctaciones,2023M11,2749562,2023,11
Total,Reino Unido,Pernoctaciones,2023M10,6003348,2023,10
Total,Reino Unido,Pernoctaciones,2023M09,7237750,2023,9
Total,Reino Unido,Pernoctaciones,2023M08,7488102,2023,8
Total,Reino Unido,Pernoctaciones,2023M07,7244055,2023,7
Total,Reino Unido,Pernoctaciones,2023M06,7098445,2023,6
Total,Reino Unido,Pernoctaciones,2023M05,6286436,2023,5
Total,Reino Unido,Pernoctaciones,2023M04,3816795,2023,4
Total,Reino Unido,Pernoctaciones,2023M03,2958064,2023,3
Total,Reino Unido,Pernoctaciones,2023M02,2358247,2023,2
Total,Reino Unido,Pernoctaciones,2023M01,2120727,2023,1
Total,Reino Unido,Pernoctaciones,2022M12,2272697,2022,12
Total,Reino Unido,Pernoctaciones,2022M11,2385127,2022,11
Total,Reino Unido,Pernoctaciones,2022M10,5359407,2022,10
Total,Reino Unido,Pernoctaciones,2022M09,6768744,2022,9
Total,Reino Unido,Pernoctaciones,2022M08,7294732,2022,8
Total,Reino Unido,Pernoctaciones,2022M07,7004436,2022,7
Total,Reino Unido,Pernoctaciones,2022M06,6795442,2022,6
Total,Reino Unido,Pernoctaciones,2022M05,5562875,2022,5
Total,Reino Unido,Pernoctaciones,2022M04,3499739,2022,4
Total,Reino Unido,Pernoctaciones,2022M03,2533178,2022,3
Total,Reino Unido,Pernoctaciones,2022M02,1761079,2022,2
Total,Reino Unido,Pernoctaciones,2022M01,1092945,2022,1
Total,Reino Unido,Pernoctaciones,2021M12,1189776,2021,12
Total,Reino Unido,Pernoctaciones,2021M11,1756952,2021,11
Total,Reino Unido,Pernoctaciones,2021M10,3073477,2021,10
Total,Reino Unido,Pernoctaciones,2021M09,2538080,2021,9
Total,Reino Unido,Pernoctaciones,2021M08,2374945,2021,8
Total,Reino Unido,Pernoctaciones,2021M07,1561051,2021,7
Total,Reino Unido,Pernoctaciones,2021M06,239429,2021,6
Total,Reino Unido,Pernoctaciones,2021M05,88183,2021,5
Total,Reino Unido,Pernoctaciones,2021M04,50949,2021,4
Total,Reino Unido,Pernoctaciones,2021M03,35816,2021,3
Total,Reino Unido,Pernoctaciones,2021M02,27345,2021,2
Total,Reino Unido,Pernoctaciones,2021M01,36470,2021,1
Total,Rusia,Viajero,2025M12,,2025,12
Total,Rusia,Viajero,2025M11,,2025,11
Total,Rusia,Viajero,2025M10,,2025,10
Total,Rusia,Viajero,2025M09,,2025,9
Total,Rusia,Viajero,2025M08,,2025,8
Total,Rusia,Viajero,2025M07,,2025,7
Total,Rusia,Viajero,2025M06,,2025,6
Total,Rusia,Viajero,2025M05,,2025,5
Total,Rusia,Viajero,2025M04,,2025,4
Total,Rusia,Viajero,2025M03,,2025,3
Total,Rusia,Viajero,2025M02,,2025,2
Total,Rusia,Viajero,2025M01,,2025,1
Total,Rusia,Viajero,2024M12,,2024,12
Total,Rusia,Viajero,2024M11,,2024,11
Total,Rusia,Viajero,2024M10,,2024,10
Total,Rusia,Viajero,2024M09,,2024,9
Total,Rusia,Viajero,2024M08,,2024,8
Total,Rusia,Viajero,2024M07,,2024,7
Total,Rusia,Viajero,2024M06,,2024,6
Total,Rusia,Viajero,2024M05,,2024,5
Total,Rusia,Viajero,2024M04,,2024,4
Total,Rusia,Viajero,2024M03,,2024,3
Total,Rusia,Viajero,2024M02,,2024,2
Total,Rusia,Viajero,2024M01,,2024,1
Total,Rusia,Viajero,2023M12,,2023,12
Total,Rusia,Viajero,2023M11,,2023,11
Total,Rusia,Viajero,2023M10,,2023,10
Total,Rusia,Viajero,2023M09,,2023,9
Total,Rusia,Viajero,2023M08,,2023,8
Total,Rusia,Viajero,2023M07,,2023,7
Total,Rusia,Viajero,2023M06,,2023,6
Total,Rusia,Viajero,2023M05,,2023,5
Total,Rusia,Viajero,2023M04,,2023,4
Total,Rusia,Viajero,2023M03,,2023,3
Total,Rusia,Viajero,2023M02,,2023,2
Total,Rusia,Viajero,2023M01,,2023,1
Total,Rusia,Viajero,2022M12,,2022,12
Total,Rusia,Viajero,2022M11,,2022,11
Total,Rusia,Viajero,2022M10,,2022,10
Total,Rusia,Viajero,2022M09,,2022,9
Total,Rusia,Viajero,2022M08,,2022,8
Total,Rusia,Viajero,2022M07,,2022,7
Total,Rusia,Viajero,2022M06,,2022,6
Total,Rusia,Viajero,2022M05,,2022,5
Total,Rusia,Viajero,2022M04,,2022,4
Total,Rusia,Viajero,2022M03,,2022,3
Total,Rusia,Viajero,2022M02,13582,2022,2
Total,Rusia,Viajero,2022M01,15047,2022,1
Total,Rusia,Viajero,2021M12,14180,2021,12
Total,Rusia,Viajero,2021M11,15039,2021,11
Total,Rusia,Viajero,2021M10,18608,2021,10
Total,Rusia,Viajero,2021M09,15985,2021,9
Total,Rusia,Viajero,2021M08,17471,2021,8
Total,Rusia,Viajero,2021M07,16808,2021,7
Total,Rusia,Viajero,2021M06,11280,2021,6
Total,Rusia,Viajero,2021M05,7459,2021,5
Total,Rusia,Viajero,2021M04,4678,2021,4
Total,Rusia,Viajero,2021M03,4413,2021,3
Total,Rusia,Viajero,2021M02,2883,2021,2
Total,Rusia,Viajero,2021M01,3265,2021,1
Total,Rusia,Pernoctaciones,2025M12,,2025,12
Total,Rusia,Pernoctaciones,2025M11,,2025,11
Total,Rusia,Pernoctaciones,2025M10,,2025,10
Total,Rusia,Pernoctaciones,2025M09,,2025,9
Total,Rusia,Pernoctaciones,2025M08,,2025,8
Total,Rusia,Pernoctaciones,2025M07,,2025,7
Total,Rusia,Pernoctaciones,2025M06,,2025,6
Total,Rusia,Pernoctaciones,2025M05,,2025,5
Total,Rusia,Pernoctaciones,2025M04,,2025,4
Total,Rusia,Pernoctaciones,2025M03,,2025,3
Total,Rusia,Pernoctaciones,2025M02,,2025,2
Total,Rusia,Pernoctaciones,2025M01,,2025,1
Total,Rusia,Pernoctaciones,2024M12,,2024,12
Total,Rusia,Pernoctaciones,2024M11,,2024,11
Total,Rusia,Pernoctaciones,2024M10,,2024,10
Total,Rusia,Pernoctaciones,2024M09,,2024,9
Total,Rusia,Pernoctaciones,2024M08,,2024,8
Total,Rusia,Pernoctaciones,2024M07,,2024,7
Total,Rusia,Pernoctaciones,2024M06,,2024,6
Total,Rusia,Pernoctaciones,2024M05,,2024,5
Total,Rusia,Pernoctaciones,2024M04,,2024,4
Total,Rusia,Pernoctaciones,2024M03,,2024,3
Total,Rusia,Pernoctaciones,2024M02,,2024,2
Total,Rusia,Pernoctaciones,2024M01,,2024,1
Total,Rusia,Pernoctaciones,2023M12,,2023,12
Total,Rusia,Pernoctaciones,2023M11,,2023,11
Total,Rusia,Pernoctaciones,2023M10,,2023,10
Total,Rusia,Pernoctaciones,2023M09,,2023,9
Total,Rusia,Pernoctaciones,2023M08,,2023,8
Total,Rusia,Pernoctaciones,2023M07,,2023,7
Total,Rusia,Pernoctaciones,2023M06,,2023,6
Total,Rusia,Pernoctaciones,2023M05,,2023,5
Total,Rusia,Pernoctaciones,2023M04,,2023,4
Total,Rusia,Pernoctaciones,2023M03,,2023,3
Total,Rusia,Pernoctaciones,2023M02,,2023,2
Total,Rusia,Pernoctaciones,2023M01,,2023,1
Total,Rusia,Pernoctaciones,2022M12,,2022,12
Total,Rusia,Pernoctaciones,2022M11,,2022,11
Total,Rusia,Pernoctaciones,2022M10,,2022,10
Total,Rusia,Pernoctaciones,2022M09,,2022,9
Total,Rusia,Pernoctaciones,2022M08,,2022,8
Total,Rusia,Pernoctaciones,2022M07,,2022,7
Total,Rusia,Pernoctaciones,2022M06,,2022,6
Total,Rusia,Pernoctaciones,2022M05,,2022,5
Total,Rusia,Pernoctaciones,2022M04,,2022,4
Total,Rusia,Pernoctaciones,2022M03,,2022,3
Total,Rusia,Pernoctaciones,2022M02,38348,2022,2
Total,Rusia,Pernoctaciones,2022M01,40519,2022,1
Total,Rusia,Pernoctaciones,2021M12,36973,2021,12
Total,Rusia,Pernoctaciones,2021M11,35403,2021,11
Total,Rusia,Pernoctaciones,2021M10,53198,2021,10
Total,Rusia,Pernoctaciones,2021M09,49480,2021,9
Total,Rusia,Pernoctaciones,2021M08,56185,2021,8
Total,Rusia,Pernoctaciones,2021M07,58213,2021,7
Total,Rusia,Pernoctaciones,2021M06,28602,2021,6
Total,Rusia,Pernoctaciones,2021M05,19106,2021,5
Total,Rusia,Pernoctaciones,2021M04,13243,2021,4
Total,Rusia,Pernoctaciones,2021M03,12020,2021,3
Total,Rusia,Pernoctaciones,2021M02,10454,2021,2
Total,Rusia,Pernoctaciones,2021M01,11474,2021,1
Total,Suiza,Viajero,2025M12,51586,2025,12
Total,Suiza,Viajero,2025M11,58220,2025,11
Total,Suiza,Viajero,2025M10,141792,2025,10
Total,Suiza,Viajero,2025M09,142783,2025,9
Total,Suiza,Viajero,2025M08,99496,2025,8
Total,Suiza,Viajero,2025M07,154699,2025,7
Total,Suiza,Viajero,2025M06,118689,2025,6
Total,Suiza,Viajero,2025M05,120291,2025,5
Total,Suiza,Viajero,2025M04,123460,2025,4
Total,Suiza,Viajero,2025M03,64844,2025,3
Total,Suiza,Viajero,2025M02,50807,2025,2
Total,Suiza,Viajero,2025M01,34194,2025,1
Total,Suiza,Viajero,2024M12,45653,2024,12
Total,Suiza,Viajero,2024M11,50541,2024,11
Total,Suiza,Viajero,2024M10,139479,2024,10
Total,Suiza,Viajero,2024M09,137166,2024,9
Total,Suiza,Viajero,2024M08,98422,2024,8
Total,Suiza,Viajero,2024M07,152258,2024,7
Total,Suiza,Viajero,2024M06,110522,2024,6
Total,Suiza,Viajero,2024M05,117609,2024,5
Total,Suiza,Viajero,2024M04,106366,2024,4
Total,Suiza,Viajero,2024M03,67218,2024,3
Total,Suiza,Viajero,2024M02,47455,2024,2
Total,Suiza,Viajero,2024M01,35231,2024,1
Total,Suiza,Viajero,2023M12,43965,2023,12
Total,Suiza,Viajero,2023M11,51337,2023,11
Total,Suiza,Viajero,2023M10,128628,2023,10
Total,Suiza,Viajero,2023M09,127504,2023,9
Total,Suiza,Viajero,2023M08,98882,2023,8
Total,Suiza,Viajero,2023M07,148103,2023,7
Total,Suiza,Viajero,2023M06,101881,2023,6
Total,Suiza,Viajero,2023M05,112091,2023,5
Total,Suiza,Viajero,2023M04,108981,2023,4
Total,Suiza,Viajero,2023M03,55193,2023,3
Total,Suiza,Viajero,2023M02,41986,2023,2
Total,Suiza,Viajero,2023M01,32016,2023,1
Total,Suiza,Viajero,2022M12,36804,2022,12
Total,Suiza,Viajero,2022M11,43220,2022,11
Total,Suiza,Viajero,2022M10,118941,2022,10
Total,Suiza,Viajero,2022M09,112907,2022,9
Total,Suiza,Viajero,2022M08,98490,2022,8
Total,Suiza,Viajero,2022M07,148126,2022,7
Total,Suiza,Viajero,2022M06,99416,2022,6
Total,Suiza,Viajero,2022M05,100169,2022,5
Total,Suiza,Viajero,2022M04,90789,2022,4
Total,Suiza,Viajero,2022M03,44190,2022,3
Total,Suiza,Viajero,2022M02,33326,2022,2
Total,Suiza,Viajero,2022M01,19706,2022,1
Total,Suiza,Viajero,2021M12,23897,2021,12
Total,Suiza,Viajero,2021M11,38960,2021,11
Total,Suiza,Viajero,2021M10,98848,2021,10
Total,Suiza,Viajero,2021M09,76446,2021,9
Total,Suiza,Viajero,2021M08,75021,2021,8
Total,Suiza,Viajero,2021M07,90743,2021,7
Total,Suiza,Viajero,2021M06,38574,2021,6
Total,Suiza,Viajero,2021M05,28108,2021,5
Total,Suiza,Viajero,2021M04,17372,2021,4
Total,Suiza,Viajero,2021M03,5291,2021,3
Total,Suiza,Viajero,2021M02,2366,2021,2
Total,Suiza,Viajero,2021M01,4522,2021,1
Total,Suiza,Pernoctaciones,2025M12,175532,2025,12
Total,Suiza,Pernoctaciones,2025M11,209821,2025,11
Total,Suiza,Pernoctaciones,2025M10,582680,2025,10
Total,Suiza,Pernoctaciones,2025M09,537100,2025,9
Total,Suiza,Pernoctaciones,2025M08,432794,2025,8
Total,Suiza,Pernoctaciones,2025M07,682663,2025,7
Total,Suiza,Pernoctaciones,2025M06,447051,2025,6
Total,Suiza,Pernoctaciones,2025M05,417313,2025,5
Total,Suiza,Pernoctaciones,2025M04,418057,2025,4
Total,Suiza,Pernoctaciones,2025M03,207950,2025,3
Total,Suiza,Pernoctaciones,2025M02,181200,2025,2
Total,Suiza,Pernoctaciones,2025M01,132171,2025,1
Total,Suiza,Pernoctaciones,2024M12,158354,2024,12
Total,Suiza,Pernoctaciones,2024M11,189233,2024,11
Total,Suiza,Pernoctaciones,2024M10,576866,2024,10
Total,Suiza,Pernoctaciones,2024M09,544148,2024,9
Total,Suiza,Pernoctaciones,2024M08,441191,2024,8
Total,Suiza,Pernoctaciones,2024M07,689153,2024,7
Total,Suiza,Pernoctaciones,2024M06,417611,2024,6
Total,Suiza,Pernoctaciones,2024M05,416899,2024,5
Total,Suiza,Pernoctaciones,2024M04,377703,2024,4
Total,Suiza,Pernoctaciones,2024M03,236051,2024,3
Total,Suiza,Pernoctaciones,2024M02,173917,2024,2
Total,Suiza,Pernoctaciones,2024M01,136162,2024,1
Total,Suiza,Pernoctaciones,2023M12,153965,2023,12
Total,Suiza,Pernoctaciones,2023M11,197897,2023,11
Total,Suiza,Pernoctaciones,2023M10,556985,2023,10
Total,Suiza,Pernoctaciones,2023M09,498617,2023,9
Total,Suiza,Pernoctaciones,2023M08,466034,2023,8
Total,Suiza,Pernoctaciones,2023M07,677205,2023,7
Total,Suiza,Pernoctaciones,2023M06,403316,2023,6
Total,Suiza,Pernoctaciones,2023M05,418745,2023,5
Total,Suiza,Pernoctaciones,2023M04,377899,2023,4
Total,Suiza,Pernoctaciones,2023M03,189149,2023,3
Total,Suiza,Pernoctaciones,2023M02,167744,2023,2
Total,Suiza,Pernoctaciones,2023M01,133371,2023,1
Total,Suiza,Pernoctaciones,2022M12,133615,2022,12
Total,Suiza,Pernoctaciones,2022M11,169885,2022,11
Total,Suiza,Pernoctaciones,2022M10,500962,2022,10
Total,Suiza,Pernoctaciones,2022M09,449136,2022,9
Total,Suiza,Pernoctaciones,2022M08,459603,2022,8
Total,Suiza,Pernoctaciones,2022M07,661885,2022,7
Total,Suiza,Pernoctaciones,2022M06,381996,2022,6
Total,Suiza,Pernoctaciones,2022M05,350045,2022,5
Total,Suiza,Pernoctaciones,2022M04,339515,2022,4
Total,Suiza,Pernoctaciones,2022M03,160751,2022,3
Total,Suiza,Pernoctaciones,2022M02,120667,2022,2
Total,Suiza,Pernoctaciones,2022M01,75888,2022,1
Total,Suiza,Pernoctaciones,2021M12,94350,2021,12
Total,Suiza,Pernoctaciones,2021M11,154211,2021,11
Total,Suiza,Pernoctaciones,2021M10,427546,2021,10
Total,Suiza,Pernoctaciones,2021M09,313929,2021,9
Total,Suiza,Pernoctaciones,2021M08,358795,2021,8
Total,Suiza,Pernoctaciones,2021M07,402191,2021,7
Total,Suiza,Pernoctaciones,2021M06,147291,2021,6
Total,Suiza,Pernoctaciones,2021M05,112015,2021,5
Total,Suiza,Pernoctaciones,2021M04,66178,2021,4
Total,Suiza,Pernoctaciones,2021M03,16865,2021,3
Total,Suiza,Pernoctaciones,2021M02,9016,2021,2
Total,Suiza,Pernoctaciones,2021M01,18048,2021,1
Total,Otros Países Europeos,Viajero,2025M12,114306,2025,12
Total,Otros Países Europeos,Viajero,2025M11,130167,2025,11
Total,Otros Países Europeos,Viajero,2025M10,187051,2025,10
Total,Otros Países Europeos,Viajero,2025M09,207000,2025,9
Total,Otros Países Europeos,Viajero,2025M08,222024,2025,8
Total,Otros Países Europeos,Viajero,2025M07,252691,2025,7
Total,Otros Países Europeos,Viajero,2025M06,220308,2025,6
Total,Otros Países Europeos,Viajero,2025M05,172810,2025,5
Total,Otros Países Europeos,Viajero,2025M04,157126,2025,4
Total,Otros Países Europeos,Viajero,2025M03,128930,2025,3
Total,Otros Países Europeos,Viajero,2025M02,101520,2025,2
Total,Otros Países Europeos,Viajero,2025M01,119880,2025,1
Total,Otros Países Europeos,Viajero,2024M12,103104,2024,12
Total,Otros Países Europeos,Viajero,2024M11,117910,2024,11
Total,Otros Países Europeos,Viajero,2024M10,182121,2024,10
Total,Otros Países Europeos,Viajero,2024M09,205356,2024,9
Total,Otros Países Europeos,Viajero,2024M08,206026,2024,8
Total,Otros Países Europeos,Viajero,2024M07,220230,2024,7
Total,Otros Países Europeos,Viajero,2024M06,197907,2024,6
Total,Otros Países Europeos,Viajero,2024M05,184333,2024,5
Total,Otros Países Europeos,Viajero,2024M04,159725,2024,4
Total,Otros Países Europeos,Viajero,2024M03,132694,2024,3
Total,Otros Países Europeos,Viajero,2024M02,108579,2024,2
Total,Otros Países Europeos,Viajero,2024M01,106311,2024,1
Total,Otros Países Europeos,Viajero,2023M12,103690,2023,12
Total,Otros Países Europeos,Viajero,2023M11,110850,2023,11
Total,Otros Países Europeos,Viajero,2023M10,146458,2023,10
Total,Otros Países Europeos,Viajero,2023M09,166424,2023,9
Total,Otros Países Europeos,Viajero,2023M08,177389,2023,8
Total,Otros Países Europeos,Viajero,2023M07,196146,2023,7
Total,Otros Países Europeos,Viajero,2023M06,172649,2023,6
Total,Otros Países Europeos,Viajero,2023M05,139470,2023,5
Total,Otros Países Europeos,Viajero,2023M04,139081,2023,4
Total,Otros Países Europeos,Viajero,2023M03,113904,2023,3
Total,Otros Países Europeos,Viajero,2023M02,92304,2023,2
Total,Otros Países Europeos,Viajero,2023M01,103993,2023,1
Total,Otros Países Europeos,Viajero,2022M12,102352,2022,12
Total,Otros Países Europeos,Viajero,2022M11,99831,2022,11
Total,Otros Países Europeos,Viajero,2022M10,145433,2022,10
Total,Otros Países Europeos,Viajero,2022M09,166271,2022,9
Total,Otros Países Europeos,Viajero,2022M08,156661,2022,8
Total,Otros Países Europeos,Viajero,2022M07,163770,2022,7
Total,Otros Países Europeos,Viajero,2022M06,144417,2022,6
Total,Otros Países Europeos,Viajero,2022M05,130622,2022,5
Total,Otros Países Europeos,Viajero,2022M04,119231,2022,4
Total,Otros Países Europeos,Viajero,2022M03,96776,2022,3
Total,Otros Países Europeos,Viajero,2022M02,61792,2022,2
Total,Otros Países Europeos,Viajero,2022M01,50242,2022,1
Total,Otros Países Europeos,Viajero,2021M12,56215,2021,12
Total,Otros Países Europeos,Viajero,2021M11,59250,2021,11
Total,Otros Países Europeos,Viajero,2021M10,82244,2021,10
Total,Otros Países Europeos,Viajero,2021M09,82438,2021,9
Total,Otros Países Europeos,Viajero,2021M08,73899,2021,8
Total,Otros Países Europeos,Viajero,2021M07,65772,2021,7
Total,Otros Países Europeos,Viajero,2021M06,42745,2021,6
Total,Otros Países Europeos,Viajero,2021M05,25408,2021,5
Total,Otros Países Europeos,Viajero,2021M04,18171,2021,4
Total,Otros Países Europeos,Viajero,2021M03,14608,2021,3
Total,Otros Países Europeos,Viajero,2021M02,8959,2021,2
Total,Otros Países Europeos,Viajero,2021M01,10016,2021,1
Total,Otros Países Europeos,Pernoctaciones,2025M12,321437,2025,12
Total,Otros Países Europeos,Pernoctaciones,2025M11,363887,2025,11
Total,Otros Países Europeos,Pernoctaciones,2025M10,580328,2025,10
Total,Otros Países Europeos,Pernoctaciones,2025M09,742841,2025,9
Total,Otros Países Europeos,Pernoctaciones,2025M08,796704,2025,8
Total,Otros Países Europeos,Pernoctaciones,2025M07,949275,2025,7
Total,Otros Países Europeos,Pernoctaciones,2025M06,758506,2025,6
Total,Otros Países Europeos,Pernoctaciones,2025M05,495429,2025,5
Total,Otros Países Europeos,Pernoctaciones,2025M04,454093,2025,4
Total,Otros Países Europeos,Pernoctaciones,2025M03,371265,2025,3
Total,Otros Países Europeos,Pernoctaciones,2025M02,327522,2025,2
Total,Otros Países Europeos,Pernoctaciones,2025M01,363898,2025,1
Total,Otros Países Europeos,Pernoctaciones,2024M12,307922,2024,12
Total,Otros Países Europeos,Pernoctaciones,2024M11,338473,2024,11
Total,Otros Países Europeos,Pernoctaciones,2024M10,580408,2024,10
Total,Otros Países Europeos,Pernoctaciones,2024M09,769960,2024,9
Total,Otros Países Europeos,Pernoctaciones,2024M08,768201,2024,8
Total,Otros Países Europeos,Pernoctaciones,2024M07,848980,2024,7
Total,Otros Países Europeos,Pernoctaciones,2024M06,694017,2024,6
Total,Otros Países Europeos,Pernoctaciones,2024M05,573307,2024,5
Total,Otros Países Europeos,Pernoctaciones,2024M04,453193,2024,4
Total,Otros Países Europeos,Pernoctaciones,2024M03,417999,2024,3
Total,Otros Países Europeos,Pernoctaciones,2024M02,354319,2024,2
Total,Otros Países Europeos,Pernoctaciones,2024M01,317735,2024,1
Total,Otros Países Europeos,Pernoctaciones,2023M12,307868,2023,12
Total,Otros Países Europeos,Pernoctaciones,2023M11,324109,2023,11
Total,Otros Países Europeos,Pernoctaciones,2023M10,481729,2023,10
Total,Otros Países Europeos,Pernoctaciones,2023M09,583423,2023,9
Total,Otros Países Europeos,Pernoctaciones,2023M08,678895,2023,8
Total,Otros Países Europeos,Pernoctaciones,2023M07,771119,2023,7
Total,Otros Países Europeos,Pernoctaciones,2023M06,619570,2023,6
Total,Otros Países Europeos,Pernoctaciones,2023M05,455061,2023,5
Total,Otros Países Europeos,Pernoctaciones,2023M04,458938,2023,4
Total,Otros Países Europeos,Pernoctaciones,2023M03,367971,2023,3
Total,Otros Países Europeos,Pernoctaciones,2023M02,311507,2023,2
Total,Otros Países Europeos,Pernoctaciones,2023M01,358726,2023,1
