educacion_cat,labor_status,household_type,residence_type,ahorro,deuda,adq_ahorro2,adq_deuda2,adq_otro,ahorra_12m,consumo_ahorros,cred_inf,cred_line,cred_add,impago,ayudas,rechazo,semirechazo,nopiden,age,ID,year,inflacion_ok,interes_comp_ok,diversificacion_ok
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,48,4647,2021,1.0,0.0,
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,41,4648,2022,1.0,0.0,1.0
Universidad,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,34,4649,2022,1.0,0.0,1.0
Educación Primaria,Jubilado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,74,4650,2022,1.0,0.0,1.0
Universidad,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,21,4651,2021,1.0,,0.0
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,19,4652,2022,1.0,0.0,0.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,75,4653,2022,1.0,1.0,1.0
Educación Secundaria,Otros inactivos,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,39,4654,2021,1.0,1.0,0.0
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,66,4655,2022,1.0,0.0,1.0
Educación Primaria,Desempleado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,51,4656,2022,1.0,0.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,71,4657,2022,1.0,1.0,
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,21,4658,2022,,0.0,
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,43,4659,2021,1.0,1.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,72,4660,2022,1.0,0.0,1.0
Educación Primaria,Autónomo,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,47,4661,2022,,,0.0
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,50,4662,2021,1.0,,0.0
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,71,4663,2022,1.0,0.0,0.0
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,73,4664,2022,,,
Educación Secundaria,Otros inactivos,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,42,4665,2021,0.0,0.0,0.0
Universidad,Desempleado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,38,4666,2021,0.0,1.0,1.0
Universidad,Jubilado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,77,4667,2022,1.0,,
Educación Primaria,Desempleado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,57,4668,2022,1.0,,
Educación Primaria,Autónomo,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,62,4669,2022,1.0,0.0,0.0
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,52,4670,2022,1.0,0.0,1.0
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,50,4671,2022,0.0,0.0,1.0
Educación Primaria,Desempleado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,38,4672,2022,1.0,0.0,
Educación Primaria,Jubilado,Vive solo,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,57,4673,2022,1.0,0.0,1.0
Educación Primaria,Asalariado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,47,4674,2022,,0.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0,0,0,44,4675,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,42,4676,2021,1.0,0.0,1.0
Universidad,Asalariado,Vive solo,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,37,4677,2022,0.0,1.0,1.0
Educación Primaria,Jubilado,Vive solo,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,78,4678,2022,,,1.0
Universidad,Desempleado,Otros adultos,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,28,4679,2021,1.0,1.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,73,4680,2022,,,0.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,50,4681,2022,1.0,1.0,1.0
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,21,4682,2022,1.0,0.0,0.0
Educación Secundaria,Autónomo,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,42,4683,2021,0.0,1.0,0.0
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,50,4684,2022,1.0,0.0,1.0
Universidad,Desempleado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,23,4685,2022,0.0,0.0,1.0
Educación Secundaria,Otros inactivos,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,58,4686,2022,0.0,,1.0
Educación Primaria,Desempleado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,57,4687,2022,0.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,55,4688,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,54,4689,2022,1.0,0.0,0.0
Universidad,Jubilado,Vive con pareja,No posee residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,65,4690,2022,1.0,1.0,1.0
Universidad,Autónomo,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,51,4691,2022,1.0,1.0,1.0
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,21,4692,2022,1.0,,1.0
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,33,4693,2022,0.0,1.0,1.0
Educación Secundaria,Desempleado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,24,4694,2021,1.0,1.0,0.0
Universidad,Asalariado,Vive solo,No posee residencia principal,1.0,0.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,31,4695,2021,0.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,39,4696,2022,1.0,1.0,1.0
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,62,4697,2022,1.0,0.0,0.0
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,70,4698,2021,1.0,1.0,
Educación Primaria,Otros inactivos,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,64,4699,2022,,,
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,78,4700,2022,1.0,0.0,
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,33,4701,2021,0.0,0.0,1.0
Educación Primaria,Jubilado,Vive solo,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65,4702,2022,0.0,0.0,0.0
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0,0,0,0,1,0,19,4703,2022,0.0,0.0,1.0
Educación Primaria,Asalariado,Vive con pareja,,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,29,4704,2022,1.0,,1.0
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,36,4705,2022,0.0,,0.0
Educación Secundaria,Desempleado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,63,4706,2022,1.0,1.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,41,4707,2022,0.0,0.0,1.0
Educación Primaria,Asalariado,Vive solo,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,54,4708,2021,1.0,0.0,0.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,32,4709,2022,1.0,0.0,1.0
Educación Secundaria,Autónomo,Otros adultos,Residencia principal y otras,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,44,4710,2022,1.0,0.0,0.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,53,4711,2022,1.0,1.0,
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,64,4712,2022,1.0,0.0,1.0
Educación Primaria,Otros inactivos,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,55,4713,2022,0.0,0.0,
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,42,4714,2021,1.0,0.0,0.0
Educación Secundaria,Desempleado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64,4715,2022,1.0,0.0,
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,48,4716,2022,1.0,1.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,71,4717,2022,1.0,0.0,1.0
Educación Secundaria,Desempleado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,27,4718,2022,1.0,1.0,
Universidad,Asalariado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,27,4719,2022,1.0,0.0,0.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,27,4720,2021,0.0,1.0,0.0
Educación Primaria,Desempleado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,28,4721,2021,1.0,0.0,1.0
Universidad,Asalariado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,31,4722,2022,0.0,1.0,1.0
Educación Primaria,Asalariado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,40,4723,2022,0.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,41,4724,2021,1.0,1.0,1.0
Educación Secundaria,Asalariado,Vive solo,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,28,4725,2022,1.0,1.0,
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,42,4726,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,43,4727,2021,1.0,1.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,59,4728,2022,1.0,1.0,0.0
Educación Secundaria,Jubilado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,79,4729,2022,0.0,0.0,
Educación Secundaria,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,32,4730,2022,1.0,1.0,
Educación Primaria,Otros inactivos,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,76,4731,2022,1.0,1.0,
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,38,4732,2022,1.0,0.0,0.0
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,23,4733,2021,1.0,0.0,0.0
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,24,4734,2021,0.0,0.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,54,4735,2022,0.0,0.0,0.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,57,4736,2022,1.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,58,4737,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,29,4738,2022,1.0,0.0,0.0
Educación Secundaria,Autónomo,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,47,4739,2021,0.0,0.0,1.0
Universidad,Autónomo,Vive solo,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,67,4740,2022,1.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,38,4741,2021,1.0,0.0,1.0
Universidad,Asalariado,Otros adultos,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,28,4742,2022,0.0,1.0,1.0
Educación Primaria,Jubilado,Vive solo,No posee residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,72,4743,2022,0.0,,1.0
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,45,4744,2022,1.0,1.0,1.0
Educación Primaria,Otros inactivos,Otros adultos,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,19,4745,2022,1.0,,1.0
Universidad,Asalariado,Otros adultos,No posee residencia principal,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,1,0,0,0,0,45,4746,2021,1.0,1.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,50,4747,2022,0.0,1.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,58,4748,2022,1.0,0.0,0.0
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,54,4749,2022,1.0,,
Educación Secundaria,Jubilado,Vive solo,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,76,4750,2022,1.0,,1.0
Educación Secundaria,Autónomo,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,37,4751,2022,1.0,0.0,
Educación Secundaria,Asalariado,Otros adultos,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,1,1,0,0,1,0,0,38,4752,2022,1.0,0.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,66,4753,2022,1.0,0.0,0.0
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,21,4754,2022,1.0,0.0,0.0
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,33,4755,2022,0.0,0.0,0.0
Educación Secundaria,Asalariado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,25,4756,2022,1.0,0.0,0.0
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,53,4757,2022,1.0,1.0,1.0
Educación Secundaria,Autónomo,Otros adultos,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,29,4758,2022,,0.0,
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,48,4759,2022,1.0,1.0,
Universidad,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,32,4760,2021,0.0,1.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,38,4761,2021,1.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,53,4762,2021,1.0,0.0,0.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,33,4763,2022,1.0,0.0,0.0
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,60,4764,2022,1.0,1.0,
Universidad,Jubilado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,69,4765,2021,0.0,1.0,1.0
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,55,4766,2021,1.0,0.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,46,4767,2021,1.0,1.0,1.0
Educación Primaria,Otros inactivos,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,18,4768,2021,1.0,0.0,0.0
Educación Secundaria,Asalariado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,26,4769,2022,0.0,0.0,1.0
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,20,4770,2022,1.0,,0.0
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,33,4771,2022,0.0,0.0,1.0
Educación Primaria,Jubilado,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,77,4772,2021,1.0,,0.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,40,4773,2022,1.0,0.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,43,4774,2022,1.0,0.0,0.0
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,49,4775,2022,1.0,1.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,38,4776,2022,0.0,1.0,0.0
Educación Primaria,Jubilado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,66,4777,2022,,0.0,
Universidad,Asalariado,Otros adultos,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,57,4778,2021,1.0,0.0,1.0
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,76,4779,2021,0.0,1.0,1.0
Educación Primaria,Otros inactivos,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,19,4780,2021,,,0.0
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,1.0,1.0,1,0,1,0,1,1,0,0,1,0,31,4781,2021,1.0,0.0,0.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,39,4782,2022,0.0,0.0,
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,43,4783,2022,,0.0,
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,53,4784,2022,,0.0,
Educación Secundaria,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,23,4785,2021,,0.0,0.0
Universidad,Desempleado,Otros adultos,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,27,4786,2022,1.0,1.0,1.0
Educación Primaria,Jubilado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,80,4787,2022,0.0,,
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,54,4788,2022,0.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,41,4789,2022,1.0,1.0,1.0
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,67,4790,2021,1.0,0.0,1.0
Educación Primaria,Jubilado,Vive solo,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,71,4791,2021,1.0,0.0,1.0
Educación Primaria,Otros inactivos,Vive solo,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,56,4792,2022,,0.0,
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,56,4793,2022,1.0,0.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,63,4794,2021,0.0,1.0,1.0
Universidad,Asalariado,,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,48,4795,2021,1.0,1.0,0.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,49,4796,2022,1.0,0.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,77,4797,2021,0.0,,
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,51,4798,2022,1.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,46,4799,2021,1.0,1.0,0.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,41,4800,2022,0.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,50,4801,2021,1.0,1.0,1.0
