Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Viajeros y pernoctaciones;Residencia: Nivel 1;Residencia: Nivel 2;Periodo;Total
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2024M05;195.048
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2024M04;168.215
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2024M03;226.022
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2024M02;169.766
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2024M01;148.878
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2023M12;171.607
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2023M11;150.139
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2023M10;199.943
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2023M09;203.535
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2023M08;261.282
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2023M07;214.307
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2023M06;182.810
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2023M05;153.670
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2023M04;205.748
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2023M03;182.032
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2023M02;166.681
Total Nacional;02 Aragón;;Viajero;Total;Residentes en España;2023M01;143.876
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2025M12;32.574
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2025M11;33.784
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2025M10;55.261
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2025M09;71.595
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2025M08;82.508
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2025M07;70.766
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2025M06;63.953
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2025M05;67.284
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2025M04;49.256
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2025M03;39.285
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2025M02;32.807
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2025M01;31.133
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2024M12;35.893
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2024M11;45.365
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2024M10;68.101
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2024M09;72.968
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2024M08;83.474
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2024M07;69.648
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2024M06;62.491
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2024M05;70.395
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2024M04;55.969
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2024M03;40.663
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2024M02;38.275
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2024M01;32.287
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2023M12;34.578
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2023M11;34.679
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2023M10;54.318
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2023M09;65.801
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2023M08;82.490
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2023M07;71.654
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2023M06;56.622
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2023M05;60.774
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2023M04;47.114
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2023M03;34.318
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2023M02;30.690
Total Nacional;02 Aragón;;Viajero;Total;Residentes en el Extranjero;2023M01;25.171
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2025M12;406.925
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2025M11;381.696
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2025M10;514.181
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2025M09;556.084
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2025M08;733.951
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2025M07;598.399
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2025M06;501.104
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2025M05;500.163
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2025M04;472.746
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2025M03;456.493
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2025M02;442.521
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2025M01;364.290
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2024M12;384.892
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2024M11;391.826
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2024M10;502.538
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2024M09;520.809
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2024M08;735.470
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2024M07;594.237
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2024M06;493.063
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2024M05;482.872
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2024M04;407.798
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2024M03;534.966
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2024M02;430.297
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2024M01;368.859
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2023M12;381.735
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2023M11;355.638
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2023M10;493.302
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2023M09;508.972
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2023M08;703.435
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2023M07;579.478
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2023M06;461.109
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2023M05;410.077
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2023M04;496.459
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2023M03;446.323
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2023M02;429.848
Total Nacional;02 Aragón;;Pernoctaciones;Total;;2023M01;351.386
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2025M12;342.101
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2025M11;315.386
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2025M10;412.034
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2025M09;421.031
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2025M08;592.019
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2025M07;467.361
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2025M06;380.567
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2025M05;370.671
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2025M04;379.235
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2025M03;373.073
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2025M02;376.869
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2025M01;302.654
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2024M12;318.115
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2024M11;303.940
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2024M10;377.799
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2024M09;384.476
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2024M08;583.309
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2024M07;462.006
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2024M06;376.307
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2024M05;358.106
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2024M04;307.044
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2024M03;452.442
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2024M02;347.543
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2024M01;307.278
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2023M12;317.589
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2023M11;281.042
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2023M10;388.461
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2023M09;392.578
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2023M08;558.243
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2023M07;446.206
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2023M06;352.130
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2023M05;293.627
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2023M04;407.635
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2023M03;371.136
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2023M02;359.031
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en España;2023M01;298.673
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2025M12;64.824
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2025M11;66.309
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2025M10;102.147
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2025M09;135.053
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2025M08;141.932
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2025M07;131.038
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2025M06;120.537
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2025M05;129.492
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2025M04;93.511
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2025M03;83.420
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2025M02;65.652
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2025M01;61.636
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2024M12;66.777
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2024M11;87.886
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2024M10;124.739
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2024M09;136.333
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2024M08;152.160
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2024M07;132.232
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2024M06;116.756
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2024M05;124.766
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2024M04;100.754
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2024M03;82.523
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2024M02;82.755
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2024M01;61.581
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2023M12;64.146
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2023M11;74.596
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2023M10;104.840
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2023M09;116.394
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2023M08;145.191
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2023M07;133.272
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2023M06;108.979
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2023M05;116.450
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2023M04;88.824
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2023M03;75.187
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2023M02;70.817
Total Nacional;02 Aragón;;Pernoctaciones;Total;Residentes en el Extranjero;2023M01;52.713
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2025M12;68.500
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2025M11;41.861
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2025M10;72.162
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2025M09;93.724
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2025M08;144.467
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2025M07;119.758
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2025M06;92.737
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2025M05;70.368
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2025M04;64.134
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2025M03;70.394
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2025M02;86.028
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2025M01;67.834
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2024M12;58.841
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2024M11;44.858
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2024M10;69.405
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2024M09;84.103
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2024M08;144.183
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2024M07;113.801
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2024M06;82.369
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2024M05;66.645
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2024M04;51.699
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2024M03;89.207
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2024M02;70.478
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2024M01;66.580
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2023M12;53.348
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2023M11;32.764
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2023M10;64.162
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2023M09;83.398
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2023M08;131.501
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2023M07;106.953
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2023M06;76.212
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2023M05;52.369
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2023M04;68.646
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2023M03;67.941
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2023M02;76.402
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;;2023M01;66.697
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2025M12;62.046
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2025M11;36.730
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2025M10;60.020
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2025M09;70.189
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2025M08;118.847
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2025M07;95.587
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2025M06;70.842
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2025M05;51.130
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2025M04;53.598
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2025M03;63.403
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2025M02;79.185
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2025M01;62.721
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2024M12;52.645
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2024M11;38.231
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2024M10;54.874
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2024M09;63.359
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2024M08;117.493
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2024M07;91.906
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2024M06;62.486
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2024M05;48.419
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2024M04;40.104
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2024M03;81.512
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2024M02;62.563
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2024M01;60.671
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2023M12;48.559
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2023M11;28.633
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2023M10;53.369
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2023M09;63.956
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2023M08;107.922
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2023M07;84.298
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2023M06;57.450
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2023M05;36.253
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2023M04;57.582
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2023M03;62.156
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2023M02;68.541
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en España;2023M01;61.620
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en el Extranjero;2025M12;6.454
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en el Extranjero;2025M11;5.131
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en el Extranjero;2025M10;12.142
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en el Extranjero;2025M09;23.535
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en el Extranjero;2025M08;25.620
Total Nacional;02 Aragón;22 Huesca;Viajero;Total;Residentes en el Extranjero;2025M07;24.171
