Totales Territoriales;Provincias;Viajeros y pernoctaciones;Totales Territoriales.1;Comunidades y Ciudades Autónomas;Periodo;Total
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2024M09;0,13
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2024M08;0,07
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2024M07;0,12
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2024M06;0,07
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2024M05;0,02
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2024M04;0
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2024M03;0,09
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2024M02;0,03
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2024M01;0,11
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2023M12;0,01
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2023M11;0,15
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2023M10;0,08
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2023M09;0,07
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2023M08;0,08
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2023M07;0,03
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2023M06;0
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2023M05;0,02
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2023M04;0,02
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2023M03;0,06
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2023M02;0,61
Total Nacional;06 Badajoz;Pernoctaciones;Total Nacional;19 Melilla;2023M01;0,04
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2025M12;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2025M11;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2025M10;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2025M09;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2025M08;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2025M07;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2025M06;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2025M05;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2025M04;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2025M03;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2025M02;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2025M01;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2024M12;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2024M11;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2024M10;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2024M09;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2024M08;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2024M07;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2024M06;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2024M05;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2024M04;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2024M03;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2024M02;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2024M01;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2023M12;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2023M11;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2023M10;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2023M09;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2023M08;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2023M07;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2023M06;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2023M05;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2023M04;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2023M03;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2023M02;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;;2023M01;100
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2025M12;3,69
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2025M11;3,72
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2025M10;6,49
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2025M09;9,41
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2025M08;10,22
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2025M07;10,54
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2025M06;8,63
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2025M05;7,96
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2025M04;6,33
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2025M03;6,89
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2025M02;5,5
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2025M01;6,27
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2024M12;5,25
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2024M11;4,73
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2024M10;5,43
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2024M09;8,1
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2024M08;9,08
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2024M07;8,64
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2024M06;9,62
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2024M05;6,92
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2024M04;8,3
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2024M03;16,23
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2024M02;8,38
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2024M01;6,33
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2023M12;4,23
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2023M11;5,7
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2023M10;6,34
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2023M09;8,51
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2023M08;8,5
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2023M07;9,82
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2023M06;10,19
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2023M05;6,39
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2023M04;10,93
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2023M03;5,39
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2023M02;7,24
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;01 Andalucía;2023M01;4,73
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2025M12;0,61
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2025M11;1,02
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2025M10;1,85
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2025M09;1,27
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2025M08;2,09
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2025M07;1,75
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2025M06;1,39
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2025M05;1,59
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2025M04;1,03
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2025M03;1,14
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2025M02;0,62
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2025M01;0,75
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2024M12;0,61
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2024M11;0,69
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2024M10;1,39
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2024M09;0,95
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2024M08;1,82
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2024M07;1,21
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2024M06;0,96
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2024M05;1,19
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2024M04;1,36
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2024M03;0,82
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2024M02;2,52
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2024M01;0,7
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2023M12;0,6
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2023M11;0,58
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2023M10;1
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2023M09;1,39
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2023M08;1,35
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2023M07;1,3
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2023M06;1,67
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2023M05;1,63
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2023M04;0,89
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2023M03;0,64
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2023M02;0,71
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;02 Aragón;2023M01;0,41
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2025M12;0,36
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2025M11;0,29
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2025M10;0,97
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2025M09;1,55
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2025M08;1,47
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2025M07;1,99
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2025M06;2,19
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2025M05;1,89
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2025M04;1,22
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2025M03;1,02
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2025M02;0,47
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2025M01;0,48
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2024M12;0,45
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2024M11;0,71
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2024M10;1,13
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2024M09;1,48
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2024M08;1,54
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2024M07;1,65
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2024M06;1,95
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2024M05;0,93
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2024M04;0,76
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2024M03;1,01
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2024M02;1,91
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2024M01;1,64
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2023M12;0,6
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2023M11;2,72
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2023M10;0,66
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2023M09;1,91
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2023M08;1,75
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2023M07;1,85
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2023M06;1,9
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2023M05;1,09
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2023M04;0,68
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2023M03;0,95
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2023M02;1,72
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2023M01;0,51
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M12;49,92
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M11;33,69
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M10;43,99
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M09;34,2
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M08;22,13
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M07;23,73
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M06;27,01
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M05;34,95
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M04;41,36
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M03;29,07
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M02;41,48
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M01;45,9
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M12;47,74
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M11;39,01
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M10;37,37
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M09;33,56
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M08;27,74
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M07;32,28
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M06;32,19
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M05;35,32
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M04;42,32
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M03;41,72
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M02;36,96
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M01;38,59
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M12;48,79
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M11;40,17
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M10;42,28
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M09;28,71
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M08;21,82
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M07;28,73
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M06;24,06
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M05;39,07
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M04;36,53
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M03;35,53
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M02;34,1
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M01;46,47
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2025M12;0,85
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2025M11;1,22
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2025M10;1,08
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2025M09;1,66
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2025M08;1,05
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2025M07;1,36
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2025M06;1,25
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2025M05;1,27
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2025M04;2,35
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2025M03;5,88
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2025M02;1,42
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2025M01;0,65
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2024M12;0,77
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2024M11;1,99
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2024M10;1
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2024M09;1,32
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2024M08;1,29
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2024M07;1,43
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2024M06;1,7
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2024M05;1,08
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2024M04;0,93
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2024M03;1,13
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2024M02;0,61
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2024M01;1,8
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2023M12;0,89
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2023M11;0,69
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2023M10;0,93
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2023M09;1,31
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2023M08;1,2
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2023M07;1,14
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2023M06;0,81
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2023M05;1,72
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2023M04;0,91
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2023M03;1,81
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2023M02;0,58
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;05 Canarias;2023M01;0,75
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2025M12;0,28
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2025M11;0,2
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2025M10;1,59
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2025M09;1,56
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2025M08;0,97
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2025M07;1,37
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2025M06;1,17
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2025M05;1,11
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2025M04;0,94
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2025M03;1,21
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2025M02;0,97
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2025M01;0,3
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2024M12;0,17
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2024M11;0,28
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2024M10;0,73
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2024M09;0,94
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2024M08;1,19
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2024M07;0,92
Total Nacional;07 Balears, Illes;Viajero;Total Nacional;06 Cantabria;2024M06;0,71
