Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Residencia: Nivel 1;Residencia: Nivel 2;Viajeros y pernoctaciones;Periodo;Total
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2023M06;239.930
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2023M05;146.828
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2023M04;192.039
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2023M03;100.350
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2023M02;84.001
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2023M01;77.001
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2022M12;101.790
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2022M11;75.232
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2022M10;148.190
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2022M09;176.025
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2022M08;273.522
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2022M07;244.445
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2022M06;255.088
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2022M05;148.939
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2022M04;172.924
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2022M03;94.875
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2022M02;92.785
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Viajero;2022M01;81.482
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2026M03;252.622
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2026M02;164.169
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2026M01;143.081
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2025M12;169.324
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2025M11;146.040
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2025M10;257.773
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2025M09;404.604
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2025M08;746.360
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2025M07;556.032
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2025M06;499.974
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2025M05;385.893
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2025M04;364.319
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2025M03;241.742
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2025M02;152.320
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2025M01;135.864
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2024M12;149.407
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2024M11;140.844
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2024M10;242.572
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2024M09;343.494
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2024M08;742.204
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2024M07;520.798
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2024M06;486.792
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2024M05;348.416
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2024M04;241.003
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2024M03;267.739
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2024M02;125.343
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2024M01;120.857
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2023M12;176.705
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2023M11;130.560
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2023M10;266.361
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2023M09;380.955
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2023M08;789.014
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2023M07;591.426
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2023M06;485.185
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2023M05;294.462
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2023M04;385.678
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2023M03;190.360
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2023M02;145.810
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2023M01;138.992
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2022M12;189.849
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2022M11;130.250
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2022M10;253.035
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2022M09;372.824
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2022M08;826.799
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2022M07;619.760
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2022M06;525.728
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2022M05;294.420
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2022M04;341.555
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2022M03;193.695
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2022M02;158.061
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en España;Pernoctaciones;2022M01;148.330
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2026M03;131.981
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2026M02;71.084
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2026M01;53.348
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2025M12;63.160
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2025M11;76.181
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2025M10;249.235
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2025M09;333.013
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2025M08;406.676
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2025M07;388.351
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2025M06;320.102
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2025M05;295.281
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2025M04;235.134
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2025M03;98.184
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2025M02;72.652
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2025M01;56.648
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2024M12;60.294
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2024M11;72.574
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2024M10;255.628
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2024M09;336.031
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2024M08;402.174
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2024M07;391.559
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2024M06;304.140
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2024M05;321.819
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2024M04;212.577
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2024M03;109.975
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2024M02;68.516
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2024M01;50.860
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2023M12;63.723
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2023M11;73.341
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2023M10;238.094
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2023M09;314.900
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2023M08;372.153
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2023M07;362.769
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2023M06;274.205
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2023M05;296.780
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2023M04;222.915
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2023M03;87.525
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2023M02;61.937
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2023M01;45.351
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2022M12;53.654
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2022M11;64.016
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2022M10;202.899
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2022M09;277.909
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2022M08;354.716
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2022M07;343.860
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2022M06;254.234
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2022M05;230.522
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2022M04;156.628
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2022M03;53.608
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2022M02;55.588
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Viajero;2022M01;30.145
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2026M03;289.577
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2026M02;171.421
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2026M01;99.631
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2025M12;107.827
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2025M11;153.462
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2025M10;842.228
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2025M09;1.281.908
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2025M08;1.640.976
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2025M07;1.616.336
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2025M06;1.144.734
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2025M05;937.000
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2025M04;714.909
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2025M03;233.944
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2025M02;153.491
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2025M01;107.414
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2024M12;103.198
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2024M11;146.387
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2024M10;845.755
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2024M09;1.298.451
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2024M08;1.665.909
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2024M07;1.685.607
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2024M06;1.108.248
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2024M05;1.011.118
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2024M04;638.406
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2024M03;286.421
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2024M02;149.064
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2024M01;91.259
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2023M12;132.056
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2023M11;173.545
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2023M10;810.621
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2023M09;1.201.347
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2023M08;1.546.291
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2023M07;1.507.584
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2023M06;1.005.028
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2023M05;923.204
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2023M04;651.780
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2023M03;225.607
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2023M02;144.870
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2023M01;101.475
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2022M12;108.360
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2022M11;153.317
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2022M10;621.275
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2022M09;1.004.850
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2022M08;1.533.968
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2022M07;1.448.306
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2022M06;860.032
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2022M05;685.925
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2022M04;483.804
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2022M03;124.045
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2022M02;113.688
Total Nacional;09 Cataluña;17 Girona;Total;Residentes en el Extranjero;Pernoctaciones;2022M01;56.573
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2026M03;67.179
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2026M02;72.875
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2026M01;69.927
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2025M12;72.883
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2025M11;36.089
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2025M10;55.349
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2025M09;55.282
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2025M08;102.347
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2025M07;77.614
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2025M06;63.607
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2025M05;49.675
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2025M04;54.841
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2025M03;67.957
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2025M02;81.038
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2025M01;72.501
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2024M12;67.453
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2024M11;35.948
Total Nacional;09 Cataluña;25 Lleida;Total;Residentes en España;Viajero;2024M10;48.070
