Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Periodo;Total
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2025M06;2,41
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2025M05;2,36
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2025M04;2,35
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2025M03;2,27
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2025M02;2,04
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2025M01;2,07
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2024M12;2,17
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2024M11;2,50
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2024M10;2,26
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2024M09;2,62
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2024M08;2,71
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2024M07;2,61
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2024M06;2,41
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2024M05;2,43
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2024M04;2,41
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2024M03;2,36
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2024M02;2,07
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2024M01;2,02
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2023M12;2,02
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2023M11;2,05
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2023M10;2,22
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2023M09;2,44
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2023M08;2,75
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2023M07;2,67
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2023M06;2,33
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2023M05;2,30
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2023M04;2,38
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2023M03;2,17
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2023M02;2,02
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2023M01;1,97
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2022M12;2,11
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2022M11;2,07
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2022M10;2,20
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2022M09;2,53
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2022M08;2,80
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2022M07;2,55
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2022M06;2,37
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2022M05;2,37
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2022M04;2,36
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2022M03;2,13
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2022M02;1,95
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2022M01;1,99
Total Nacional;11 Extremadura;;2026M03;1,77
Total Nacional;11 Extremadura;;2026M02;1,69
Total Nacional;11 Extremadura;;2026M01;1,62
Total Nacional;11 Extremadura;;2025M12;1,72
Total Nacional;11 Extremadura;;2025M11;1,82
Total Nacional;11 Extremadura;;2025M10;1,85
Total Nacional;11 Extremadura;;2025M09;1,78
Total Nacional;11 Extremadura;;2025M08;1,64
Total Nacional;11 Extremadura;;2025M07;1,71
Total Nacional;11 Extremadura;;2025M06;1,74
Total Nacional;11 Extremadura;;2025M05;1,84
Total Nacional;11 Extremadura;;2025M04;1,78
Total Nacional;11 Extremadura;;2025M03;1,86
Total Nacional;11 Extremadura;;2025M02;1,66
Total Nacional;11 Extremadura;;2025M01;1,71
Total Nacional;11 Extremadura;;2024M12;1,73
Total Nacional;11 Extremadura;;2024M11;1,87
Total Nacional;11 Extremadura;;2024M10;1,86
Total Nacional;11 Extremadura;;2024M09;1,77
Total Nacional;11 Extremadura;;2024M08;1,62
Total Nacional;11 Extremadura;;2024M07;1,67
Total Nacional;11 Extremadura;;2024M06;1,77
Total Nacional;11 Extremadura;;2024M05;1,82
Total Nacional;11 Extremadura;;2024M04;1,85
Total Nacional;11 Extremadura;;2024M03;1,85
Total Nacional;11 Extremadura;;2024M02;1,81
Total Nacional;11 Extremadura;;2024M01;1,71
Total Nacional;11 Extremadura;;2023M12;1,74
Total Nacional;11 Extremadura;;2023M11;1,86
Total Nacional;11 Extremadura;;2023M10;1,93
Total Nacional;11 Extremadura;;2023M09;1,79
Total Nacional;11 Extremadura;;2023M08;1,74
Total Nacional;11 Extremadura;;2023M07;1,71
Total Nacional;11 Extremadura;;2023M06;1,79
Total Nacional;11 Extremadura;;2023M05;1,91
Total Nacional;11 Extremadura;;2023M04;1,98
Total Nacional;11 Extremadura;;2023M03;1,85
Total Nacional;11 Extremadura;;2023M02;1,76
Total Nacional;11 Extremadura;;2023M01;1,73
Total Nacional;11 Extremadura;;2022M12;1,75
Total Nacional;11 Extremadura;;2022M11;1,82
Total Nacional;11 Extremadura;;2022M10;1,91
Total Nacional;11 Extremadura;;2022M09;1,77
Total Nacional;11 Extremadura;;2022M08;1,71
Total Nacional;11 Extremadura;;2022M07;1,61
Total Nacional;11 Extremadura;;2022M06;1,70
Total Nacional;11 Extremadura;;2022M05;1,85
Total Nacional;11 Extremadura;;2022M04;1,86
Total Nacional;11 Extremadura;;2022M03;1,85
Total Nacional;11 Extremadura;;2022M02;1,71
Total Nacional;11 Extremadura;;2022M01;1,75
Total Nacional;11 Extremadura;06 Badajoz;2026M03;1,68
Total Nacional;11 Extremadura;06 Badajoz;2026M02;1,71
Total Nacional;11 Extremadura;06 Badajoz;2026M01;1,58
Total Nacional;11 Extremadura;06 Badajoz;2025M12;1,68
Total Nacional;11 Extremadura;06 Badajoz;2025M11;1,76
Total Nacional;11 Extremadura;06 Badajoz;2025M10;1,74
Total Nacional;11 Extremadura;06 Badajoz;2025M09;1,72
Total Nacional;11 Extremadura;06 Badajoz;2025M08;1,58
Total Nacional;11 Extremadura;06 Badajoz;2025M07;1,62
Total Nacional;11 Extremadura;06 Badajoz;2025M06;1,65
Total Nacional;11 Extremadura;06 Badajoz;2025M05;1,80
Total Nacional;11 Extremadura;06 Badajoz;2025M04;1,71
Total Nacional;11 Extremadura;06 Badajoz;2025M03;1,83
Total Nacional;11 Extremadura;06 Badajoz;2025M02;1,58
Total Nacional;11 Extremadura;06 Badajoz;2025M01;1,74
Total Nacional;11 Extremadura;06 Badajoz;2024M12;1,69
Total Nacional;11 Extremadura;06 Badajoz;2024M11;1,86
Total Nacional;11 Extremadura;06 Badajoz;2024M10;1,79
Total Nacional;11 Extremadura;06 Badajoz;2024M09;1,74
Total Nacional;11 Extremadura;06 Badajoz;2024M08;1,53
Total Nacional;11 Extremadura;06 Badajoz;2024M07;1,60
Total Nacional;11 Extremadura;06 Badajoz;2024M06;1,70
Total Nacional;11 Extremadura;06 Badajoz;2024M05;1,80
Total Nacional;11 Extremadura;06 Badajoz;2024M04;1,79
Total Nacional;11 Extremadura;06 Badajoz;2024M03;1,79
Total Nacional;11 Extremadura;06 Badajoz;2024M02;1,87
Total Nacional;11 Extremadura;06 Badajoz;2024M01;1,75
Total Nacional;11 Extremadura;06 Badajoz;2023M12;1,72
Total Nacional;11 Extremadura;06 Badajoz;2023M11;1,83
Total Nacional;11 Extremadura;06 Badajoz;2023M10;1,96
Total Nacional;11 Extremadura;06 Badajoz;2023M09;1,75
Total Nacional;11 Extremadura;06 Badajoz;2023M08;1,73
Total Nacional;11 Extremadura;06 Badajoz;2023M07;1,67
Total Nacional;11 Extremadura;06 Badajoz;2023M06;1,76
Total Nacional;11 Extremadura;06 Badajoz;2023M05;1,87
Total Nacional;11 Extremadura;06 Badajoz;2023M04;1,95
Total Nacional;11 Extremadura;06 Badajoz;2023M03;1,90
Total Nacional;11 Extremadura;06 Badajoz;2023M02;1,77
Total Nacional;11 Extremadura;06 Badajoz;2023M01;1,74
Total Nacional;11 Extremadura;06 Badajoz;2022M12;1,69
Total Nacional;11 Extremadura;06 Badajoz;2022M11;1,79
Total Nacional;11 Extremadura;06 Badajoz;2022M10;1,88
Total Nacional;11 Extremadura;06 Badajoz;2022M09;1,74
Total Nacional;11 Extremadura;06 Badajoz;2022M08;1,64
Total Nacional;11 Extremadura;06 Badajoz;2022M07;1,54
Total Nacional;11 Extremadura;06 Badajoz;2022M06;1,71
Total Nacional;11 Extremadura;06 Badajoz;2022M05;1,79
Total Nacional;11 Extremadura;06 Badajoz;2022M04;1,84
Total Nacional;11 Extremadura;06 Badajoz;2022M03;1,86
Total Nacional;11 Extremadura;06 Badajoz;2022M02;1,65
Total Nacional;11 Extremadura;06 Badajoz;2022M01;1,72
Total Nacional;11 Extremadura;10 Cáceres;2026M03;1,88
Total Nacional;11 Extremadura;10 Cáceres;2026M02;1,67
Total Nacional;11 Extremadura;10 Cáceres;2026M01;1,67
Total Nacional;11 Extremadura;10 Cáceres;2025M12;1,77
Total Nacional;11 Extremadura;10 Cáceres;2025M11;1,88
Total Nacional;11 Extremadura;10 Cáceres;2025M10;1,97
Total Nacional;11 Extremadura;10 Cáceres;2025M09;1,84
Total Nacional;11 Extremadura;10 Cáceres;2025M08;1,71
Total Nacional;11 Extremadura;10 Cáceres;2025M07;1,80
Total Nacional;11 Extremadura;10 Cáceres;2025M06;1,83
Total Nacional;11 Extremadura;10 Cáceres;2025M05;1,88
Total Nacional;11 Extremadura;10 Cáceres;2025M04;1,85
Total Nacional;11 Extremadura;10 Cáceres;2025M03;1,90
Total Nacional;11 Extremadura;10 Cáceres;2025M02;1,74
Total Nacional;11 Extremadura;10 Cáceres;2025M01;1,69
Total Nacional;11 Extremadura;10 Cáceres;2024M12;1,78
Total Nacional;11 Extremadura;10 Cáceres;2024M11;1,89
Total Nacional;11 Extremadura;10 Cáceres;2024M10;1,92
Total Nacional;11 Extremadura;10 Cáceres;2024M09;1,80
Total Nacional;11 Extremadura;10 Cáceres;2024M08;1,73
Total Nacional;11 Extremadura;10 Cáceres;2024M07;1,75
Total Nacional;11 Extremadura;10 Cáceres;2024M06;1,85
Total Nacional;11 Extremadura;10 Cáceres;2024M05;1,84
Total Nacional;11 Extremadura;10 Cáceres;2024M04;1,92
Total Nacional;11 Extremadura;10 Cáceres;2024M03;1,91
Total Nacional;11 Extremadura;10 Cáceres;2024M02;1,75
Total Nacional;11 Extremadura;10 Cáceres;2024M01;1,67
Total Nacional;11 Extremadura;10 Cáceres;2023M12;1,76
Total Nacional;11 Extremadura;10 Cáceres;2023M11;1,89
Total Nacional;11 Extremadura;10 Cáceres;2023M10;1,90
Total Nacional;11 Extremadura;10 Cáceres;2023M09;1,83
Total Nacional;11 Extremadura;10 Cáceres;2023M08;1,74
Total Nacional;11 Extremadura;10 Cáceres;2023M07;1,75
Total Nacional;11 Extremadura;10 Cáceres;2023M06;1,81
Total Nacional;11 Extremadura;10 Cáceres;2023M05;1,96
Total Nacional;11 Extremadura;10 Cáceres;2023M04;2,01
Total Nacional;11 Extremadura;10 Cáceres;2023M03;1,79
Total Nacional;11 Extremadura;10 Cáceres;2023M02;1,74
Total Nacional;11 Extremadura;10 Cáceres;2023M01;1,73
Total Nacional;11 Extremadura;10 Cáceres;2022M12;1,82
Total Nacional;11 Extremadura;10 Cáceres;2022M11;1,86
Total Nacional;11 Extremadura;10 Cáceres;2022M10;1,94
Total Nacional;11 Extremadura;10 Cáceres;2022M09;1,80
Total Nacional;11 Extremadura;10 Cáceres;2022M08;1,79
Total Nacional;11 Extremadura;10 Cáceres;2022M07;1,68
Total Nacional;11 Extremadura;10 Cáceres;2022M06;1,69
Total Nacional;11 Extremadura;10 Cáceres;2022M05;1,92
Total Nacional;11 Extremadura;10 Cáceres;2022M04;1,88
Total Nacional;11 Extremadura;10 Cáceres;2022M03;1,85
Total Nacional;11 Extremadura;10 Cáceres;2022M02;1,78
Total Nacional;11 Extremadura;10 Cáceres;2022M01;1,77
Total Nacional;12 Galicia;;2026M03;1,83
Total Nacional;12 Galicia;;2026M02;1,89
Total Nacional;12 Galicia;;2026M01;1,85
Total Nacional;12 Galicia;;2025M12;1,77
Total Nacional;12 Galicia;;2025M11;1,88
Total Nacional;12 Galicia;;2025M10;1,74
Total Nacional;12 Galicia;;2025M09;1,75
Total Nacional;12 Galicia;;2025M08;2,16
Total Nacional;12 Galicia;;2025M07;2,09
Total Nacional;12 Galicia;;2025M06;1,76
Total Nacional;12 Galicia;;2025M05;1,62
Total Nacional;12 Galicia;;2025M04;1,70
Total Nacional;12 Galicia;;2025M03;1,76
Total Nacional;12 Galicia;;2025M02;1,73
Total Nacional;12 Galicia;;2025M01;1,74
Total Nacional;12 Galicia;;2024M12;1,77
Total Nacional;12 Galicia;;2024M11;1,87
Total Nacional;12 Galicia;;2024M10;1,80
Total Nacional;12 Galicia;;2024M09;1,82
Total Nacional;12 Galicia;;2024M08;2,17
Total Nacional;12 Galicia;;2024M07;2,08
Total Nacional;12 Galicia;;2024M06;1,80
Total Nacional;12 Galicia;;2024M05;1,65
Total Nacional;12 Galicia;;2024M04;1,67
Total Nacional;12 Galicia;;2024M03;1,83
Total Nacional;12 Galicia;;2024M02;1,79
Total Nacional;12 Galicia;;2024M01;1,79
Total Nacional;12 Galicia;;2023M12;1,76
Total Nacional;12 Galicia;;2023M11;1,87
Total Nacional;12 Galicia;;2023M10;1,82
Total Nacional;12 Galicia;;2023M09;1,85
Total Nacional;12 Galicia;;2023M08;2,25
Total Nacional;12 Galicia;;2023M07;2,16
Total Nacional;12 Galicia;;2023M06;1,82
Total Nacional;12 Galicia;;2023M05;1,68
Total Nacional;12 Galicia;;2023M04;1,77
Total Nacional;12 Galicia;;2023M03;1,84
Total Nacional;12 Galicia;;2023M02;1,79
Total Nacional;12 Galicia;;2023M01;1,82
Total Nacional;12 Galicia;;2022M12;1,82
Total Nacional;12 Galicia;;2022M11;1,96
Total Nacional;12 Galicia;;2022M10;1,87
Total Nacional;12 Galicia;;2022M09;1,88
Total Nacional;12 Galicia;;2022M08;2,23
Total Nacional;12 Galicia;;2022M07;2,12
Total Nacional;12 Galicia;;2022M06;1,87
Total Nacional;12 Galicia;;2022M05;1,73
Total Nacional;12 Galicia;;2022M04;1,80
Total Nacional;12 Galicia;;2022M03;1,90
Total Nacional;12 Galicia;;2022M02;1,80
Total Nacional;12 Galicia;;2022M01;1,87
Total Nacional;12 Galicia;15 Coruña, A;2026M03;1,84
Total Nacional;12 Galicia;15 Coruña, A;2026M02;1,96
Total Nacional;12 Galicia;15 Coruña, A;2026M01;1,88
Total Nacional;12 Galicia;15 Coruña, A;2025M12;1,79
Total Nacional;12 Galicia;15 Coruña, A;2025M11;1,82
Total Nacional;12 Galicia;15 Coruña, A;2025M10;1,68
Total Nacional;12 Galicia;15 Coruña, A;2025M09;1,67
Total Nacional;12 Galicia;15 Coruña, A;2025M08;1,92
Total Nacional;12 Galicia;15 Coruña, A;2025M07;1,88
Total Nacional;12 Galicia;15 Coruña, A;2025M06;1,66
Total Nacional;12 Galicia;15 Coruña, A;2025M05;1,61
Total Nacional;12 Galicia;15 Coruña, A;2025M04;1,70
Total Nacional;12 Galicia;15 Coruña, A;2025M03;1,79
Total Nacional;12 Galicia;15 Coruña, A;2025M02;1,81
Total Nacional;12 Galicia;15 Coruña, A;2025M01;1,82
Total Nacional;12 Galicia;15 Coruña, A;2024M12;1,77
Total Nacional;12 Galicia;15 Coruña, A;2024M11;1,79
Total Nacional;12 Galicia;15 Coruña, A;2024M10;1,68
Total Nacional;12 Galicia;15 Coruña, A;2024M09;1,68
Total Nacional;12 Galicia;15 Coruña, A;2024M08;1,95
Total Nacional;12 Galicia;15 Coruña, A;2024M07;1,86
Total Nacional;12 Galicia;15 Coruña, A;2024M06;1,66
Total Nacional;12 Galicia;15 Coruña, A;2024M05;1,61
Total Nacional;12 Galicia;15 Coruña, A;2024M04;1,61
Total Nacional;12 Galicia;15 Coruña, A;2024M03;1,76
Total Nacional;12 Galicia;15 Coruña, A;2024M02;1,80
Total Nacional;12 Galicia;15 Coruña, A;2024M01;1,85
Total Nacional;12 Galicia;15 Coruña, A;2023M12;1,78
Total Nacional;12 Galicia;15 Coruña, A;2023M11;1,77
Total Nacional;12 Galicia;15 Coruña, A;2023M10;1,67
Total Nacional;12 Galicia;15 Coruña, A;2023M09;1,64
Total Nacional;12 Galicia;15 Coruña, A;2023M08;2,01
Total Nacional;12 Galicia;15 Coruña, A;2023M07;1,94
Total Nacional;12 Galicia;15 Coruña, A;2023M06;1,72
Total Nacional;12 Galicia;15 Coruña, A;2023M05;1,60
Total Nacional;12 Galicia;15 Coruña, A;2023M04;1,71
Total Nacional;12 Galicia;15 Coruña, A;2023M03;1,87
Total Nacional;12 Galicia;15 Coruña, A;2023M02;1,81
Total Nacional;12 Galicia;15 Coruña, A;2023M01;1,92
Total Nacional;12 Galicia;15 Coruña, A;2022M12;1,90
Total Nacional;12 Galicia;15 Coruña, A;2022M11;1,90
Total Nacional;12 Galicia;15 Coruña, A;2022M10;1,71
Total Nacional;12 Galicia;15 Coruña, A;2022M09;1,73
Total Nacional;12 Galicia;15 Coruña, A;2022M08;2,03
Total Nacional;12 Galicia;15 Coruña, A;2022M07;1,94
Total Nacional;12 Galicia;15 Coruña, A;2022M06;1,76
Total Nacional;12 Galicia;15 Coruña, A;2022M05;1,67
Total Nacional;12 Galicia;15 Coruña, A;2022M04;1,73
Total Nacional;12 Galicia;15 Coruña, A;2022M03;1,86
Total Nacional;12 Galicia;15 Coruña, A;2022M02;1,80
Total Nacional;12 Galicia;15 Coruña, A;2022M01;1,87
Total Nacional;12 Galicia;27 Lugo;2026M03;1,67
Total Nacional;12 Galicia;27 Lugo;2026M02;1,78
Total Nacional;12 Galicia;27 Lugo;2026M01;1,81
Total Nacional;12 Galicia;27 Lugo;2025M12;1,83
Total Nacional;12 Galicia;27 Lugo;2025M11;1,84
Total Nacional;12 Galicia;27 Lugo;2025M10;1,50
Total Nacional;12 Galicia;27 Lugo;2025M09;1,50
Total Nacional;12 Galicia;27 Lugo;2025M08;1,76
Total Nacional;12 Galicia;27 Lugo;2025M07;1,73
Total Nacional;12 Galicia;27 Lugo;2025M06;1,50
Total Nacional;12 Galicia;27 Lugo;2025M05;1,49
Total Nacional;12 Galicia;27 Lugo;2025M04;1,52
Total Nacional;12 Galicia;27 Lugo;2025M03;1,71
Total Nacional;12 Galicia;27 Lugo;2025M02;1,67
Total Nacional;12 Galicia;27 Lugo;2025M01;1,78
Total Nacional;12 Galicia;27 Lugo;2024M12;1,87
Total Nacional;12 Galicia;27 Lugo;2024M11;1,92
Total Nacional;12 Galicia;27 Lugo;2024M10;1,58
Total Nacional;12 Galicia;27 Lugo;2024M09;1,52
Total Nacional;12 Galicia;27 Lugo;2024M08;1,84
Total Nacional;12 Galicia;27 Lugo;2024M07;1,66
Total Nacional;12 Galicia;27 Lugo;2024M06;1,60
Total Nacional;12 Galicia;27 Lugo;2024M05;1,46
Total Nacional;12 Galicia;27 Lugo;2024M04;1,50
Total Nacional;12 Galicia;27 Lugo;2024M03;1,68
Total Nacional;12 Galicia;27 Lugo;2024M02;1,88
Total Nacional;12 Galicia;27 Lugo;2024M01;1,90
Total Nacional;12 Galicia;27 Lugo;2023M12;1,97
Total Nacional;12 Galicia;27 Lugo;2023M11;1,86
Total Nacional;12 Galicia;27 Lugo;2023M10;1,59
Total Nacional;12 Galicia;27 Lugo;2023M09;1,50
Total Nacional;12 Galicia;27 Lugo;2023M08;1,93
Total Nacional;12 Galicia;27 Lugo;2023M07;1,68
Total Nacional;12 Galicia;27 Lugo;2023M06;1,52
Total Nacional;12 Galicia;27 Lugo;2023M05;1,43
Total Nacional;12 Galicia;27 Lugo;2023M04;1,56
Total Nacional;12 Galicia;27 Lugo;2023M03;1,67
Total Nacional;12 Galicia;27 Lugo;2023M02;1,77
Total Nacional;12 Galicia;27 Lugo;2023M01;1,79
Total Nacional;12 Galicia;27 Lugo;2022M12;1,75
Total Nacional;12 Galicia;27 Lugo;2022M11;1,73
Total Nacional;12 Galicia;27 Lugo;2022M10;1,53
Total Nacional;12 Galicia;27 Lugo;2022M09;1,48
Total Nacional;12 Galicia;27 Lugo;2022M08;1,76
Total Nacional;12 Galicia;27 Lugo;2022M07;1,63
Total Nacional;12 Galicia;27 Lugo;2022M06;1,51
Total Nacional;12 Galicia;27 Lugo;2022M05;1,39
Total Nacional;12 Galicia;27 Lugo;2022M04;1,51
Total Nacional;12 Galicia;27 Lugo;2022M03;1,68
Total Nacional;12 Galicia;27 Lugo;2022M02;1,76
Total Nacional;12 Galicia;27 Lugo;2022M01;1,80
Total Nacional;12 Galicia;32 Ourense;2026M03;2,01
Total Nacional;12 Galicia;32 Ourense;2026M02;1,85
Total Nacional;12 Galicia;32 Ourense;2026M01;1,77
Total Nacional;12 Galicia;32 Ourense;2025M12;1,80
Total Nacional;12 Galicia;32 Ourense;2025M11;2,00
Total Nacional;12 Galicia;32 Ourense;2025M10;1,99
Total Nacional;12 Galicia;32 Ourense;2025M09;2,08
Total Nacional;12 Galicia;32 Ourense;2025M08;2,07
Total Nacional;12 Galicia;32 Ourense;2025M07;2,03
Total Nacional;12 Galicia;32 Ourense;2025M06;2,01
Total Nacional;12 Galicia;32 Ourense;2025M05;1,90
Total Nacional;12 Galicia;32 Ourense;2025M04;1,96
Total Nacional;12 Galicia;32 Ourense;2025M03;1,80
Total Nacional;12 Galicia;32 Ourense;2025M02;1,60
Total Nacional;12 Galicia;32 Ourense;2025M01;1,64
Total Nacional;12 Galicia;32 Ourense;2024M12;1,74
Total Nacional;12 Galicia;32 Ourense;2024M11;1,92
Total Nacional;12 Galicia;32 Ourense;2024M10;2,12
Total Nacional;12 Galicia;32 Ourense;2024M09;2,03
Total Nacional;12 Galicia;32 Ourense;2024M08;2,09
Total Nacional;12 Galicia;32 Ourense;2024M07;1,99
Total Nacional;12 Galicia;32 Ourense;2024M06;1,99
Total Nacional;12 Galicia;32 Ourense;2024M05;2,05
Total Nacional;12 Galicia;32 Ourense;2024M04;2,02
Total Nacional;12 Galicia;32 Ourense;2024M03;1,81
Total Nacional;12 Galicia;32 Ourense;2024M02;1,71
Total Nacional;12 Galicia;32 Ourense;2024M01;1,63
Total Nacional;12 Galicia;32 Ourense;2023M12;1,72
Total Nacional;12 Galicia;32 Ourense;2023M11;2,03
Total Nacional;12 Galicia;32 Ourense;2023M10;2,09
Total Nacional;12 Galicia;32 Ourense;2023M09;2,00
Total Nacional;12 Galicia;32 Ourense;2023M08;2,08
Total Nacional;12 Galicia;32 Ourense;2023M07;2,07
Total Nacional;12 Galicia;32 Ourense;2023M06;1,98
Total Nacional;12 Galicia;32 Ourense;2023M05;2,04
Total Nacional;12 Galicia;32 Ourense;2023M04;1,94
Total Nacional;12 Galicia;32 Ourense;2023M03;1,83
Total Nacional;12 Galicia;32 Ourense;2023M02;1,77
Total Nacional;12 Galicia;32 Ourense;2023M01;1,82
Total Nacional;12 Galicia;32 Ourense;2022M12;1,79
Total Nacional;12 Galicia;32 Ourense;2022M11;1,98
Total Nacional;12 Galicia;32 Ourense;2022M10;2,08
Total Nacional;12 Galicia;32 Ourense;2022M09;2,02
Total Nacional;12 Galicia;32 Ourense;2022M08;2,06
Total Nacional;12 Galicia;32 Ourense;2022M07;1,99
Total Nacional;12 Galicia;32 Ourense;2022M06;1,92
Total Nacional;12 Galicia;32 Ourense;2022M05;1,98
Total Nacional;12 Galicia;32 Ourense;2022M04;1,90
Total Nacional;12 Galicia;32 Ourense;2022M03;1,88
Total Nacional;12 Galicia;32 Ourense;2022M02;1,69
Total Nacional;12 Galicia;32 Ourense;2022M01;1,70
Total Nacional;12 Galicia;36 Pontevedra;2026M03;1,84
Total Nacional;12 Galicia;36 Pontevedra;2026M02;1,83
Total Nacional;12 Galicia;36 Pontevedra;2026M01;1,84
Total Nacional;12 Galicia;36 Pontevedra;2025M12;1,73
Total Nacional;12 Galicia;36 Pontevedra;2025M11;1,95
Total Nacional;12 Galicia;36 Pontevedra;2025M10;1,89
Total Nacional;12 Galicia;36 Pontevedra;2025M09;1,94
Total Nacional;12 Galicia;36 Pontevedra;2025M08;2,63
Total Nacional;12 Galicia;36 Pontevedra;2025M07;2,47
Total Nacional;12 Galicia;36 Pontevedra;2025M06;2,00
Total Nacional;12 Galicia;36 Pontevedra;2025M05;1,67
Total Nacional;12 Galicia;36 Pontevedra;2025M04;1,76
Total Nacional;12 Galicia;36 Pontevedra;2025M03;1,74
Total Nacional;12 Galicia;36 Pontevedra;2025M02;1,68
Total Nacional;12 Galicia;36 Pontevedra;2025M01;1,64
Total Nacional;12 Galicia;36 Pontevedra;2024M12;1,74
Total Nacional;12 Galicia;36 Pontevedra;2024M11;1,93
Total Nacional;12 Galicia;36 Pontevedra;2024M10;2,01
Total Nacional;12 Galicia;36 Pontevedra;2024M09;2,09
Total Nacional;12 Galicia;36 Pontevedra;2024M08;2,54
Total Nacional;12 Galicia;36 Pontevedra;2024M07;2,53
Total Nacional;12 Galicia;36 Pontevedra;2024M06;2,06
Total Nacional;12 Galicia;36 Pontevedra;2024M05;1,75
Total Nacional;12 Galicia;36 Pontevedra;2024M04;1,80
Total Nacional;12 Galicia;36 Pontevedra;2024M03;2,02
Total Nacional;12 Galicia;36 Pontevedra;2024M02;1,75
Total Nacional;12 Galicia;36 Pontevedra;2024M01;1,72
Total Nacional;12 Galicia;36 Pontevedra;2023M12;1,70
Total Nacional;12 Galicia;36 Pontevedra;2023M11;1,99
Total Nacional;12 Galicia;36 Pontevedra;2023M10;2,13
Total Nacional;12 Galicia;36 Pontevedra;2023M09;2,28
Total Nacional;12 Galicia;36 Pontevedra;2023M08;2,67
Total Nacional;12 Galicia;36 Pontevedra;2023M07;2,62
Total Nacional;12 Galicia;36 Pontevedra;2023M06;2,11
Total Nacional;12 Galicia;36 Pontevedra;2023M05;1,88
Total Nacional;12 Galicia;36 Pontevedra;2023M04;1,95
Total Nacional;12 Galicia;36 Pontevedra;2023M03;1,86
Total Nacional;12 Galicia;36 Pontevedra;2023M02;1,75
Total Nacional;12 Galicia;36 Pontevedra;2023M01;1,69
Total Nacional;12 Galicia;36 Pontevedra;2022M12;1,77
Total Nacional;12 Galicia;36 Pontevedra;2022M11;2,15
Total Nacional;12 Galicia;36 Pontevedra;2022M10;2,27
Total Nacional;12 Galicia;36 Pontevedra;2022M09;2,27
Total Nacional;12 Galicia;36 Pontevedra;2022M08;2,72
Total Nacional;12 Galicia;36 Pontevedra;2022M07;2,57
Total Nacional;12 Galicia;36 Pontevedra;2022M06;2,20
Total Nacional;12 Galicia;36 Pontevedra;2022M05;1,97
Total Nacional;12 Galicia;36 Pontevedra;2022M04;2,03
Total Nacional;12 Galicia;36 Pontevedra;2022M03;2,11
Total Nacional;12 Galicia;36 Pontevedra;2022M02;1,86
Total Nacional;12 Galicia;36 Pontevedra;2022M01;1,97
Total Nacional;13 Madrid, Comunidad de;;2026M03;2,09
Total Nacional;13 Madrid, Comunidad de;;2026M02;2,04
Total Nacional;13 Madrid, Comunidad de;;2026M01;2,17
Total Nacional;13 Madrid, Comunidad de;;2025M12;2,03
Total Nacional;13 Madrid, Comunidad de;;2025M11;2,06
Total Nacional;13 Madrid, Comunidad de;;2025M10;2,09
Total Nacional;13 Madrid, Comunidad de;;2025M09;2,07
Total Nacional;13 Madrid, Comunidad de;;2025M08;2,06
