Comunidades y Ciudades Autónomas,Provincias,Periodo,Estancia media,Provincia limpia,Periodo fecha
Extremadura,Cáceres,2022M12,1.82,Cáceres,2022-12-01
Extremadura,Cáceres,2022M11,1.86,Cáceres,2022-11-01
Extremadura,Cáceres,2022M10,1.94,Cáceres,2022-10-01
Extremadura,Cáceres,2022M09,1.8,Cáceres,2022-09-01
Extremadura,Cáceres,2022M08,1.79,Cáceres,2022-08-01
Extremadura,Cáceres,2022M07,1.68,Cáceres,2022-07-01
Extremadura,Cáceres,2022M06,1.69,Cáceres,2022-06-01
Extremadura,Cáceres,2022M05,1.92,Cáceres,2022-05-01
Extremadura,Cáceres,2022M04,1.88,Cáceres,2022-04-01
Extremadura,Cáceres,2022M03,1.85,Cáceres,2022-03-01
Extremadura,Cáceres,2022M02,1.78,Cáceres,2022-02-01
Extremadura,Cáceres,2022M01,1.77,Cáceres,2022-01-01
Galicia,,2026M03,1.83,Total comunidad autónoma,2026-03-01
Galicia,,2026M02,1.89,Total comunidad autónoma,2026-02-01
Galicia,,2026M01,1.85,Total comunidad autónoma,2026-01-01
Galicia,,2025M12,1.77,Total comunidad autónoma,2025-12-01
Galicia,,2025M11,1.88,Total comunidad autónoma,2025-11-01
Galicia,,2025M10,1.74,Total comunidad autónoma,2025-10-01
Galicia,,2025M09,1.75,Total comunidad autónoma,2025-09-01
Galicia,,2025M08,2.16,Total comunidad autónoma,2025-08-01
Galicia,,2025M07,2.09,Total comunidad autónoma,2025-07-01
Galicia,,2025M06,1.76,Total comunidad autónoma,2025-06-01
Galicia,,2025M05,1.62,Total comunidad autónoma,2025-05-01
Galicia,,2025M04,1.7,Total comunidad autónoma,2025-04-01
Galicia,,2025M03,1.76,Total comunidad autónoma,2025-03-01
Galicia,,2025M02,1.73,Total comunidad autónoma,2025-02-01
Galicia,,2025M01,1.74,Total comunidad autónoma,2025-01-01
Galicia,,2024M12,1.77,Total comunidad autónoma,2024-12-01
Galicia,,2024M11,1.87,Total comunidad autónoma,2024-11-01
Galicia,,2024M10,1.8,Total comunidad autónoma,2024-10-01
Galicia,,2024M09,1.82,Total comunidad autónoma,2024-09-01
Galicia,,2024M08,2.17,Total comunidad autónoma,2024-08-01
Galicia,,2024M07,2.08,Total comunidad autónoma,2024-07-01
Galicia,,2024M06,1.8,Total comunidad autónoma,2024-06-01
Galicia,,2024M05,1.65,Total comunidad autónoma,2024-05-01
Galicia,,2024M04,1.67,Total comunidad autónoma,2024-04-01
Galicia,,2024M03,1.83,Total comunidad autónoma,2024-03-01
Galicia,,2024M02,1.79,Total comunidad autónoma,2024-02-01
Galicia,,2024M01,1.79,Total comunidad autónoma,2024-01-01
Galicia,,2023M12,1.76,Total comunidad autónoma,2023-12-01
Galicia,,2023M11,1.87,Total comunidad autónoma,2023-11-01
Galicia,,2023M10,1.82,Total comunidad autónoma,2023-10-01
Galicia,,2023M09,1.85,Total comunidad autónoma,2023-09-01
Galicia,,2023M08,2.25,Total comunidad autónoma,2023-08-01
Galicia,,2023M07,2.16,Total comunidad autónoma,2023-07-01
Galicia,,2023M06,1.82,Total comunidad autónoma,2023-06-01
Galicia,,2023M05,1.68,Total comunidad autónoma,2023-05-01
Galicia,,2023M04,1.77,Total comunidad autónoma,2023-04-01
Galicia,,2023M03,1.84,Total comunidad autónoma,2023-03-01
Galicia,,2023M02,1.79,Total comunidad autónoma,2023-02-01
Galicia,,2023M01,1.82,Total comunidad autónoma,2023-01-01
Galicia,,2022M12,1.82,Total comunidad autónoma,2022-12-01
Galicia,,2022M11,1.96,Total comunidad autónoma,2022-11-01
Galicia,,2022M10,1.87,Total comunidad autónoma,2022-10-01
Galicia,,2022M09,1.88,Total comunidad autónoma,2022-09-01
Galicia,,2022M08,2.23,Total comunidad autónoma,2022-08-01
Galicia,,2022M07,2.12,Total comunidad autónoma,2022-07-01
Galicia,,2022M06,1.87,Total comunidad autónoma,2022-06-01
Galicia,,2022M05,1.73,Total comunidad autónoma,2022-05-01
Galicia,,2022M04,1.8,Total comunidad autónoma,2022-04-01
Galicia,,2022M03,1.9,Total comunidad autónoma,2022-03-01
Galicia,,2022M02,1.8,Total comunidad autónoma,2022-02-01
Galicia,,2022M01,1.87,Total comunidad autónoma,2022-01-01
Galicia,"Coruña, A",2026M03,1.84,"Coruña, A",2026-03-01
Galicia,"Coruña, A",2026M02,1.96,"Coruña, A",2026-02-01
Galicia,"Coruña, A",2026M01,1.88,"Coruña, A",2026-01-01
Galicia,"Coruña, A",2025M12,1.79,"Coruña, A",2025-12-01
Galicia,"Coruña, A",2025M11,1.82,"Coruña, A",2025-11-01
Galicia,"Coruña, A",2025M10,1.68,"Coruña, A",2025-10-01
Galicia,"Coruña, A",2025M09,1.67,"Coruña, A",2025-09-01
Galicia,"Coruña, A",2025M08,1.92,"Coruña, A",2025-08-01
Galicia,"Coruña, A",2025M07,1.88,"Coruña, A",2025-07-01
Galicia,"Coruña, A",2025M06,1.66,"Coruña, A",2025-06-01
Galicia,"Coruña, A",2025M05,1.61,"Coruña, A",2025-05-01
Galicia,"Coruña, A",2025M04,1.7,"Coruña, A",2025-04-01
Galicia,"Coruña, A",2025M03,1.79,"Coruña, A",2025-03-01
Galicia,"Coruña, A",2025M02,1.81,"Coruña, A",2025-02-01
Galicia,"Coruña, A",2025M01,1.82,"Coruña, A",2025-01-01
Galicia,"Coruña, A",2024M12,1.77,"Coruña, A",2024-12-01
Galicia,"Coruña, A",2024M11,1.79,"Coruña, A",2024-11-01
Galicia,"Coruña, A",2024M10,1.68,"Coruña, A",2024-10-01
Galicia,"Coruña, A",2024M09,1.68,"Coruña, A",2024-09-01
Galicia,"Coruña, A",2024M08,1.95,"Coruña, A",2024-08-01
Galicia,"Coruña, A",2024M07,1.86,"Coruña, A",2024-07-01
Galicia,"Coruña, A",2024M06,1.66,"Coruña, A",2024-06-01
Galicia,"Coruña, A",2024M05,1.61,"Coruña, A",2024-05-01
Galicia,"Coruña, A",2024M04,1.61,"Coruña, A",2024-04-01
Galicia,"Coruña, A",2024M03,1.76,"Coruña, A",2024-03-01
Galicia,"Coruña, A",2024M02,1.8,"Coruña, A",2024-02-01
Galicia,"Coruña, A",2024M01,1.85,"Coruña, A",2024-01-01
Galicia,"Coruña, A",2023M12,1.78,"Coruña, A",2023-12-01
Galicia,"Coruña, A",2023M11,1.77,"Coruña, A",2023-11-01
Galicia,"Coruña, A",2023M10,1.67,"Coruña, A",2023-10-01
Galicia,"Coruña, A",2023M09,1.64,"Coruña, A",2023-09-01
Galicia,"Coruña, A",2023M08,2.01,"Coruña, A",2023-08-01
Galicia,"Coruña, A",2023M07,1.94,"Coruña, A",2023-07-01
Galicia,"Coruña, A",2023M06,1.72,"Coruña, A",2023-06-01
Galicia,"Coruña, A",2023M05,1.6,"Coruña, A",2023-05-01
Galicia,"Coruña, A",2023M04,1.71,"Coruña, A",2023-04-01
Galicia,"Coruña, A",2023M03,1.87,"Coruña, A",2023-03-01
Galicia,"Coruña, A",2023M02,1.81,"Coruña, A",2023-02-01
Galicia,"Coruña, A",2023M01,1.92,"Coruña, A",2023-01-01
Galicia,"Coruña, A",2022M12,1.9,"Coruña, A",2022-12-01
Galicia,"Coruña, A",2022M11,1.9,"Coruña, A",2022-11-01
Galicia,"Coruña, A",2022M10,1.71,"Coruña, A",2022-10-01
Galicia,"Coruña, A",2022M09,1.73,"Coruña, A",2022-09-01
Galicia,"Coruña, A",2022M08,2.03,"Coruña, A",2022-08-01
Galicia,"Coruña, A",2022M07,1.94,"Coruña, A",2022-07-01
Galicia,"Coruña, A",2022M06,1.76,"Coruña, A",2022-06-01
Galicia,"Coruña, A",2022M05,1.67,"Coruña, A",2022-05-01
Galicia,"Coruña, A",2022M04,1.73,"Coruña, A",2022-04-01
Galicia,"Coruña, A",2022M03,1.86,"Coruña, A",2022-03-01
Galicia,"Coruña, A",2022M02,1.8,"Coruña, A",2022-02-01
Galicia,"Coruña, A",2022M01,1.87,"Coruña, A",2022-01-01
Galicia,Lugo,2026M03,1.67,Lugo,2026-03-01
Galicia,Lugo,2026M02,1.78,Lugo,2026-02-01
Galicia,Lugo,2026M01,1.81,Lugo,2026-01-01
Galicia,Lugo,2025M12,1.83,Lugo,2025-12-01
Galicia,Lugo,2025M11,1.84,Lugo,2025-11-01
Galicia,Lugo,2025M10,1.5,Lugo,2025-10-01
Galicia,Lugo,2025M09,1.5,Lugo,2025-09-01
Galicia,Lugo,2025M08,1.76,Lugo,2025-08-01
Galicia,Lugo,2025M07,1.73,Lugo,2025-07-01
Galicia,Lugo,2025M06,1.5,Lugo,2025-06-01
Galicia,Lugo,2025M05,1.49,Lugo,2025-05-01
Galicia,Lugo,2025M04,1.52,Lugo,2025-04-01
Galicia,Lugo,2025M03,1.71,Lugo,2025-03-01
Galicia,Lugo,2025M02,1.67,Lugo,2025-02-01
Galicia,Lugo,2025M01,1.78,Lugo,2025-01-01
Galicia,Lugo,2024M12,1.87,Lugo,2024-12-01
Galicia,Lugo,2024M11,1.92,Lugo,2024-11-01
Galicia,Lugo,2024M10,1.58,Lugo,2024-10-01
Galicia,Lugo,2024M09,1.52,Lugo,2024-09-01
Galicia,Lugo,2024M08,1.84,Lugo,2024-08-01
Galicia,Lugo,2024M07,1.66,Lugo,2024-07-01
Galicia,Lugo,2024M06,1.6,Lugo,2024-06-01
Galicia,Lugo,2024M05,1.46,Lugo,2024-05-01
Galicia,Lugo,2024M04,1.5,Lugo,2024-04-01
Galicia,Lugo,2024M03,1.68,Lugo,2024-03-01
Galicia,Lugo,2024M02,1.88,Lugo,2024-02-01
Galicia,Lugo,2024M01,1.9,Lugo,2024-01-01
Galicia,Lugo,2023M12,1.97,Lugo,2023-12-01
Galicia,Lugo,2023M11,1.86,Lugo,2023-11-01
Galicia,Lugo,2023M10,1.59,Lugo,2023-10-01
Galicia,Lugo,2023M09,1.5,Lugo,2023-09-01
Galicia,Lugo,2023M08,1.93,Lugo,2023-08-01
Galicia,Lugo,2023M07,1.68,Lugo,2023-07-01
Galicia,Lugo,2023M06,1.52,Lugo,2023-06-01
Galicia,Lugo,2023M05,1.43,Lugo,2023-05-01
Galicia,Lugo,2023M04,1.56,Lugo,2023-04-01
Galicia,Lugo,2023M03,1.67,Lugo,2023-03-01
Galicia,Lugo,2023M02,1.77,Lugo,2023-02-01
Galicia,Lugo,2023M01,1.79,Lugo,2023-01-01
Galicia,Lugo,2022M12,1.75,Lugo,2022-12-01
Galicia,Lugo,2022M11,1.73,Lugo,2022-11-01
Galicia,Lugo,2022M10,1.53,Lugo,2022-10-01
Galicia,Lugo,2022M09,1.48,Lugo,2022-09-01
Galicia,Lugo,2022M08,1.76,Lugo,2022-08-01
Galicia,Lugo,2022M07,1.63,Lugo,2022-07-01
Galicia,Lugo,2022M06,1.51,Lugo,2022-06-01
Galicia,Lugo,2022M05,1.39,Lugo,2022-05-01
Galicia,Lugo,2022M04,1.51,Lugo,2022-04-01
Galicia,Lugo,2022M03,1.68,Lugo,2022-03-01
Galicia,Lugo,2022M02,1.76,Lugo,2022-02-01
Galicia,Lugo,2022M01,1.8,Lugo,2022-01-01
Galicia,Ourense,2026M03,2.01,Ourense,2026-03-01
Galicia,Ourense,2026M02,1.85,Ourense,2026-02-01
Galicia,Ourense,2026M01,1.77,Ourense,2026-01-01
Galicia,Ourense,2025M12,1.8,Ourense,2025-12-01
Galicia,Ourense,2025M11,2.0,Ourense,2025-11-01
Galicia,Ourense,2025M10,1.99,Ourense,2025-10-01
Galicia,Ourense,2025M09,2.08,Ourense,2025-09-01
Galicia,Ourense,2025M08,2.07,Ourense,2025-08-01
Galicia,Ourense,2025M07,2.03,Ourense,2025-07-01
Galicia,Ourense,2025M06,2.01,Ourense,2025-06-01
Galicia,Ourense,2025M05,1.9,Ourense,2025-05-01
Galicia,Ourense,2025M04,1.96,Ourense,2025-04-01
Galicia,Ourense,2025M03,1.8,Ourense,2025-03-01
Galicia,Ourense,2025M02,1.6,Ourense,2025-02-01
Galicia,Ourense,2025M01,1.64,Ourense,2025-01-01
Galicia,Ourense,2024M12,1.74,Ourense,2024-12-01
Galicia,Ourense,2024M11,1.92,Ourense,2024-11-01
Galicia,Ourense,2024M10,2.12,Ourense,2024-10-01
Galicia,Ourense,2024M09,2.03,Ourense,2024-09-01
Galicia,Ourense,2024M08,2.09,Ourense,2024-08-01
Galicia,Ourense,2024M07,1.99,Ourense,2024-07-01
Galicia,Ourense,2024M06,1.99,Ourense,2024-06-01
Galicia,Ourense,2024M05,2.05,Ourense,2024-05-01
Galicia,Ourense,2024M04,2.02,Ourense,2024-04-01
Galicia,Ourense,2024M03,1.81,Ourense,2024-03-01
Galicia,Ourense,2024M02,1.71,Ourense,2024-02-01
Galicia,Ourense,2024M01,1.63,Ourense,2024-01-01
Galicia,Ourense,2023M12,1.72,Ourense,2023-12-01
Galicia,Ourense,2023M11,2.03,Ourense,2023-11-01
Galicia,Ourense,2023M10,2.09,Ourense,2023-10-01
Galicia,Ourense,2023M09,2.0,Ourense,2023-09-01
Galicia,Ourense,2023M08,2.08,Ourense,2023-08-01
Galicia,Ourense,2023M07,2.07,Ourense,2023-07-01
Galicia,Ourense,2023M06,1.98,Ourense,2023-06-01
Galicia,Ourense,2023M05,2.04,Ourense,2023-05-01
Galicia,Ourense,2023M04,1.94,Ourense,2023-04-01
Galicia,Ourense,2023M03,1.83,Ourense,2023-03-01
Galicia,Ourense,2023M02,1.77,Ourense,2023-02-01
Galicia,Ourense,2023M01,1.82,Ourense,2023-01-01
Galicia,Ourense,2022M12,1.79,Ourense,2022-12-01
Galicia,Ourense,2022M11,1.98,Ourense,2022-11-01
Galicia,Ourense,2022M10,2.08,Ourense,2022-10-01
Galicia,Ourense,2022M09,2.02,Ourense,2022-09-01
Galicia,Ourense,2022M08,2.06,Ourense,2022-08-01
Galicia,Ourense,2022M07,1.99,Ourense,2022-07-01
Galicia,Ourense,2022M06,1.92,Ourense,2022-06-01
Galicia,Ourense,2022M05,1.98,Ourense,2022-05-01
Galicia,Ourense,2022M04,1.9,Ourense,2022-04-01
Galicia,Ourense,2022M03,1.88,Ourense,2022-03-01
Galicia,Ourense,2022M02,1.69,Ourense,2022-02-01
Galicia,Ourense,2022M01,1.7,Ourense,2022-01-01
Galicia,Pontevedra,2026M03,1.84,Pontevedra,2026-03-01
Galicia,Pontevedra,2026M02,1.83,Pontevedra,2026-02-01
Galicia,Pontevedra,2026M01,1.84,Pontevedra,2026-01-01
Galicia,Pontevedra,2025M12,1.73,Pontevedra,2025-12-01
Galicia,Pontevedra,2025M11,1.95,Pontevedra,2025-11-01
Galicia,Pontevedra,2025M10,1.89,Pontevedra,2025-10-01
Galicia,Pontevedra,2025M09,1.94,Pontevedra,2025-09-01
Galicia,Pontevedra,2025M08,2.63,Pontevedra,2025-08-01
Galicia,Pontevedra,2025M07,2.47,Pontevedra,2025-07-01
Galicia,Pontevedra,2025M06,2.0,Pontevedra,2025-06-01
Galicia,Pontevedra,2025M05,1.67,Pontevedra,2025-05-01
Galicia,Pontevedra,2025M04,1.76,Pontevedra,2025-04-01
Galicia,Pontevedra,2025M03,1.74,Pontevedra,2025-03-01
Galicia,Pontevedra,2025M02,1.68,Pontevedra,2025-02-01
Galicia,Pontevedra,2025M01,1.64,Pontevedra,2025-01-01
Galicia,Pontevedra,2024M12,1.74,Pontevedra,2024-12-01
Galicia,Pontevedra,2024M11,1.93,Pontevedra,2024-11-01
Galicia,Pontevedra,2024M10,2.01,Pontevedra,2024-10-01
Galicia,Pontevedra,2024M09,2.09,Pontevedra,2024-09-01
Galicia,Pontevedra,2024M08,2.54,Pontevedra,2024-08-01
Galicia,Pontevedra,2024M07,2.53,Pontevedra,2024-07-01
Galicia,Pontevedra,2024M06,2.06,Pontevedra,2024-06-01
Galicia,Pontevedra,2024M05,1.75,Pontevedra,2024-05-01
Galicia,Pontevedra,2024M04,1.8,Pontevedra,2024-04-01
Galicia,Pontevedra,2024M03,2.02,Pontevedra,2024-03-01
Galicia,Pontevedra,2024M02,1.75,Pontevedra,2024-02-01
Galicia,Pontevedra,2024M01,1.72,Pontevedra,2024-01-01
Galicia,Pontevedra,2023M12,1.7,Pontevedra,2023-12-01
Galicia,Pontevedra,2023M11,1.99,Pontevedra,2023-11-01
Galicia,Pontevedra,2023M10,2.13,Pontevedra,2023-10-01
Galicia,Pontevedra,2023M09,2.28,Pontevedra,2023-09-01
Galicia,Pontevedra,2023M08,2.67,Pontevedra,2023-08-01
Galicia,Pontevedra,2023M07,2.62,Pontevedra,2023-07-01
Galicia,Pontevedra,2023M06,2.11,Pontevedra,2023-06-01
Galicia,Pontevedra,2023M05,1.88,Pontevedra,2023-05-01
Galicia,Pontevedra,2023M04,1.95,Pontevedra,2023-04-01
Galicia,Pontevedra,2023M03,1.86,Pontevedra,2023-03-01
Galicia,Pontevedra,2023M02,1.75,Pontevedra,2023-02-01
Galicia,Pontevedra,2023M01,1.69,Pontevedra,2023-01-01
Galicia,Pontevedra,2022M12,1.77,Pontevedra,2022-12-01
Galicia,Pontevedra,2022M11,2.15,Pontevedra,2022-11-01
Galicia,Pontevedra,2022M10,2.27,Pontevedra,2022-10-01
Galicia,Pontevedra,2022M09,2.27,Pontevedra,2022-09-01
Galicia,Pontevedra,2022M08,2.72,Pontevedra,2022-08-01
Galicia,Pontevedra,2022M07,2.57,Pontevedra,2022-07-01
Galicia,Pontevedra,2022M06,2.2,Pontevedra,2022-06-01
Galicia,Pontevedra,2022M05,1.97,Pontevedra,2022-05-01
Galicia,Pontevedra,2022M04,2.03,Pontevedra,2022-04-01
Galicia,Pontevedra,2022M03,2.11,Pontevedra,2022-03-01
Galicia,Pontevedra,2022M02,1.86,Pontevedra,2022-02-01
Galicia,Pontevedra,2022M01,1.97,Pontevedra,2022-01-01
"Madrid, Comunidad de",,2026M03,2.09,Total comunidad autónoma,2026-03-01
"Madrid, Comunidad de",,2026M02,2.04,Total comunidad autónoma,2026-02-01
"Madrid, Comunidad de",,2026M01,2.17,Total comunidad autónoma,2026-01-01
"Madrid, Comunidad de",,2025M12,2.03,Total comunidad autónoma,2025-12-01
"Madrid, Comunidad de",,2025M11,2.06,Total comunidad autónoma,2025-11-01
"Madrid, Comunidad de",,2025M10,2.09,Total comunidad autónoma,2025-10-01
"Madrid, Comunidad de",,2025M09,2.07,Total comunidad autónoma,2025-09-01
"Madrid, Comunidad de",,2025M08,2.06,Total comunidad autónoma,2025-08-01
"Madrid, Comunidad de",,2025M07,1.98,Total comunidad autónoma,2025-07-01
"Madrid, Comunidad de",,2025M06,2.01,Total comunidad autónoma,2025-06-01
"Madrid, Comunidad de",,2025M05,2.11,Total comunidad autónoma,2025-05-01
"Madrid, Comunidad de",,2025M04,2.17,Total comunidad autónoma,2025-04-01
"Madrid, Comunidad de",,2025M03,2.08,Total comunidad autónoma,2025-03-01
"Madrid, Comunidad de",,2025M02,2.03,Total comunidad autónoma,2025-02-01
"Madrid, Comunidad de",,2025M01,2.07,Total comunidad autónoma,2025-01-01
"Madrid, Comunidad de",,2024M12,2.05,Total comunidad autónoma,2024-12-01
"Madrid, Comunidad de",,2024M11,2.02,Total comunidad autónoma,2024-11-01
"Madrid, Comunidad de",,2024M10,2.05,Total comunidad autónoma,2024-10-01
"Madrid, Comunidad de",,2024M09,1.99,Total comunidad autónoma,2024-09-01
"Madrid, Comunidad de",,2024M08,1.99,Total comunidad autónoma,2024-08-01
"Madrid, Comunidad de",,2024M07,1.97,Total comunidad autónoma,2024-07-01
"Madrid, Comunidad de",,2024M06,1.97,Total comunidad autónoma,2024-06-01
"Madrid, Comunidad de",,2024M05,2.02,Total comunidad autónoma,2024-05-01
"Madrid, Comunidad de",,2024M04,2.04,Total comunidad autónoma,2024-04-01
"Madrid, Comunidad de",,2024M03,2.07,Total comunidad autónoma,2024-03-01
"Madrid, Comunidad de",,2024M02,1.97,Total comunidad autónoma,2024-02-01
"Madrid, Comunidad de",,2024M01,2.03,Total comunidad autónoma,2024-01-01
"Madrid, Comunidad de",,2023M12,2.02,Total comunidad autónoma,2023-12-01
"Madrid, Comunidad de",,2023M11,2.0,Total comunidad autónoma,2023-11-01
"Madrid, Comunidad de",,2023M10,2.07,Total comunidad autónoma,2023-10-01
"Madrid, Comunidad de",,2023M09,2.0,Total comunidad autónoma,2023-09-01
"Madrid, Comunidad de",,2023M08,1.98,Total comunidad autónoma,2023-08-01
"Madrid, Comunidad de",,2023M07,1.97,Total comunidad autónoma,2023-07-01
"Madrid, Comunidad de",,2023M06,1.93,Total comunidad autónoma,2023-06-01
"Madrid, Comunidad de",,2023M05,1.99,Total comunidad autónoma,2023-05-01
"Madrid, Comunidad de",,2023M04,2.09,Total comunidad autónoma,2023-04-01
"Madrid, Comunidad de",,2023M03,1.94,Total comunidad autónoma,2023-03-01
"Madrid, Comunidad de",,2023M02,1.94,Total comunidad autónoma,2023-02-01
"Madrid, Comunidad de",,2023M01,1.96,Total comunidad autónoma,2023-01-01
"Madrid, Comunidad de",,2022M12,1.97,Total comunidad autónoma,2022-12-01
"Madrid, Comunidad de",,2022M11,1.92,Total comunidad autónoma,2022-11-01
"Madrid, Comunidad de",,2022M10,2.03,Total comunidad autónoma,2022-10-01
"Madrid, Comunidad de",,2022M09,1.97,Total comunidad autónoma,2022-09-01
"Madrid, Comunidad de",,2022M08,1.99,Total comunidad autónoma,2022-08-01
"Madrid, Comunidad de",,2022M07,2.0,Total comunidad autónoma,2022-07-01
"Madrid, Comunidad de",,2022M06,2.0,Total comunidad autónoma,2022-06-01
"Madrid, Comunidad de",,2022M05,2.03,Total comunidad autónoma,2022-05-01
"Madrid, Comunidad de",,2022M04,2.11,Total comunidad autónoma,2022-04-01
"Madrid, Comunidad de",,2022M03,2.03,Total comunidad autónoma,2022-03-01
"Madrid, Comunidad de",,2022M02,1.99,Total comunidad autónoma,2022-02-01
"Madrid, Comunidad de",,2022M01,2.1,Total comunidad autónoma,2022-01-01
"Murcia, Región de",,2026M03,2.17,Total comunidad autónoma,2026-03-01
"Murcia, Región de",,2026M02,1.88,Total comunidad autónoma,2026-02-01
"Murcia, Región de",,2026M01,1.79,Total comunidad autónoma,2026-01-01
"Murcia, Región de",,2025M12,1.78,Total comunidad autónoma,2025-12-01
"Murcia, Región de",,2025M11,2.13,Total comunidad autónoma,2025-11-01
"Murcia, Región de",,2025M10,2.21,Total comunidad autónoma,2025-10-01
"Murcia, Región de",,2025M09,2.49,Total comunidad autónoma,2025-09-01
"Murcia, Región de",,2025M08,2.56,Total comunidad autónoma,2025-08-01
"Murcia, Región de",,2025M07,2.43,Total comunidad autónoma,2025-07-01
"Murcia, Región de",,2025M06,2.37,Total comunidad autónoma,2025-06-01
"Murcia, Región de",,2025M05,2.46,Total comunidad autónoma,2025-05-01
"Murcia, Región de",,2025M04,2.46,Total comunidad autónoma,2025-04-01
"Murcia, Región de",,2025M03,2.41,Total comunidad autónoma,2025-03-01
"Murcia, Región de",,2025M02,1.99,Total comunidad autónoma,2025-02-01
"Murcia, Región de",,2025M01,1.88,Total comunidad autónoma,2025-01-01
"Murcia, Región de",,2024M12,1.82,Total comunidad autónoma,2024-12-01
"Murcia, Región de",,2024M11,2.03,Total comunidad autónoma,2024-11-01
"Murcia, Región de",,2024M10,2.21,Total comunidad autónoma,2024-10-01
"Murcia, Región de",,2024M09,2.55,Total comunidad autónoma,2024-09-01
"Murcia, Región de",,2024M08,2.63,Total comunidad autónoma,2024-08-01
"Murcia, Región de",,2024M07,2.39,Total comunidad autónoma,2024-07-01
"Murcia, Región de",,2024M06,2.37,Total comunidad autónoma,2024-06-01
"Murcia, Región de",,2024M05,2.43,Total comunidad autónoma,2024-05-01
"Murcia, Región de",,2024M04,2.32,Total comunidad autónoma,2024-04-01
"Murcia, Región de",,2024M03,2.34,Total comunidad autónoma,2024-03-01
"Murcia, Región de",,2024M02,2.13,Total comunidad autónoma,2024-02-01
"Murcia, Región de",,2024M01,1.86,Total comunidad autónoma,2024-01-01
"Murcia, Región de",,2023M12,1.83,Total comunidad autónoma,2023-12-01
"Murcia, Región de",,2023M11,2.01,Total comunidad autónoma,2023-11-01
"Murcia, Región de",,2023M10,2.19,Total comunidad autónoma,2023-10-01
"Murcia, Región de",,2023M09,2.33,Total comunidad autónoma,2023-09-01
"Murcia, Región de",,2023M08,2.62,Total comunidad autónoma,2023-08-01
"Murcia, Región de",,2023M07,2.39,Total comunidad autónoma,2023-07-01
"Murcia, Región de",,2023M06,2.36,Total comunidad autónoma,2023-06-01
"Murcia, Región de",,2023M05,2.48,Total comunidad autónoma,2023-05-01
"Murcia, Región de",,2023M04,2.38,Total comunidad autónoma,2023-04-01
"Murcia, Región de",,2023M03,2.34,Total comunidad autónoma,2023-03-01
"Murcia, Región de",,2023M02,1.99,Total comunidad autónoma,2023-02-01
"Murcia, Región de",,2023M01,1.8,Total comunidad autónoma,2023-01-01
"Murcia, Región de",,2022M12,1.85,Total comunidad autónoma,2022-12-01
"Murcia, Región de",,2022M11,2.02,Total comunidad autónoma,2022-11-01
"Murcia, Región de",,2022M10,2.18,Total comunidad autónoma,2022-10-01
"Murcia, Región de",,2022M09,2.33,Total comunidad autónoma,2022-09-01
"Murcia, Región de",,2022M08,2.53,Total comunidad autónoma,2022-08-01
"Murcia, Región de",,2022M07,2.38,Total comunidad autónoma,2022-07-01
"Murcia, Región de",,2022M06,2.36,Total comunidad autónoma,2022-06-01
"Murcia, Región de",,2022M05,2.39,Total comunidad autónoma,2022-05-01
"Murcia, Región de",,2022M04,2.37,Total comunidad autónoma,2022-04-01
"Murcia, Región de",,2022M03,2.23,Total comunidad autónoma,2022-03-01
"Murcia, Región de",,2022M02,1.94,Total comunidad autónoma,2022-02-01
"Murcia, Región de",,2022M01,1.79,Total comunidad autónoma,2022-01-01
"Navarra, Comunidad Foral de",,2026M03,1.87,Total comunidad autónoma,2026-03-01
"Navarra, Comunidad Foral de",,2026M02,1.93,Total comunidad autónoma,2026-02-01
"Navarra, Comunidad Foral de",,2026M01,1.88,Total comunidad autónoma,2026-01-01
"Navarra, Comunidad Foral de",,2025M12,1.85,Total comunidad autónoma,2025-12-01
"Navarra, Comunidad Foral de",,2025M11,2.22,Total comunidad autónoma,2025-11-01
"Navarra, Comunidad Foral de",,2025M10,1.98,Total comunidad autónoma,2025-10-01
"Navarra, Comunidad Foral de",,2025M09,1.82,Total comunidad autónoma,2025-09-01
"Navarra, Comunidad Foral de",,2025M08,1.97,Total comunidad autónoma,2025-08-01
"Navarra, Comunidad Foral de",,2025M07,2.04,Total comunidad autónoma,2025-07-01
"Navarra, Comunidad Foral de",,2025M06,1.9,Total comunidad autónoma,2025-06-01
"Navarra, Comunidad Foral de",,2025M05,1.88,Total comunidad autónoma,2025-05-01
"Navarra, Comunidad Foral de",,2025M04,1.91,Total comunidad autónoma,2025-04-01
"Navarra, Comunidad Foral de",,2025M03,1.99,Total comunidad autónoma,2025-03-01
"Navarra, Comunidad Foral de",,2025M02,1.81,Total comunidad autónoma,2025-02-01
"Navarra, Comunidad Foral de",,2025M01,1.78,Total comunidad autónoma,2025-01-01
"Navarra, Comunidad Foral de",,2024M12,1.79,Total comunidad autónoma,2024-12-01
"Navarra, Comunidad Foral de",,2024M11,2.05,Total comunidad autónoma,2024-11-01
"Navarra, Comunidad Foral de",,2024M10,1.9,Total comunidad autónoma,2024-10-01
"Navarra, Comunidad Foral de",,2024M09,1.79,Total comunidad autónoma,2024-09-01
"Navarra, Comunidad Foral de",,2024M08,2.08,Total comunidad autónoma,2024-08-01
"Navarra, Comunidad Foral de",,2024M07,1.96,Total comunidad autónoma,2024-07-01
"Navarra, Comunidad Foral de",,2024M06,1.82,Total comunidad autónoma,2024-06-01
