periodo,pais_origen,viajeros,pernoctaciones
2017M06,Reino Unido,"1,272,762","7,192,967"
2017M06,Rusia,"133,371","780,333"
2017M06,Suiza,"108,371","466,448"
2017M06,Otros Países Europeos,"109,022","423,967"
2017M06,África,"45,8","131,6"
2017M06,UE28 sin España,"4,192,434","21,059,182"
2017M06,UE27_2020 sin España,,
2017M06,Resto del Mundo,"419,929","860,915"
2017M06,América (sin EEUU),"355,237","835,799"
2017M06,Estados Unidos de América,"362,498","825,257"
2017M06,Japón,"63,117","109,361"
2017M06,Asia (sin Japón),,
2017M05,Alemania,"913,652","5,262,110"
2017M05,Austria,"57,624","226,136"
2017M05,Bélgica,"135,577","602,995"
2017M05,Dinamarca,"58,105","246,603"
2017M05,Finlandia,"30,603","111,179"
2017M05,Francia,"645,1","1,907,221"
2017M05,Grecia,"11,454","28,93"
2017M05,Irlanda,"94,974","406,111"
2017M05,Italia,"257,864","695,557"
2017M05,Luxemburgo,"8,37","44,824"
2017M05,Países Bajos,"233,134","1,064,094"
2017M05,Polonia,"80,681","403,943"
2017M05,Portugal,"102,115","222,506"
2017M05,República Checa,"22,755","81,851"
2017M05,Suecia,"111,1","520,303"
2017M05,Resto de la U.E.,"105,154","333,693"
2017M05,Noruega,"46,597","213,813"
2017M05,Reino Unido,"1,200,028","6,320,342"
2017M05,Rusia,"81,5","326,138"
2017M05,Suiza,"103,509","412,064"
2017M05,Otros Países Europeos,"94,463","281,774"
2017M05,África,"57,925","130,038"
2017M05,UE28 sin España,"4,068,291","18,478,398"
2017M05,UE27_2020 sin España,,
2017M05,Resto del Mundo,"459,4","890,501"
2017M05,América (sin EEUU),"366,452","835,075"
2017M05,Estados Unidos de América,"331,827","747,113"
2017M05,Japón,"56,097","101,324"
2017M05,Asia (sin Japón),,
2017M04,Alemania,"654,72","3,568,521"
2017M04,Austria,"44,331","162,106"
2017M04,Bélgica,"120,987","532,579"
2017M04,Dinamarca,"55,589","259,703"
2017M04,Finlandia,"35,688","175,169"
2017M04,Francia,"607,677","1,775,276"
2017M04,Grecia,"11,228","29,678"
2017M04,Irlanda,"71,878","286,247"
2017M04,Italia,"238,582","642,878"
2017M04,Luxemburgo,"8,462","40,666"
2017M04,Países Bajos,"178,103","735,394"
2017M04,Polonia,"57,927","225,298"
2017M04,Portugal,"149,355","380,299"
2017M04,República Checa,"14,931","48,16"
2017M04,Suecia,"98,159","476,969"
2017M04,Resto de la U.E.,"96,958","293,872"
2017M04,Noruega,"54,282","289,377"
2017M04,Reino Unido,"756,286","3,818,432"
2017M04,Rusia,"53,968","175,621"
2017M04,Suiza,"103,945","399,239"
2017M04,Otros Países Europeos,"85,84","266,805"
2017M04,África,"59,707","134,567"
2017M04,UE28 sin España,"3,200,863","13,451,248"
2017M04,UE27_2020 sin España,,
2017M04,Resto del Mundo,"399,041","792,285"
2017M04,América (sin EEUU),"274,179","634,039"
2017M04,Estados Unidos de América,"242,815","567,009"
2017M04,Japón,"46,262","81,505"
2017M04,Asia (sin Japón),,
2017M03,Alemania,"453,429","2,698,891"
2017M03,Austria,"25,286","107,835"
2017M03,Bélgica,"76,956","372,467"
2017M03,Dinamarca,"51,924","287,363"
2017M03,Finlandia,"40,507","223,071"
2017M03,Francia,"309,153","837,391"
2017M03,Grecia,"8,863","24,77"
2017M03,Irlanda,"47,811","197,288"
2017M03,Italia,"178,937","540,418"
2017M03,Luxemburgo,"4,661","21,886"
2017M03,Países Bajos,"106,513","446,086"
2017M03,Polonia,"43,795","194,948"
2017M03,Portugal,"74,457","153,055"
2017M03,República Checa,"10,411","39,735"
2017M03,Suecia,"94,391","551,168"
2017M03,Resto de la U.E.,"72,352","217,35"
2017M03,Noruega,"43,301","284,342"
2017M03,Reino Unido,"594,09","3,012,149"
2017M03,Rusia,"43,048","138,954"
2017M03,Suiza,"58,528","230,273"
2017M03,Otros Países Europeos,"64,644","200,034"
2017M03,África,"49,473","111,205"
2017M03,UE28 sin España,"2,193,537","9,925,871"
2017M03,UE27_2020 sin España,,
2017M03,Resto del Mundo,"327,172","647,533"
2017M03,América (sin EEUU),"197,396","487,196"
2017M03,Estados Unidos de América,"177,176","431,259"
2017M03,Japón,"60,635","113,091"
2017M03,Asia (sin Japón),,
2017M02,Alemania,"303,694","1,942,855"
2017M02,Austria,"20,276","98,587"
2017M02,Bélgica,"63,387","315,493"
2017M02,Dinamarca,"44,1","255,853"
2017M02,Finlandia,"33,392","193,576"
2017M02,Francia,"266,165","761,271"
2017M02,Grecia,"7,094","18,902"
2017M02,Irlanda,"37,367","157,952"
2017M02,Italia,"146,698","455,655"
2017M02,Luxemburgo,"3,476","20,118"
2017M02,Países Bajos,"88,284","388,913"
2017M02,Polonia,"38,572","179,215"
2017M02,Portugal,"76,545","153,682"
2017M02,República Checa,"8,27","34,303"
2017M02,Suecia,"77,006","472,699"
2017M02,Resto de la U.E.,"55,714","165,083"
2017M02,Noruega,"42,25","281,491"
2017M02,Reino Unido,"451,677","2,385,277"
2017M02,Rusia,"30,357","97,281"
2017M02,Suiza,"44,006","163,553"
2017M02,Otros Países Europeos,"54,739","163,399"
2017M02,África,"48,7","109,128"
2017M02,UE28 sin España,"1,721,714","7,999,434"
2017M02,UE27_2020 sin España,,
2017M02,Resto del Mundo,"274,967","557,083"
2017M02,América (sin EEUU),"168,375","417,615"
2017M02,Estados Unidos de América,"97,292","243,072"
2017M02,Japón,"49,49","89,267"
2017M02,Asia (sin Japón),,
2017M01,Alemania,"268,67","1,970,630"
2017M01,Austria,"15,86","88,061"
2017M01,Bélgica,"58,788","314,421"
2017M01,Dinamarca,"35,585","210,569"
2017M01,Finlandia,"28,832","175,705"
2017M01,Francia,"204,236","571,545"
2017M01,Grecia,"6,746","17,493"
2017M01,Irlanda,"33,46","164,69"
2017M01,Italia,"153,782","535,878"
2017M01,Luxemburgo,"3,07","23,543"
2017M01,Países Bajos,"77,676","357,489"
2017M01,Polonia,"36,647","184,442"
2017M01,Portugal,"57,522","116,773"
2017M01,República Checa,"7,061","25,469"
2017M01,Suecia,"77,178","492,939"
2017M01,Resto de la U.E.,"51,656","158,885"
2017M01,Noruega,"33,817","222,456"
2017M01,Reino Unido,"383,059","2,324,896"
2017M01,Rusia,"46,796","162,142"
2017M01,Suiza,"36,491","144,997"
2017M01,Otros Países Europeos,"54,523","164,694"
2017M01,África,"57,501","138,273"
2017M01,UE28 sin España,"1,499,829","7,733,429"
2017M01,UE27_2020 sin España,,
2017M01,Resto del Mundo,"289,411","572,663"
2017M01,América (sin EEUU),"178,178","449,603"
2017M01,Estados Unidos de América,"88,155","214,771"
2017M01,Japón,"44,92","80,773"
2017M01,Asia (sin Japón),,
