Totales Territoriales;Comunidades y Ciudades Autónomas;País de residencia;Meses;Total
Total nacional;Castilla - La Mancha;Países Bajos;Total;16.580
Total nacional;Castilla - La Mancha;Países Bajos;Enero;529
Total nacional;Castilla - La Mancha;Países Bajos;Febrero;615
Total nacional;Castilla - La Mancha;Países Bajos;Marzo;583
Total nacional;Castilla - La Mancha;Países Bajos;Abril;1.835
Total nacional;Castilla - La Mancha;Países Bajos;Mayo;2.291
Total nacional;Castilla - La Mancha;Países Bajos;Junio;1.898
Total nacional;Castilla - La Mancha;Países Bajos;Julio;1.880
Total nacional;Castilla - La Mancha;Países Bajos;Agosto;1.815
Total nacional;Castilla - La Mancha;Países Bajos;Septiembre;2.099
Total nacional;Castilla - La Mancha;Países Bajos;Octubre;1.286
Total nacional;Castilla - La Mancha;Países Bajos;Noviembre;948
Total nacional;Castilla - La Mancha;Países Bajos;Diciembre;802
Total nacional;Castilla - La Mancha;Polonia;Total;7.885
Total nacional;Castilla - La Mancha;Polonia;Enero;1.322
Total nacional;Castilla - La Mancha;Polonia;Febrero;769
Total nacional;Castilla - La Mancha;Polonia;Marzo;500
Total nacional;Castilla - La Mancha;Polonia;Abril;328
Total nacional;Castilla - La Mancha;Polonia;Mayo;758
Total nacional;Castilla - La Mancha;Polonia;Junio;821
Total nacional;Castilla - La Mancha;Polonia;Julio;506
Total nacional;Castilla - La Mancha;Polonia;Agosto;601
Total nacional;Castilla - La Mancha;Polonia;Septiembre;982
Total nacional;Castilla - La Mancha;Polonia;Octubre;596
Total nacional;Castilla - La Mancha;Polonia;Noviembre;379
Total nacional;Castilla - La Mancha;Polonia;Diciembre;323
Total nacional;Castilla - La Mancha;Portugal;Total;32.327
Total nacional;Castilla - La Mancha;Portugal;Enero;2.562
Total nacional;Castilla - La Mancha;Portugal;Febrero;2.560
Total nacional;Castilla - La Mancha;Portugal;Marzo;1.338
Total nacional;Castilla - La Mancha;Portugal;Abril;2.579
Total nacional;Castilla - La Mancha;Portugal;Mayo;2.204
Total nacional;Castilla - La Mancha;Portugal;Junio;3.087
Total nacional;Castilla - La Mancha;Portugal;Julio;3.589
Total nacional;Castilla - La Mancha;Portugal;Agosto;4.394
Total nacional;Castilla - La Mancha;Portugal;Septiembre;3.077
Total nacional;Castilla - La Mancha;Portugal;Octubre;2.438
Total nacional;Castilla - La Mancha;Portugal;Noviembre;2.287
Total nacional;Castilla - La Mancha;Portugal;Diciembre;2.211
Total nacional;Castilla - La Mancha;Reino Unido;Total;53.925
Total nacional;Castilla - La Mancha;Reino Unido;Enero;1.490
Total nacional;Castilla - La Mancha;Reino Unido;Febrero;2.387
Total nacional;Castilla - La Mancha;Reino Unido;Marzo;2.913
Total nacional;Castilla - La Mancha;Reino Unido;Abril;4.176
Total nacional;Castilla - La Mancha;Reino Unido;Mayo;8.323
Total nacional;Castilla - La Mancha;Reino Unido;Junio;5.254
Total nacional;Castilla - La Mancha;Reino Unido;Julio;4.640
Total nacional;Castilla - La Mancha;Reino Unido;Agosto;5.287
Total nacional;Castilla - La Mancha;Reino Unido;Septiembre;7.679
Total nacional;Castilla - La Mancha;Reino Unido;Octubre;6.655
Total nacional;Castilla - La Mancha;Reino Unido;Noviembre;2.877
Total nacional;Castilla - La Mancha;Reino Unido;Diciembre;2.245
Total nacional;Castilla - La Mancha;República Checa;Total;2.412
Total nacional;Castilla - La Mancha;República Checa;Enero;55
Total nacional;Castilla - La Mancha;República Checa;Febrero;49
Total nacional;Castilla - La Mancha;República Checa;Marzo;474
Total nacional;Castilla - La Mancha;República Checa;Abril;112
Total nacional;Castilla - La Mancha;República Checa;Mayo;255
Total nacional;Castilla - La Mancha;República Checa;Junio;271
Total nacional;Castilla - La Mancha;República Checa;Julio;151
Total nacional;Castilla - La Mancha;República Checa;Agosto;180
Total nacional;Castilla - La Mancha;República Checa;Septiembre;178
Total nacional;Castilla - La Mancha;República Checa;Octubre;355
Total nacional;Castilla - La Mancha;República Checa;Noviembre;172
Total nacional;Castilla - La Mancha;República Checa;Diciembre;159
Total nacional;Castilla - La Mancha;Suecia;Total;7.490
Total nacional;Castilla - La Mancha;Suecia;Enero;136
Total nacional;Castilla - La Mancha;Suecia;Febrero;312
Total nacional;Castilla - La Mancha;Suecia;Marzo;354
Total nacional;Castilla - La Mancha;Suecia;Abril;424
Total nacional;Castilla - La Mancha;Suecia;Mayo;704
Total nacional;Castilla - La Mancha;Suecia;Junio;486
Total nacional;Castilla - La Mancha;Suecia;Julio;430
Total nacional;Castilla - La Mancha;Suecia;Agosto;1.282
Total nacional;Castilla - La Mancha;Suecia;Septiembre;808
Total nacional;Castilla - La Mancha;Suecia;Octubre;1.061
Total nacional;Castilla - La Mancha;Suecia;Noviembre;927
Total nacional;Castilla - La Mancha;Suecia;Diciembre;564
Total nacional;Castilla - La Mancha;Noruega;Total;5.289
Total nacional;Castilla - La Mancha;Noruega;Enero;156
Total nacional;Castilla - La Mancha;Noruega;Febrero;116
Total nacional;Castilla - La Mancha;Noruega;Marzo;193
Total nacional;Castilla - La Mancha;Noruega;Abril;590
Total nacional;Castilla - La Mancha;Noruega;Mayo;249
Total nacional;Castilla - La Mancha;Noruega;Junio;243
Total nacional;Castilla - La Mancha;Noruega;Julio;443
Total nacional;Castilla - La Mancha;Noruega;Agosto;1.298
Total nacional;Castilla - La Mancha;Noruega;Septiembre;960
Total nacional;Castilla - La Mancha;Noruega;Octubre;603
Total nacional;Castilla - La Mancha;Noruega;Noviembre;310
Total nacional;Castilla - La Mancha;Noruega;Diciembre;128
Total nacional;Castilla - La Mancha;Rusia;Total;9.686
Total nacional;Castilla - La Mancha;Rusia;Enero;1.819
Total nacional;Castilla - La Mancha;Rusia;Febrero;384
Total nacional;Castilla - La Mancha;Rusia;Marzo;647
Total nacional;Castilla - La Mancha;Rusia;Abril;594
Total nacional;Castilla - La Mancha;Rusia;Mayo;804
Total nacional;Castilla - La Mancha;Rusia;Junio;867
Total nacional;Castilla - La Mancha;Rusia;Julio;871
Total nacional;Castilla - La Mancha;Rusia;Agosto;657
Total nacional;Castilla - La Mancha;Rusia;Septiembre;888
Total nacional;Castilla - La Mancha;Rusia;Octubre;627
Total nacional;Castilla - La Mancha;Rusia;Noviembre;712
Total nacional;Castilla - La Mancha;Rusia;Diciembre;815
Total nacional;Castilla - La Mancha;Suiza;Total;11.960
Total nacional;Castilla - La Mancha;Suiza;Enero;675
Total nacional;Castilla - La Mancha;Suiza;Febrero;410
Total nacional;Castilla - La Mancha;Suiza;Marzo;554
Total nacional;Castilla - La Mancha;Suiza;Abril;1.525
Total nacional;Castilla - La Mancha;Suiza;Mayo;1.340
Total nacional;Castilla - La Mancha;Suiza;Junio;1.316
Total nacional;Castilla - La Mancha;Suiza;Julio;1.184
Total nacional;Castilla - La Mancha;Suiza;Agosto;828
Total nacional;Castilla - La Mancha;Suiza;Septiembre;1.261
Total nacional;Castilla - La Mancha;Suiza;Octubre;1.195
Total nacional;Castilla - La Mancha;Suiza;Noviembre;1.211
Total nacional;Castilla - La Mancha;Suiza;Diciembre;463
Total nacional;Castilla - La Mancha;Resto de Europa sin U.E.;Total;20.135
Total nacional;Castilla - La Mancha;Resto de Europa sin U.E.;Enero;2.203
Total nacional;Castilla - La Mancha;Resto de Europa sin U.E.;Febrero;2.128
Total nacional;Castilla - La Mancha;Resto de Europa sin U.E.;Marzo;1.299
Total nacional;Castilla - La Mancha;Resto de Europa sin U.E.;Abril;3.317
Total nacional;Castilla - La Mancha;Resto de Europa sin U.E.;Mayo;1.655
Total nacional;Castilla - La Mancha;Resto de Europa sin U.E.;Junio;1.190
Total nacional;Castilla - La Mancha;Resto de Europa sin U.E.;Julio;1.619
Total nacional;Castilla - La Mancha;Resto de Europa sin U.E.;Agosto;1.187
Total nacional;Castilla - La Mancha;Resto de Europa sin U.E.;Septiembre;1.752
Total nacional;Castilla - La Mancha;Resto de Europa sin U.E.;Octubre;1.086
Total nacional;Castilla - La Mancha;Resto de Europa sin U.E.;Noviembre;1.444
Total nacional;Castilla - La Mancha;Resto de Europa sin U.E.;Diciembre;1.256
Total nacional;Castilla - La Mancha;Japón;Total;14.994
Total nacional;Castilla - La Mancha;Japón;Enero;876
Total nacional;Castilla - La Mancha;Japón;Febrero;1.229
Total nacional;Castilla - La Mancha;Japón;Marzo;1.138
Total nacional;Castilla - La Mancha;Japón;Abril;1.310
Total nacional;Castilla - La Mancha;Japón;Mayo;1.983
Total nacional;Castilla - La Mancha;Japón;Junio;1.558
Total nacional;Castilla - La Mancha;Japón;Julio;703
Total nacional;Castilla - La Mancha;Japón;Agosto;1.361
Total nacional;Castilla - La Mancha;Japón;Septiembre;1.636
Total nacional;Castilla - La Mancha;Japón;Octubre;1.217
Total nacional;Castilla - La Mancha;Japón;Noviembre;1.079
Total nacional;Castilla - La Mancha;Japón;Diciembre;905
Total nacional;Castilla - La Mancha;Estados Unidos;Total;59.023
Total nacional;Castilla - La Mancha;Estados Unidos;Enero;2.947
Total nacional;Castilla - La Mancha;Estados Unidos;Febrero;1.760
Total nacional;Castilla - La Mancha;Estados Unidos;Marzo;3.612
Total nacional;Castilla - La Mancha;Estados Unidos;Abril;6.461
Total nacional;Castilla - La Mancha;Estados Unidos;Mayo;9.055
Total nacional;Castilla - La Mancha;Estados Unidos;Junio;7.586
Total nacional;Castilla - La Mancha;Estados Unidos;Julio;5.727
Total nacional;Castilla - La Mancha;Estados Unidos;Agosto;3.181
Total nacional;Castilla - La Mancha;Estados Unidos;Septiembre;5.216
Total nacional;Castilla - La Mancha;Estados Unidos;Octubre;6.610
Total nacional;Castilla - La Mancha;Estados Unidos;Noviembre;3.645
Total nacional;Castilla - La Mancha;Estados Unidos;Diciembre;3.223
Total nacional;Castilla - La Mancha;Resto de América;Total;71.582
Total nacional;Castilla - La Mancha;Resto de América;Enero;4.942
Total nacional;Castilla - La Mancha;Resto de América;Febrero;3.230
Total nacional;Castilla - La Mancha;Resto de América;Marzo;3.736
Total nacional;Castilla - La Mancha;Resto de América;Abril;4.478
Total nacional;Castilla - La Mancha;Resto de América;Mayo;7.031
Total nacional;Castilla - La Mancha;Resto de América;Junio;7.064
Total nacional;Castilla - La Mancha;Resto de América;Julio;14.391
Total nacional;Castilla - La Mancha;Resto de América;Agosto;6.372
Total nacional;Castilla - La Mancha;Resto de América;Septiembre;6.207
Total nacional;Castilla - La Mancha;Resto de América;Octubre;6.491
Total nacional;Castilla - La Mancha;Resto de América;Noviembre;4.090
Total nacional;Castilla - La Mancha;Resto de América;Diciembre;3.550
Total nacional;Castilla - La Mancha;Países africanos;Total;12.107
Total nacional;Castilla - La Mancha;Países africanos;Enero;723
Total nacional;Castilla - La Mancha;Países africanos;Febrero;515
Total nacional;Castilla - La Mancha;Países africanos;Marzo;535
Total nacional;Castilla - La Mancha;Países africanos;Abril;691
Total nacional;Castilla - La Mancha;Países africanos;Mayo;533
Total nacional;Castilla - La Mancha;Países africanos;Junio;1.370
Total nacional;Castilla - La Mancha;Países africanos;Julio;2.182
Total nacional;Castilla - La Mancha;Países africanos;Agosto;1.659
Total nacional;Castilla - La Mancha;Países africanos;Septiembre;1.251
Total nacional;Castilla - La Mancha;Países africanos;Octubre;912
Total nacional;Castilla - La Mancha;Países africanos;Noviembre;805
Total nacional;Castilla - La Mancha;Países africanos;Diciembre;930
Total nacional;Cataluña;Total;Total;57.220.451
Total nacional;Cataluña;Total;Enero;2.026.648
Total nacional;Cataluña;Total;Febrero;2.328.476
Total nacional;Cataluña;Total;Marzo;3.146.212
Total nacional;Cataluña;Total;Abril;4.860.980
Total nacional;Cataluña;Total;Mayo;5.304.838
Total nacional;Cataluña;Total;Junio;6.699.077
Total nacional;Cataluña;Total;Julio;8.450.255
Total nacional;Cataluña;Total;Agosto;8.941.201
Total nacional;Cataluña;Total;Septiembre;6.639.783
Total nacional;Cataluña;Total;Octubre;4.552.726
Total nacional;Cataluña;Total;Noviembre;2.182.138
Total nacional;Cataluña;Total;Diciembre;2.088.119
Total nacional;Cataluña;Residentes en España;Total;16.550.797
Total nacional;Cataluña;Residentes en España;Enero;710.738
Total nacional;Cataluña;Residentes en España;Febrero;793.586
Total nacional;Cataluña;Residentes en España;Marzo;1.118.657
Total nacional;Cataluña;Residentes en España;Abril;1.724.570
Total nacional;Cataluña;Residentes en España;Mayo;1.323.064
Total nacional;Cataluña;Residentes en España;Junio;1.732.843
Total nacional;Cataluña;Residentes en España;Julio;2.164.074
Total nacional;Cataluña;Residentes en España;Agosto;2.595.839
Total nacional;Cataluña;Residentes en España;Septiembre;1.592.295
Total nacional;Cataluña;Residentes en España;Octubre;1.190.670
Total nacional;Cataluña;Residentes en España;Noviembre;734.981
Total nacional;Cataluña;Residentes en España;Diciembre;869.481
Total nacional;Cataluña;No residentes en España;Total;40.669.654
Total nacional;Cataluña;No residentes en España;Enero;1.315.910
Total nacional;Cataluña;No residentes en España;Febrero;1.534.890
Total nacional;Cataluña;No residentes en España;Marzo;2.027.555
Total nacional;Cataluña;No residentes en España;Abril;3.136.411
Total nacional;Cataluña;No residentes en España;Mayo;3.981.774
Total nacional;Cataluña;No residentes en España;Junio;4.966.234
Total nacional;Cataluña;No residentes en España;Julio;6.286.181
Total nacional;Cataluña;No residentes en España;Agosto;6.345.362
Total nacional;Cataluña;No residentes en España;Septiembre;5.047.488
Total nacional;Cataluña;No residentes en España;Octubre;3.362.056
Total nacional;Cataluña;No residentes en España;Noviembre;1.447.157
Total nacional;Cataluña;No residentes en España;Diciembre;1.218.637
Total nacional;Cataluña;Unión Europea (sin España);Total;26.818.125
Total nacional;Cataluña;Unión Europea (sin España);Enero;734.617
Total nacional;Cataluña;Unión Europea (sin España);Febrero;922.748
Total nacional;Cataluña;Unión Europea (sin España);Marzo;1.235.535
Total nacional;Cataluña;Unión Europea (sin España);Abril;2.141.530
Total nacional;Cataluña;Unión Europea (sin España);Mayo;2.742.126
Total nacional;Cataluña;Unión Europea (sin España);Junio;3.228.219
Total nacional;Cataluña;Unión Europea (sin España);Julio;4.182.055
Total nacional;Cataluña;Unión Europea (sin España);Agosto;4.514.830
Total nacional;Cataluña;Unión Europea (sin España);Septiembre;3.336.318
Total nacional;Cataluña;Unión Europea (sin España);Octubre;2.273.900
Total nacional;Cataluña;Unión Europea (sin España);Noviembre;828.380
Total nacional;Cataluña;Unión Europea (sin España);Diciembre;677.868
Total nacional;Cataluña;Alemania;Total;3.465.841
Total nacional;Cataluña;Alemania;Enero;96.070
Total nacional;Cataluña;Alemania;Febrero;109.736
Total nacional;Cataluña;Alemania;Marzo;176.130
Total nacional;Cataluña;Alemania;Abril;243.489
Total nacional;Cataluña;Alemania;Mayo;310.560
Total nacional;Cataluña;Alemania;Junio;468.793
Total nacional;Cataluña;Alemania;Julio;584.523
Total nacional;Cataluña;Alemania;Agosto;546.104
Total nacional;Cataluña;Alemania;Septiembre;425.451
Total nacional;Cataluña;Alemania;Octubre;308.171
Total nacional;Cataluña;Alemania;Noviembre;118.781
Total nacional;Cataluña;Alemania;Diciembre;78.034
Total nacional;Cataluña;Austria;Total;268.598
Total nacional;Cataluña;Austria;Enero;11.050
Total nacional;Cataluña;Austria;Febrero;12.541
Total nacional;Cataluña;Austria;Marzo;17.942
Total nacional;Cataluña;Austria;Abril;30.350
Total nacional;Cataluña;Austria;Mayo;29.257
Total nacional;Cataluña;Austria;Junio;28.100
Total nacional;Cataluña;Austria;Julio;30.617
Total nacional;Cataluña;Austria;Agosto;31.738
Total nacional;Cataluña;Austria;Septiembre;29.842
Total nacional;Cataluña;Austria;Octubre;27.449
Total nacional;Cataluña;Austria;Noviembre;11.562
Total nacional;Cataluña;Austria;Diciembre;8.151
Total nacional;Cataluña;Bélgica;Total;1.443.017
Total nacional;Cataluña;Bélgica;Enero;26.545
Total nacional;Cataluña;Bélgica;Febrero;30.483
Total nacional;Cataluña;Bélgica;Marzo;41.933
Total nacional;Cataluña;Bélgica;Abril;107.898
Total nacional;Cataluña;Bélgica;Mayo;125.952
Total nacional;Cataluña;Bélgica;Junio;150.771
Total nacional;Cataluña;Bélgica;Julio;364.896
Total nacional;Cataluña;Bélgica;Agosto;220.919
Total nacional;Cataluña;Bélgica;Septiembre;213.294
Total nacional;Cataluña;Bélgica;Octubre;95.696
Total nacional;Cataluña;Bélgica;Noviembre;36.768
Total nacional;Cataluña;Bélgica;Diciembre;27.863
Total nacional;Cataluña;Dinamarca;Total;378.959
Total nacional;Cataluña;Dinamarca;Enero;10.041
Total nacional;Cataluña;Dinamarca;Febrero;14.469
Total nacional;Cataluña;Dinamarca;Marzo;25.476
Total nacional;Cataluña;Dinamarca;Abril;35.136
Total nacional;Cataluña;Dinamarca;Mayo;41.613
Total nacional;Cataluña;Dinamarca;Junio;33.244
Total nacional;Cataluña;Dinamarca;Julio;74.050
Total nacional;Cataluña;Dinamarca;Agosto;33.963
Total nacional;Cataluña;Dinamarca;Septiembre;45.835
Total nacional;Cataluña;Dinamarca;Octubre;37.790
Total nacional;Cataluña;Dinamarca;Noviembre;17.571
Total nacional;Cataluña;Dinamarca;Diciembre;9.770
Total nacional;Cataluña;Finlandia;Total;255.513
Total nacional;Cataluña;Finlandia;Enero;9.496
Total nacional;Cataluña;Finlandia;Febrero;12.847
Total nacional;Cataluña;Finlandia;Marzo;17.865
Total nacional;Cataluña;Finlandia;Abril;25.472
Total nacional;Cataluña;Finlandia;Mayo;26.215
Total nacional;Cataluña;Finlandia;Junio;33.053
Total nacional;Cataluña;Finlandia;Julio;31.723
Total nacional;Cataluña;Finlandia;Agosto;17.207
Total nacional;Cataluña;Finlandia;Septiembre;25.271
Total nacional;Cataluña;Finlandia;Octubre;35.502
Total nacional;Cataluña;Finlandia;Noviembre;12.900
Total nacional;Cataluña;Finlandia;Diciembre;7.962
Total nacional;Cataluña;Francia;Total;6.535.588
Total nacional;Cataluña;Francia;Enero;182.638
Total nacional;Cataluña;Francia;Febrero;268.683
Total nacional;Cataluña;Francia;Marzo;305.842
Total nacional;Cataluña;Francia;Abril;771.044
Total nacional;Cataluña;Francia;Mayo;736.165
Total nacional;Cataluña;Francia;Junio;566.303
Total nacional;Cataluña;Francia;Julio;843.996
Total nacional;Cataluña;Francia;Agosto;1.245.068
Total nacional;Cataluña;Francia;Septiembre;641.320
Total nacional;Cataluña;Francia;Octubre;584.862
Total nacional;Cataluña;Francia;Noviembre;208.289
Total nacional;Cataluña;Francia;Diciembre;181.378
Total nacional;Cataluña;Grecia;Total;126.415
Total nacional;Cataluña;Grecia;Enero;7.270
Total nacional;Cataluña;Grecia;Febrero;8.644
Total nacional;Cataluña;Grecia;Marzo;12.606
Total nacional;Cataluña;Grecia;Abril;14.454
Total nacional;Cataluña;Grecia;Mayo;9.976
Total nacional;Cataluña;Grecia;Junio;9.389
Total nacional;Cataluña;Grecia;Julio;13.565
Total nacional;Cataluña;Grecia;Agosto;13.373
Total nacional;Cataluña;Grecia;Septiembre;9.237
Total nacional;Cataluña;Grecia;Octubre;13.394
Total nacional;Cataluña;Grecia;Noviembre;8.050
Total nacional;Cataluña;Grecia;Diciembre;6.457
Total nacional;Cataluña;Irlanda;Total;730.096
Total nacional;Cataluña;Irlanda;Enero;14.628
Total nacional;Cataluña;Irlanda;Febrero;18.172
Total nacional;Cataluña;Irlanda;Marzo;21.040
Total nacional;Cataluña;Irlanda;Abril;37.871
Total nacional;Cataluña;Irlanda;Mayo;72.723
Total nacional;Cataluña;Irlanda;Junio;123.367
Total nacional;Cataluña;Irlanda;Julio;140.195
Total nacional;Cataluña;Irlanda;Agosto;127.645
Total nacional;Cataluña;Irlanda;Septiembre;96.258
Total nacional;Cataluña;Irlanda;Octubre;50.833
Total nacional;Cataluña;Irlanda;Noviembre;17.485
Total nacional;Cataluña;Irlanda;Diciembre;9.878
Total nacional;Cataluña;Italia;Total;2.063.428
Total nacional;Cataluña;Italia;Enero;129.141
Total nacional;Cataluña;Italia;Febrero;105.234
Total nacional;Cataluña;Italia;Marzo;176.031
Total nacional;Cataluña;Italia;Abril;191.194
Total nacional;Cataluña;Italia;Mayo;157.707
Total nacional;Cataluña;Italia;Junio;206.304
Total nacional;Cataluña;Italia;Julio;249.203
Total nacional;Cataluña;Italia;Agosto;342.572
Total nacional;Cataluña;Italia;Septiembre;163.284
Total nacional;Cataluña;Italia;Octubre;130.956
Total nacional;Cataluña;Italia;Noviembre;95.429
Total nacional;Cataluña;Italia;Diciembre;116.373
Total nacional;Cataluña;Luxemburgo;Total;49.804
Total nacional;Cataluña;Luxemburgo;Enero;1.040
Total nacional;Cataluña;Luxemburgo;Febrero;1.463
Total nacional;Cataluña;Luxemburgo;Marzo;2.617
Total nacional;Cataluña;Luxemburgo;Abril;4.245
Total nacional;Cataluña;Luxemburgo;Mayo;2.996
Total nacional;Cataluña;Luxemburgo;Junio;7.745
Total nacional;Cataluña;Luxemburgo;Julio;4.107
Total nacional;Cataluña;Luxemburgo;Agosto;9.061
Total nacional;Cataluña;Luxemburgo;Septiembre;5.089
Total nacional;Cataluña;Luxemburgo;Octubre;2.098
Total nacional;Cataluña;Luxemburgo;Noviembre;931
Total nacional;Cataluña;Luxemburgo;Diciembre;8.414
Total nacional;Cataluña;Países Bajos;Total;1.777.196
Total nacional;Cataluña;Países Bajos;Enero;37.163
Total nacional;Cataluña;Países Bajos;Febrero;40.785
Total nacional;Cataluña;Países Bajos;Marzo;52.954
Total nacional;Cataluña;Países Bajos;Abril;110.683
Total nacional;Cataluña;Países Bajos;Mayo;194.404
Total nacional;Cataluña;Países Bajos;Junio;193.371
Total nacional;Cataluña;Países Bajos;Julio;338.023
Total nacional;Cataluña;Países Bajos;Agosto;326.759
Total nacional;Cataluña;Países Bajos;Septiembre;239.398
Total nacional;Cataluña;Países Bajos;Octubre;165.878
Total nacional;Cataluña;Países Bajos;Noviembre;43.772
Total nacional;Cataluña;Países Bajos;Diciembre;34.007
Total nacional;Cataluña;Polonia;Total;978.675
Total nacional;Cataluña;Polonia;Enero;21.141
Total nacional;Cataluña;Polonia;Febrero;20.871
Total nacional;Cataluña;Polonia;Marzo;24.887
Total nacional;Cataluña;Polonia;Abril;41.678
Total nacional;Cataluña;Polonia;Mayo;90.493
Total nacional;Cataluña;Polonia;Junio;153.387
Total nacional;Cataluña;Polonia;Julio;188.346
Total nacional;Cataluña;Polonia;Agosto;177.108
Total nacional;Cataluña;Polonia;Septiembre;164.656
Total nacional;Cataluña;Polonia;Octubre;59.461
Total nacional;Cataluña;Polonia;Noviembre;21.530
Total nacional;Cataluña;Polonia;Diciembre;15.116
Total nacional;Cataluña;Portugal;Total;523.356
Total nacional;Cataluña;Portugal;Enero;20.515
Total nacional;Cataluña;Portugal;Febrero;28.839
Total nacional;Cataluña;Portugal;Marzo;32.377
Total nacional;Cataluña;Portugal;Abril;44.659
Total nacional;Cataluña;Portugal;Mayo;39.877
Total nacional;Cataluña;Portugal;Junio;49.068
Total nacional;Cataluña;Portugal;Julio;63.820
Total nacional;Cataluña;Portugal;Agosto;98.431
Total nacional;Cataluña;Portugal;Septiembre;66.167
Total nacional;Cataluña;Portugal;Octubre;32.722
Total nacional;Cataluña;Portugal;Noviembre;24.292
Total nacional;Cataluña;Portugal;Diciembre;22.590
Total nacional;Cataluña;Reino Unido;Total;6.201.523
Total nacional;Cataluña;Reino Unido;Enero;111.144
Total nacional;Cataluña;Reino Unido;Febrero;180.855
Total nacional;Cataluña;Reino Unido;Marzo;218.337
Total nacional;Cataluña;Reino Unido;Abril;329.498
Total nacional;Cataluña;Reino Unido;Mayo;722.103
Total nacional;Cataluña;Reino Unido;Junio;928.796
Total nacional;Cataluña;Reino Unido;Julio;965.317
Total nacional;Cataluña;Reino Unido;Agosto;1.050.851
Total nacional;Cataluña;Reino Unido;Septiembre;917.861
Total nacional;Cataluña;Reino Unido;Octubre;545.544
Total nacional;Cataluña;Reino Unido;Noviembre;129.363
Total nacional;Cataluña;Reino Unido;Diciembre;101.853
Total nacional;Cataluña;República Checa;Total;266.763
Total nacional;Cataluña;República Checa;Enero;4.027
Total nacional;Cataluña;República Checa;Febrero;8.010
Total nacional;Cataluña;República Checa;Marzo;8.517
Total nacional;Cataluña;República Checa;Abril;12.305
Total nacional;Cataluña;República Checa;Mayo;18.032
Total nacional;Cataluña;República Checa;Junio;43.410
Total nacional;Cataluña;República Checa;Julio;50.875
Total nacional;Cataluña;República Checa;Agosto;48.363
Total nacional;Cataluña;República Checa;Septiembre;49.708
Total nacional;Cataluña;República Checa;Octubre;11.958
Total nacional;Cataluña;República Checa;Noviembre;7.938
Total nacional;Cataluña;República Checa;Diciembre;3.619
Total nacional;Cataluña;Suecia;Total;586.444
Total nacional;Cataluña;Suecia;Enero;16.636
Total nacional;Cataluña;Suecia;Febrero;19.882
Total nacional;Cataluña;Suecia;Marzo;33.379
Total nacional;Cataluña;Suecia;Abril;55.926
Total nacional;Cataluña;Suecia;Mayo;63.780
Total nacional;Cataluña;Suecia;Junio;73.233
Total nacional;Cataluña;Suecia;Julio;91.682
Total nacional;Cataluña;Suecia;Agosto;66.143
Total nacional;Cataluña;Suecia;Septiembre;64.764
Total nacional;Cataluña;Suecia;Octubre;57.660
Total nacional;Cataluña;Suecia;Noviembre;27.382
Total nacional;Cataluña;Suecia;Diciembre;15.978
Total nacional;Cataluña;Noruega;Total;419.948
Total nacional;Cataluña;Noruega;Enero;8.156
Total nacional;Cataluña;Noruega;Febrero;12.567
Total nacional;Cataluña;Noruega;Marzo;17.005
Total nacional;Cataluña;Noruega;Abril;44.309
Total nacional;Cataluña;Noruega;Mayo;31.269
Total nacional;Cataluña;Noruega;Junio;62.310
Total nacional;Cataluña;Noruega;Julio;92.671
Total nacional;Cataluña;Noruega;Agosto;37.969
Total nacional;Cataluña;Noruega;Septiembre;48.148
Total nacional;Cataluña;Noruega;Octubre;39.842
Total nacional;Cataluña;Noruega;Noviembre;17.100
Total nacional;Cataluña;Noruega;Diciembre;8.602
Total nacional;Cataluña;Rusia;Total;2.856.565
Total nacional;Cataluña;Rusia;Enero;45.502
Total nacional;Cataluña;Rusia;Febrero;34.056
Total nacional;Cataluña;Rusia;Marzo;60.132
Total nacional;Cataluña;Rusia;Abril;73.206
Total nacional;Cataluña;Rusia;Mayo;166.931
Total nacional;Cataluña;Rusia;Junio;533.906
Total nacional;Cataluña;Rusia;Julio;659.995
Total nacional;Cataluña;Rusia;Agosto;583.901
Total nacional;Cataluña;Rusia;Septiembre;524.045
Total nacional;Cataluña;Rusia;Octubre;100.840
Total nacional;Cataluña;Rusia;Noviembre;43.147
Total nacional;Cataluña;Rusia;Diciembre;30.902
Total nacional;Cataluña;Suiza;Total;704.251
Total nacional;Cataluña;Suiza;Enero;25.670
Total nacional;Cataluña;Suiza;Febrero;28.147
Total nacional;Cataluña;Suiza;Marzo;39.606
Total nacional;Cataluña;Suiza;Abril;78.951
Total nacional;Cataluña;Suiza;Mayo;57.624
Total nacional;Cataluña;Suiza;Junio;81.492
Total nacional;Cataluña;Suiza;Julio;121.727
Total nacional;Cataluña;Suiza;Agosto;79.378
Total nacional;Cataluña;Suiza;Septiembre;73.329
Total nacional;Cataluña;Suiza;Octubre;70.251
Total nacional;Cataluña;Suiza;Noviembre;25.131
Total nacional;Cataluña;Suiza;Diciembre;22.946
Total nacional;Cataluña;Resto de Europa sin U.E.;Total;1.146.954
Total nacional;Cataluña;Resto de Europa sin U.E.;Enero;45.521
Total nacional;Cataluña;Resto de Europa sin U.E.;Febrero;49.293
Total nacional;Cataluña;Resto de Europa sin U.E.;Marzo;59.865
Total nacional;Cataluña;Resto de Europa sin U.E.;Abril;72.975
Total nacional;Cataluña;Resto de Europa sin U.E.;Mayo;91.049
Total nacional;Cataluña;Resto de Europa sin U.E.;Junio;164.160
