Totales Territoriales;Comunidades y Ciudades Autónomas;País de residencia;Meses;Total
Total nacional;Cataluña;Resto de Europa sin U.E.;Julio;188.560
Total nacional;Cataluña;Resto de Europa sin U.E.;Agosto;164.963
Total nacional;Cataluña;Resto de Europa sin U.E.;Septiembre;159.401
Total nacional;Cataluña;Resto de Europa sin U.E.;Octubre;70.638
Total nacional;Cataluña;Resto de Europa sin U.E.;Noviembre;45.359
Total nacional;Cataluña;Resto de Europa sin U.E.;Diciembre;35.170
Total nacional;Cataluña;Japón;Total;437.614
Total nacional;Cataluña;Japón;Enero;31.998
Total nacional;Cataluña;Japón;Febrero;38.635
Total nacional;Cataluña;Japón;Marzo;50.945
Total nacional;Cataluña;Japón;Abril;31.223
Total nacional;Cataluña;Japón;Mayo;39.118
Total nacional;Cataluña;Japón;Junio;37.390
Total nacional;Cataluña;Japón;Julio;30.665
Total nacional;Cataluña;Japón;Agosto;42.714
Total nacional;Cataluña;Japón;Septiembre;41.003
Total nacional;Cataluña;Japón;Octubre;41.068
Total nacional;Cataluña;Japón;Noviembre;27.775
Total nacional;Cataluña;Japón;Diciembre;25.079
Total nacional;Cataluña;Estados Unidos;Total;2.418.670
Total nacional;Cataluña;Estados Unidos;Enero;73.593
Total nacional;Cataluña;Estados Unidos;Febrero;93.909
Total nacional;Cataluña;Estados Unidos;Marzo;161.703
Total nacional;Cataluña;Estados Unidos;Abril;211.255
Total nacional;Cataluña;Estados Unidos;Mayo;285.169
Total nacional;Cataluña;Estados Unidos;Junio;309.838
Total nacional;Cataluña;Estados Unidos;Julio;303.693
Total nacional;Cataluña;Estados Unidos;Agosto;229.164
Total nacional;Cataluña;Estados Unidos;Septiembre;289.522
Total nacional;Cataluña;Estados Unidos;Octubre;231.098
Total nacional;Cataluña;Estados Unidos;Noviembre;137.474
Total nacional;Cataluña;Estados Unidos;Diciembre;92.252
Total nacional;Cataluña;Resto de América;Total;2.089.846
Total nacional;Cataluña;Resto de América;Enero;119.127
Total nacional;Cataluña;Resto de América;Febrero;104.021
Total nacional;Cataluña;Resto de América;Marzo;128.775
Total nacional;Cataluña;Resto de América;Abril;171.232
Total nacional;Cataluña;Resto de América;Mayo;225.391
Total nacional;Cataluña;Resto de América;Junio;225.523
Total nacional;Cataluña;Resto de América;Julio;252.686
Total nacional;Cataluña;Resto de América;Agosto;225.851
Total nacional;Cataluña;Resto de América;Septiembre;218.392
Total nacional;Cataluña;Resto de América;Octubre;200.380
Total nacional;Cataluña;Resto de América;Noviembre;116.860
Total nacional;Cataluña;Resto de América;Diciembre;101.608
Total nacional;Cataluña;Países africanos;Total;505.876
Total nacional;Cataluña;Países africanos;Enero;42.580
Total nacional;Cataluña;Países africanos;Febrero;31.101
Total nacional;Cataluña;Países africanos;Marzo;37.266
Total nacional;Cataluña;Países africanos;Abril;41.489
Total nacional;Cataluña;Países africanos;Mayo;37.619
Total nacional;Cataluña;Países africanos;Junio;26.648
Total nacional;Cataluña;Países africanos;Julio;73.385
Total nacional;Cataluña;Países africanos;Agosto;79.822
Total nacional;Cataluña;Países africanos;Septiembre;43.296
Total nacional;Cataluña;Países africanos;Octubre;34.549
Total nacional;Cataluña;Países africanos;Noviembre;26.379
Total nacional;Cataluña;Países africanos;Diciembre;31.741
Total nacional;Comunitat Valenciana;Total;Total;29.186.324
Total nacional;Comunitat Valenciana;Total;Enero;1.291.976
Total nacional;Comunitat Valenciana;Total;Febrero;1.457.446
Total nacional;Comunitat Valenciana;Total;Marzo;2.014.824
Total nacional;Comunitat Valenciana;Total;Abril;2.602.681
Total nacional;Comunitat Valenciana;Total;Mayo;2.495.903
Total nacional;Comunitat Valenciana;Total;Junio;2.925.371
Total nacional;Comunitat Valenciana;Total;Julio;3.626.621
Total nacional;Comunitat Valenciana;Total;Agosto;3.913.874
Total nacional;Comunitat Valenciana;Total;Septiembre;3.108.188
Total nacional;Comunitat Valenciana;Total;Octubre;2.496.717
Total nacional;Comunitat Valenciana;Total;Noviembre;1.766.215
Total nacional;Comunitat Valenciana;Total;Diciembre;1.486.509
Total nacional;Comunitat Valenciana;Residentes en España;Total;15.477.288
Total nacional;Comunitat Valenciana;Residentes en España;Enero;645.214
Total nacional;Comunitat Valenciana;Residentes en España;Febrero;761.147
Total nacional;Comunitat Valenciana;Residentes en España;Marzo;1.048.121
Total nacional;Comunitat Valenciana;Residentes en España;Abril;1.428.819
Total nacional;Comunitat Valenciana;Residentes en España;Mayo;1.156.538
Total nacional;Comunitat Valenciana;Residentes en España;Junio;1.546.270
Total nacional;Comunitat Valenciana;Residentes en España;Julio;2.097.381
Total nacional;Comunitat Valenciana;Residentes en España;Agosto;2.354.272
Total nacional;Comunitat Valenciana;Residentes en España;Septiembre;1.583.599
Total nacional;Comunitat Valenciana;Residentes en España;Octubre;1.157.939
Total nacional;Comunitat Valenciana;Residentes en España;Noviembre;870.844
Total nacional;Comunitat Valenciana;Residentes en España;Diciembre;827.143
Total nacional;Comunitat Valenciana;No residentes en España;Total;13.709.037
Total nacional;Comunitat Valenciana;No residentes en España;Enero;646.762
Total nacional;Comunitat Valenciana;No residentes en España;Febrero;696.299
Total nacional;Comunitat Valenciana;No residentes en España;Marzo;966.702
Total nacional;Comunitat Valenciana;No residentes en España;Abril;1.173.862
Total nacional;Comunitat Valenciana;No residentes en España;Mayo;1.339.365
Total nacional;Comunitat Valenciana;No residentes en España;Junio;1.379.101
Total nacional;Comunitat Valenciana;No residentes en España;Julio;1.529.239
Total nacional;Comunitat Valenciana;No residentes en España;Agosto;1.559.601
Total nacional;Comunitat Valenciana;No residentes en España;Septiembre;1.524.589
Total nacional;Comunitat Valenciana;No residentes en España;Octubre;1.338.778
Total nacional;Comunitat Valenciana;No residentes en España;Noviembre;895.371
Total nacional;Comunitat Valenciana;No residentes en España;Diciembre;659.367
Total nacional;Comunitat Valenciana;Unión Europea (sin España);Total;11.503.829
Total nacional;Comunitat Valenciana;Unión Europea (sin España);Enero;546.684
Total nacional;Comunitat Valenciana;Unión Europea (sin España);Febrero;563.494
Total nacional;Comunitat Valenciana;Unión Europea (sin España);Marzo;807.199
Total nacional;Comunitat Valenciana;Unión Europea (sin España);Abril;994.789
Total nacional;Comunitat Valenciana;Unión Europea (sin España);Mayo;1.148.045
Total nacional;Comunitat Valenciana;Unión Europea (sin España);Junio;1.169.233
Total nacional;Comunitat Valenciana;Unión Europea (sin España);Julio;1.249.285
Total nacional;Comunitat Valenciana;Unión Europea (sin España);Agosto;1.302.680
Total nacional;Comunitat Valenciana;Unión Europea (sin España);Septiembre;1.288.199
Total nacional;Comunitat Valenciana;Unión Europea (sin España);Octubre;1.117.697
Total nacional;Comunitat Valenciana;Unión Europea (sin España);Noviembre;758.641
Total nacional;Comunitat Valenciana;Unión Europea (sin España);Diciembre;557.882
Total nacional;Comunitat Valenciana;Alemania;Total;472.455
Total nacional;Comunitat Valenciana;Alemania;Enero;26.210
Total nacional;Comunitat Valenciana;Alemania;Febrero;23.521
Total nacional;Comunitat Valenciana;Alemania;Marzo;33.867
Total nacional;Comunitat Valenciana;Alemania;Abril;44.469
Total nacional;Comunitat Valenciana;Alemania;Mayo;41.913
Total nacional;Comunitat Valenciana;Alemania;Junio;48.755
Total nacional;Comunitat Valenciana;Alemania;Julio;37.871
Total nacional;Comunitat Valenciana;Alemania;Agosto;38.773
Total nacional;Comunitat Valenciana;Alemania;Septiembre;60.005
Total nacional;Comunitat Valenciana;Alemania;Octubre;64.344
Total nacional;Comunitat Valenciana;Alemania;Noviembre;31.541
Total nacional;Comunitat Valenciana;Alemania;Diciembre;21.186
Total nacional;Comunitat Valenciana;Austria;Total;74.810
Total nacional;Comunitat Valenciana;Austria;Enero;1.127
Total nacional;Comunitat Valenciana;Austria;Febrero;2.117
Total nacional;Comunitat Valenciana;Austria;Marzo;2.643
Total nacional;Comunitat Valenciana;Austria;Abril;4.409
Total nacional;Comunitat Valenciana;Austria;Mayo;25.484
Total nacional;Comunitat Valenciana;Austria;Junio;15.491
Total nacional;Comunitat Valenciana;Austria;Julio;4.368
Total nacional;Comunitat Valenciana;Austria;Agosto;4.511
Total nacional;Comunitat Valenciana;Austria;Septiembre;5.399
Total nacional;Comunitat Valenciana;Austria;Octubre;4.158
Total nacional;Comunitat Valenciana;Austria;Noviembre;3.465
Total nacional;Comunitat Valenciana;Austria;Diciembre;1.639
Total nacional;Comunitat Valenciana;Bélgica;Total;751.488
Total nacional;Comunitat Valenciana;Bélgica;Enero;57.970
Total nacional;Comunitat Valenciana;Bélgica;Febrero;54.665
Total nacional;Comunitat Valenciana;Bélgica;Marzo;63.615
Total nacional;Comunitat Valenciana;Bélgica;Abril;66.094
Total nacional;Comunitat Valenciana;Bélgica;Mayo;67.818
Total nacional;Comunitat Valenciana;Bélgica;Junio;57.269
Total nacional;Comunitat Valenciana;Bélgica;Julio;68.045
Total nacional;Comunitat Valenciana;Bélgica;Agosto;56.599
Total nacional;Comunitat Valenciana;Bélgica;Septiembre;76.069
Total nacional;Comunitat Valenciana;Bélgica;Octubre;79.265
Total nacional;Comunitat Valenciana;Bélgica;Noviembre;64.478
Total nacional;Comunitat Valenciana;Bélgica;Diciembre;39.603
Total nacional;Comunitat Valenciana;Dinamarca;Total;111.494
Total nacional;Comunitat Valenciana;Dinamarca;Enero;5.263
Total nacional;Comunitat Valenciana;Dinamarca;Febrero;8.539
Total nacional;Comunitat Valenciana;Dinamarca;Marzo;12.749
Total nacional;Comunitat Valenciana;Dinamarca;Abril;9.781
Total nacional;Comunitat Valenciana;Dinamarca;Mayo;8.531
Total nacional;Comunitat Valenciana;Dinamarca;Junio;9.846
Total nacional;Comunitat Valenciana;Dinamarca;Julio;15.535
Total nacional;Comunitat Valenciana;Dinamarca;Agosto;9.187
Total nacional;Comunitat Valenciana;Dinamarca;Septiembre;11.311
Total nacional;Comunitat Valenciana;Dinamarca;Octubre;11.478
Total nacional;Comunitat Valenciana;Dinamarca;Noviembre;5.937
Total nacional;Comunitat Valenciana;Dinamarca;Diciembre;3.338
Total nacional;Comunitat Valenciana;Finlandia;Total;77.649
Total nacional;Comunitat Valenciana;Finlandia;Enero;3.044
Total nacional;Comunitat Valenciana;Finlandia;Febrero;4.770
Total nacional;Comunitat Valenciana;Finlandia;Marzo;7.102
Total nacional;Comunitat Valenciana;Finlandia;Abril;8.272
Total nacional;Comunitat Valenciana;Finlandia;Mayo;5.803
Total nacional;Comunitat Valenciana;Finlandia;Junio;6.645
Total nacional;Comunitat Valenciana;Finlandia;Julio;9.327
Total nacional;Comunitat Valenciana;Finlandia;Agosto;4.116
Total nacional;Comunitat Valenciana;Finlandia;Septiembre;7.131
Total nacional;Comunitat Valenciana;Finlandia;Octubre;10.053
Total nacional;Comunitat Valenciana;Finlandia;Noviembre;7.246
Total nacional;Comunitat Valenciana;Finlandia;Diciembre;4.141
Total nacional;Comunitat Valenciana;Francia;Total;729.519
Total nacional;Comunitat Valenciana;Francia;Enero;23.008
Total nacional;Comunitat Valenciana;Francia;Febrero;27.309
Total nacional;Comunitat Valenciana;Francia;Marzo;41.382
Total nacional;Comunitat Valenciana;Francia;Abril;66.796
Total nacional;Comunitat Valenciana;Francia;Mayo;73.179
Total nacional;Comunitat Valenciana;Francia;Junio;53.797
Total nacional;Comunitat Valenciana;Francia;Julio;83.708
Total nacional;Comunitat Valenciana;Francia;Agosto;146.374
Total nacional;Comunitat Valenciana;Francia;Septiembre;76.848
Total nacional;Comunitat Valenciana;Francia;Octubre;74.891
Total nacional;Comunitat Valenciana;Francia;Noviembre;33.716
Total nacional;Comunitat Valenciana;Francia;Diciembre;28.511
Total nacional;Comunitat Valenciana;Grecia;Total;13.639
Total nacional;Comunitat Valenciana;Grecia;Enero;515
Total nacional;Comunitat Valenciana;Grecia;Febrero;937
Total nacional;Comunitat Valenciana;Grecia;Marzo;1.247
Total nacional;Comunitat Valenciana;Grecia;Abril;745
Total nacional;Comunitat Valenciana;Grecia;Mayo;1.631
Total nacional;Comunitat Valenciana;Grecia;Junio;1.227
Total nacional;Comunitat Valenciana;Grecia;Julio;1.484
Total nacional;Comunitat Valenciana;Grecia;Agosto;1.720
Total nacional;Comunitat Valenciana;Grecia;Septiembre;833
Total nacional;Comunitat Valenciana;Grecia;Octubre;1.511
Total nacional;Comunitat Valenciana;Grecia;Noviembre;1.084
Total nacional;Comunitat Valenciana;Grecia;Diciembre;704
Total nacional;Comunitat Valenciana;Irlanda;Total;229.983
Total nacional;Comunitat Valenciana;Irlanda;Enero;5.788
Total nacional;Comunitat Valenciana;Irlanda;Febrero;7.618
Total nacional;Comunitat Valenciana;Irlanda;Marzo;12.595
Total nacional;Comunitat Valenciana;Irlanda;Abril;20.121
Total nacional;Comunitat Valenciana;Irlanda;Mayo;28.458
Total nacional;Comunitat Valenciana;Irlanda;Junio;28.261
Total nacional;Comunitat Valenciana;Irlanda;Julio;28.735
Total nacional;Comunitat Valenciana;Irlanda;Agosto;22.655
Total nacional;Comunitat Valenciana;Irlanda;Septiembre;34.294
Total nacional;Comunitat Valenciana;Irlanda;Octubre;26.343
Total nacional;Comunitat Valenciana;Irlanda;Noviembre;9.382
Total nacional;Comunitat Valenciana;Irlanda;Diciembre;5.732
Total nacional;Comunitat Valenciana;Italia;Total;681.715
Total nacional;Comunitat Valenciana;Italia;Enero;47.063
Total nacional;Comunitat Valenciana;Italia;Febrero;38.371
Total nacional;Comunitat Valenciana;Italia;Marzo;41.558
Total nacional;Comunitat Valenciana;Italia;Abril;48.709
Total nacional;Comunitat Valenciana;Italia;Mayo;54.721
Total nacional;Comunitat Valenciana;Italia;Junio;60.225
Total nacional;Comunitat Valenciana;Italia;Julio;69.185
Total nacional;Comunitat Valenciana;Italia;Agosto;123.935
Total nacional;Comunitat Valenciana;Italia;Septiembre;58.922
Total nacional;Comunitat Valenciana;Italia;Octubre;48.078
Total nacional;Comunitat Valenciana;Italia;Noviembre;51.973
Total nacional;Comunitat Valenciana;Italia;Diciembre;38.975
Total nacional;Comunitat Valenciana;Luxemburgo;Total;8.247
Total nacional;Comunitat Valenciana;Luxemburgo;Enero;379
Total nacional;Comunitat Valenciana;Luxemburgo;Febrero;236
Total nacional;Comunitat Valenciana;Luxemburgo;Marzo;277
Total nacional;Comunitat Valenciana;Luxemburgo;Abril;966
Total nacional;Comunitat Valenciana;Luxemburgo;Mayo;767
Total nacional;Comunitat Valenciana;Luxemburgo;Junio;983
Total nacional;Comunitat Valenciana;Luxemburgo;Julio;718
Total nacional;Comunitat Valenciana;Luxemburgo;Agosto;1.052
Total nacional;Comunitat Valenciana;Luxemburgo;Septiembre;1.084
Total nacional;Comunitat Valenciana;Luxemburgo;Octubre;666
Total nacional;Comunitat Valenciana;Luxemburgo;Noviembre;627
Total nacional;Comunitat Valenciana;Luxemburgo;Diciembre;492
Total nacional;Comunitat Valenciana;Países Bajos;Total;819.786
Total nacional;Comunitat Valenciana;Países Bajos;Enero;39.525
Total nacional;Comunitat Valenciana;Países Bajos;Febrero;45.056
Total nacional;Comunitat Valenciana;Países Bajos;Marzo;57.388
Total nacional;Comunitat Valenciana;Países Bajos;Abril;68.285
Total nacional;Comunitat Valenciana;Países Bajos;Mayo;87.825
Total nacional;Comunitat Valenciana;Países Bajos;Junio;82.886
Total nacional;Comunitat Valenciana;Países Bajos;Julio;72.536
Total nacional;Comunitat Valenciana;Países Bajos;Agosto;79.214
Total nacional;Comunitat Valenciana;Países Bajos;Septiembre;96.257
Total nacional;Comunitat Valenciana;Países Bajos;Octubre;101.184
Total nacional;Comunitat Valenciana;Países Bajos;Noviembre;49.919
Total nacional;Comunitat Valenciana;Países Bajos;Diciembre;39.713
Total nacional;Comunitat Valenciana;Polonia;Total;129.881
Total nacional;Comunitat Valenciana;Polonia;Enero;5.778
Total nacional;Comunitat Valenciana;Polonia;Febrero;7.336
Total nacional;Comunitat Valenciana;Polonia;Marzo;9.394
Total nacional;Comunitat Valenciana;Polonia;Abril;9.818
Total nacional;Comunitat Valenciana;Polonia;Mayo;14.949
Total nacional;Comunitat Valenciana;Polonia;Junio;11.137
Total nacional;Comunitat Valenciana;Polonia;Julio;16.232
Total nacional;Comunitat Valenciana;Polonia;Agosto;13.389
Total nacional;Comunitat Valenciana;Polonia;Septiembre;16.213
Total nacional;Comunitat Valenciana;Polonia;Octubre;12.285
Total nacional;Comunitat Valenciana;Polonia;Noviembre;9.065
Total nacional;Comunitat Valenciana;Polonia;Diciembre;4.285
Total nacional;Comunitat Valenciana;Portugal;Total;345.936
Total nacional;Comunitat Valenciana;Portugal;Enero;4.241
Total nacional;Comunitat Valenciana;Portugal;Febrero;6.811
Total nacional;Comunitat Valenciana;Portugal;Marzo;7.214
Total nacional;Comunitat Valenciana;Portugal;Abril;30.948
Total nacional;Comunitat Valenciana;Portugal;Mayo;10.615
Total nacional;Comunitat Valenciana;Portugal;Junio;47.083
Total nacional;Comunitat Valenciana;Portugal;Julio;67.355
Total nacional;Comunitat Valenciana;Portugal;Agosto;99.360
Total nacional;Comunitat Valenciana;Portugal;Septiembre;44.506
Total nacional;Comunitat Valenciana;Portugal;Octubre;15.487
Total nacional;Comunitat Valenciana;Portugal;Noviembre;7.246
Total nacional;Comunitat Valenciana;Portugal;Diciembre;5.070
Total nacional;Comunitat Valenciana;Reino Unido;Total;6.446.629
Total nacional;Comunitat Valenciana;Reino Unido;Enero;307.555
Total nacional;Comunitat Valenciana;Reino Unido;Febrero;309.983
Total nacional;Comunitat Valenciana;Reino Unido;Marzo;474.970
Total nacional;Comunitat Valenciana;Reino Unido;Abril;561.238
Total nacional;Comunitat Valenciana;Reino Unido;Mayo;670.608
Total nacional;Comunitat Valenciana;Reino Unido;Junio;678.593
Total nacional;Comunitat Valenciana;Reino Unido;Julio;697.689
