Viajeros y pernoctaciones;RESIDENCIA/ORIGEN;Países;Periodo;Total
Viajero;Total;Grecia;2019M11;12.846
Viajero;Total;Grecia;2019M12;11.529
Viajero;Total;Irlanda;2015M01;24.257
Viajero;Total;Irlanda;2015M02;28.429
Viajero;Total;Irlanda;2015M03;34.989
Viajero;Total;Irlanda;2015M04;54.767
Viajero;Total;Irlanda;2015M05;84.580
Viajero;Total;Irlanda;2015M06;91.060
Viajero;Total;Irlanda;2015M07;81.835
Viajero;Total;Irlanda;2015M08;75.226
Viajero;Total;Irlanda;2015M09;89.672
Viajero;Total;Irlanda;2015M10;73.338
Viajero;Total;Irlanda;2015M11;31.826
Viajero;Total;Irlanda;2015M12;26.086
Viajero;Total;Irlanda;2016M01;31.679
Viajero;Total;Irlanda;2016M02;36.816
Viajero;Total;Irlanda;2016M03;49.011
Viajero;Total;Irlanda;2016M04;62.218
Viajero;Total;Irlanda;2016M05;90.619
Viajero;Total;Irlanda;2016M06;94.660
Viajero;Total;Irlanda;2016M07;92.981
Viajero;Total;Irlanda;2016M08;88.352
Viajero;Total;Irlanda;2016M09;98.758
Viajero;Total;Irlanda;2016M10;83.847
Viajero;Total;Irlanda;2016M11;38.742
Viajero;Total;Irlanda;2016M12;27.120
Viajero;Total;Irlanda;2017M01;33.460
Viajero;Total;Irlanda;2017M02;37.367
Viajero;Total;Irlanda;2017M03;47.811
Viajero;Total;Irlanda;2017M04;71.878
Viajero;Total;Irlanda;2017M05;94.974
Viajero;Total;Irlanda;2017M06;112.195
Viajero;Total;Irlanda;2017M07;104.577
Viajero;Total;Irlanda;2017M08;95.906
Viajero;Total;Irlanda;2017M09;112.732
Viajero;Total;Irlanda;2017M10;85.961
Viajero;Total;Irlanda;2017M11;39.094
Viajero;Total;Irlanda;2017M12;29.981
Viajero;Total;Irlanda;2018M01;37.287
Viajero;Total;Irlanda;2018M02;37.084
Viajero;Total;Irlanda;2018M03;53.534
Viajero;Total;Irlanda;2018M04;73.457
Viajero;Total;Irlanda;2018M05;118.188
Viajero;Total;Irlanda;2018M06;121.783
Viajero;Total;Irlanda;2018M07;110.038
Viajero;Total;Irlanda;2018M08;98.755
Viajero;Total;Irlanda;2018M09;119.884
Viajero;Total;Irlanda;2018M10;96.591
Viajero;Total;Irlanda;2018M11;40.778
Viajero;Total;Irlanda;2018M12;35.294
Viajero;Total;Irlanda;2019M01;38.821
Viajero;Total;Irlanda;2019M02;42.336
Viajero;Total;Irlanda;2019M03;54.693
Viajero;Total;Irlanda;2019M04;88.606
Viajero;Total;Irlanda;2019M05;132.592
Viajero;Total;Irlanda;2019M06;135.052
Viajero;Total;Irlanda;2019M07;127.557
Viajero;Total;Irlanda;2019M08;120.627
Viajero;Total;Irlanda;2019M09;134.466
Viajero;Total;Irlanda;2019M10;102.269
Viajero;Total;Irlanda;2019M11;44.546
Viajero;Total;Irlanda;2019M12;37.102
Viajero;Total;Italia;2015M01;120.585
Viajero;Total;Italia;2015M02;115.763
Viajero;Total;Italia;2015M03;146.667
Viajero;Total;Italia;2015M04;205.538
Viajero;Total;Italia;2015M05;234.046
Viajero;Total;Italia;2015M06;254.227
Viajero;Total;Italia;2015M07;293.414
Viajero;Total;Italia;2015M08;480.006
Viajero;Total;Italia;2015M09;256.089
Viajero;Total;Italia;2015M10;189.689
Viajero;Total;Italia;2015M11;142.864
Viajero;Total;Italia;2015M12;149.846
Viajero;Total;Italia;2016M01;135.701
Viajero;Total;Italia;2016M02;132.854
Viajero;Total;Italia;2016M03;178.027
Viajero;Total;Italia;2016M04;222.369
Viajero;Total;Italia;2016M05;241.111
Viajero;Total;Italia;2016M06;286.400
Viajero;Total;Italia;2016M07;317.428
Viajero;Total;Italia;2016M08;501.670
Viajero;Total;Italia;2016M09;281.550
Viajero;Total;Italia;2016M10;220.504
Viajero;Total;Italia;2016M11;156.845
Viajero;Total;Italia;2016M12;162.394
Viajero;Total;Italia;2017M01;153.782
Viajero;Total;Italia;2017M02;146.698
Viajero;Total;Italia;2017M03;178.937
Viajero;Total;Italia;2017M04;238.582
Viajero;Total;Italia;2017M05;257.864
Viajero;Total;Italia;2017M06;299.333
Viajero;Total;Italia;2017M07;331.977
Viajero;Total;Italia;2017M08;486.651
Viajero;Total;Italia;2017M09;289.423
Viajero;Total;Italia;2017M10;217.943
Viajero;Total;Italia;2017M11;162.693
Viajero;Total;Italia;2017M12;161.940
Viajero;Total;Italia;2018M01;150.778
Viajero;Total;Italia;2018M02;146.227
Viajero;Total;Italia;2018M03;194.015
Viajero;Total;Italia;2018M04;241.074
Viajero;Total;Italia;2018M05;248.083
Viajero;Total;Italia;2018M06;292.153
Viajero;Total;Italia;2018M07;322.240
Viajero;Total;Italia;2018M08;487.732
Viajero;Total;Italia;2018M09;292.034
Viajero;Total;Italia;2018M10;220.304
Viajero;Total;Italia;2018M11;180.760
Viajero;Total;Italia;2018M12;179.591
Viajero;Total;Italia;2019M01;157.742
Viajero;Total;Italia;2019M02;163.134
Viajero;Total;Italia;2019M03;220.982
Viajero;Total;Italia;2019M04;277.922
Viajero;Total;Italia;2019M05;276.077
Viajero;Total;Italia;2019M06;305.229
Viajero;Total;Italia;2019M07;337.987
Viajero;Total;Italia;2019M08;505.996
Viajero;Total;Italia;2019M09;307.720
Viajero;Total;Italia;2019M10;247.283
Viajero;Total;Italia;2019M11;186.213
Viajero;Total;Italia;2019M12;184.905
Viajero;Total;Luxemburgo;2015M01;2.736
Viajero;Total;Luxemburgo;2015M02;3.831
Viajero;Total;Luxemburgo;2015M03;3.572
Viajero;Total;Luxemburgo;2015M04;7.503
Viajero;Total;Luxemburgo;2015M05;7.098
Viajero;Total;Luxemburgo;2015M06;8.535
Viajero;Total;Luxemburgo;2015M07;9.885
Viajero;Total;Luxemburgo;2015M08;11.166
Viajero;Total;Luxemburgo;2015M09;8.443
Viajero;Total;Luxemburgo;2015M10;5.911
Viajero;Total;Luxemburgo;2015M11;4.282
Viajero;Total;Luxemburgo;2015M12;3.434
Viajero;Total;Luxemburgo;2016M01;3.180
Viajero;Total;Luxemburgo;2016M02;3.238
Viajero;Total;Luxemburgo;2016M03;5.824
Viajero;Total;Luxemburgo;2016M04;5.781
Viajero;Total;Luxemburgo;2016M05;9.282
Viajero;Total;Luxemburgo;2016M06;9.713
Viajero;Total;Luxemburgo;2016M07;13.257
Viajero;Total;Luxemburgo;2016M08;13.937
Viajero;Total;Luxemburgo;2016M09;9.937
Viajero;Total;Luxemburgo;2016M10;7.438
Viajero;Total;Luxemburgo;2016M11;3.808
Viajero;Total;Luxemburgo;2016M12;3.555
Viajero;Total;Luxemburgo;2017M01;3.070
Viajero;Total;Luxemburgo;2017M02;3.476
Viajero;Total;Luxemburgo;2017M03;4.661
Viajero;Total;Luxemburgo;2017M04;8.462
Viajero;Total;Luxemburgo;2017M05;8.370
Viajero;Total;Luxemburgo;2017M06;8.686
Viajero;Total;Luxemburgo;2017M07;11.720
Viajero;Total;Luxemburgo;2017M08;13.916
Viajero;Total;Luxemburgo;2017M09;10.380
Viajero;Total;Luxemburgo;2017M10;7.307
Viajero;Total;Luxemburgo;2017M11;3.237
Viajero;Total;Luxemburgo;2017M12;4.424
Viajero;Total;Luxemburgo;2018M01;3.057
Viajero;Total;Luxemburgo;2018M02;4.520
Viajero;Total;Luxemburgo;2018M03;4.982
Viajero;Total;Luxemburgo;2018M04;8.103
Viajero;Total;Luxemburgo;2018M05;9.279
Viajero;Total;Luxemburgo;2018M06;7.798
Viajero;Total;Luxemburgo;2018M07;7.988
Viajero;Total;Luxemburgo;2018M08;13.467
Viajero;Total;Luxemburgo;2018M09;10.340
Viajero;Total;Luxemburgo;2018M10;8.125
Viajero;Total;Luxemburgo;2018M11;4.387
Viajero;Total;Luxemburgo;2018M12;4.110
Viajero;Total;Luxemburgo;2019M01;3.402
Viajero;Total;Luxemburgo;2019M02;4.858
Viajero;Total;Luxemburgo;2019M03;4.252
Viajero;Total;Luxemburgo;2019M04;8.556
Viajero;Total;Luxemburgo;2019M05;8.562
Viajero;Total;Luxemburgo;2019M06;8.388
Viajero;Total;Luxemburgo;2019M07;8.965
Viajero;Total;Luxemburgo;2019M08;13.073
Viajero;Total;Luxemburgo;2019M09;9.594
Viajero;Total;Luxemburgo;2019M10;6.152
Viajero;Total;Luxemburgo;2019M11;4.098
Viajero;Total;Luxemburgo;2019M12;3.877
Viajero;Total;Países Bajos;2015M01;59.692
Viajero;Total;Países Bajos;2015M02;75.232
Viajero;Total;Países Bajos;2015M03;87.451
Viajero;Total;Países Bajos;2015M04;129.055
Viajero;Total;Países Bajos;2015M05;208.209
Viajero;Total;Países Bajos;2015M06;164.780
Viajero;Total;Países Bajos;2015M07;229.171
Viajero;Total;Países Bajos;2015M08;208.910
Viajero;Total;Países Bajos;2015M09;192.965
Viajero;Total;Países Bajos;2015M10;168.360
Viajero;Total;Países Bajos;2015M11;83.267
Viajero;Total;Países Bajos;2015M12;63.865
Viajero;Total;Países Bajos;2016M01;65.511
Viajero;Total;Países Bajos;2016M02;82.402
Viajero;Total;Países Bajos;2016M03;93.379
Viajero;Total;Países Bajos;2016M04;178.525
Viajero;Total;Países Bajos;2016M05;214.569
Viajero;Total;Países Bajos;2016M06;188.065
Viajero;Total;Países Bajos;2016M07;248.488
Viajero;Total;Países Bajos;2016M08;254.523
Viajero;Total;Países Bajos;2016M09;223.707
Viajero;Total;Países Bajos;2016M10;185.194
Viajero;Total;Países Bajos;2016M11;89.006
Viajero;Total;Países Bajos;2016M12;69.246
Viajero;Total;Países Bajos;2017M01;77.676
Viajero;Total;Países Bajos;2017M02;88.284
Viajero;Total;Países Bajos;2017M03;106.513
Viajero;Total;Países Bajos;2017M04;178.103
Viajero;Total;Países Bajos;2017M05;233.134
Viajero;Total;Países Bajos;2017M06;202.903
Viajero;Total;Países Bajos;2017M07;277.784
Viajero;Total;Países Bajos;2017M08;266.901
Viajero;Total;Países Bajos;2017M09;241.333
Viajero;Total;Países Bajos;2017M10;214.466
Viajero;Total;Países Bajos;2017M11;101.348
Viajero;Total;Países Bajos;2017M12;84.108
Viajero;Total;Países Bajos;2018M01;95.581
Viajero;Total;Países Bajos;2018M02;98.660
Viajero;Total;Países Bajos;2018M03;121.504
Viajero;Total;Países Bajos;2018M04;182.299
Viajero;Total;Países Bajos;2018M05;244.470
Viajero;Total;Países Bajos;2018M06;222.321
Viajero;Total;Países Bajos;2018M07;262.349
Viajero;Total;Países Bajos;2018M08;250.386
Viajero;Total;Países Bajos;2018M09;238.798
Viajero;Total;Países Bajos;2018M10;211.642
Viajero;Total;Países Bajos;2018M11;98.082
Viajero;Total;Países Bajos;2018M12;77.730
Viajero;Total;Países Bajos;2019M01;86.916
Viajero;Total;Países Bajos;2019M02;88.822
Viajero;Total;Países Bajos;2019M03;125.892
Viajero;Total;Países Bajos;2019M04;174.611
Viajero;Total;Países Bajos;2019M05;239.622
Viajero;Total;Países Bajos;2019M06;211.333
Viajero;Total;Países Bajos;2019M07;260.113
Viajero;Total;Países Bajos;2019M08;249.016
Viajero;Total;Países Bajos;2019M09;228.067
Viajero;Total;Países Bajos;2019M10;203.226
Viajero;Total;Países Bajos;2019M11;103.929
Viajero;Total;Países Bajos;2019M12;85.905
Viajero;Total;Polonia;2015M01;24.531
Viajero;Total;Polonia;2015M02;28.359
Viajero;Total;Polonia;2015M03;31.999
Viajero;Total;Polonia;2015M04;45.068
Viajero;Total;Polonia;2015M05;62.463
Viajero;Total;Polonia;2015M06;75.461
Viajero;Total;Polonia;2015M07;97.178
Viajero;Total;Polonia;2015M08;83.005
Viajero;Total;Polonia;2015M09;90.105
Viajero;Total;Polonia;2015M10;64.883
Viajero;Total;Polonia;2015M11;34.135
Viajero;Total;Polonia;2015M12;29.866
Viajero;Total;Polonia;2016M01;34.645
Viajero;Total;Polonia;2016M02;36.083
Viajero;Total;Polonia;2016M03;38.313
Viajero;Total;Polonia;2016M04;56.252
Viajero;Total;Polonia;2016M05;74.094
Viajero;Total;Polonia;2016M06;93.426
Viajero;Total;Polonia;2016M07;111.593
Viajero;Total;Polonia;2016M08;101.598
Viajero;Total;Polonia;2016M09;101.890
Viajero;Total;Polonia;2016M10;66.887
Viajero;Total;Polonia;2016M11;40.585
Viajero;Total;Polonia;2016M12;29.780
Viajero;Total;Polonia;2017M01;36.647
Viajero;Total;Polonia;2017M02;38.572
Viajero;Total;Polonia;2017M03;43.795
Viajero;Total;Polonia;2017M04;57.927
Viajero;Total;Polonia;2017M05;80.681
Viajero;Total;Polonia;2017M06;109.489
Viajero;Total;Polonia;2017M07;123.557
Viajero;Total;Polonia;2017M08;122.657
Viajero;Total;Polonia;2017M09;122.561
Viajero;Total;Polonia;2017M10;75.429
Viajero;Total;Polonia;2017M11;42.655
Viajero;Total;Polonia;2017M12;33.732
Viajero;Total;Polonia;2018M01;41.161
Viajero;Total;Polonia;2018M02;37.124
Viajero;Total;Polonia;2018M03;44.963
Viajero;Total;Polonia;2018M04;66.405
Viajero;Total;Polonia;2018M05;94.217
Viajero;Total;Polonia;2018M06;116.450
Viajero;Total;Polonia;2018M07;120.584
Viajero;Total;Polonia;2018M08;109.047
Viajero;Total;Polonia;2018M09;119.047
Viajero;Total;Polonia;2018M10;70.655
Viajero;Total;Polonia;2018M11;43.077
Viajero;Total;Polonia;2018M12;35.676
Viajero;Total;Polonia;2019M01;42.272
Viajero;Total;Polonia;2019M02;44.017
Viajero;Total;Polonia;2019M03;46.805
Viajero;Total;Polonia;2019M04;69.885
Viajero;Total;Polonia;2019M05;95.732
Viajero;Total;Polonia;2019M06;122.885
Viajero;Total;Polonia;2019M07;118.142
Viajero;Total;Polonia;2019M08;112.721
Viajero;Total;Polonia;2019M09;114.951
Viajero;Total;Polonia;2019M10;76.744
Viajero;Total;Polonia;2019M11;43.865
Viajero;Total;Polonia;2019M12;35.100
Viajero;Total;Portugal;2015M01;52.434
Viajero;Total;Portugal;2015M02;66.749
Viajero;Total;Portugal;2015M03;88.520
Viajero;Total;Portugal;2015M04;83.277
Viajero;Total;Portugal;2015M05;103.382
Viajero;Total;Portugal;2015M06;127.876
Viajero;Total;Portugal;2015M07;140.691
Viajero;Total;Portugal;2015M08;199.909
Viajero;Total;Portugal;2015M09;130.289
Viajero;Total;Portugal;2015M10;88.419
Viajero;Total;Portugal;2015M11;60.115
Viajero;Total;Portugal;2015M12;63.647
Viajero;Total;Portugal;2016M01;54.740
Viajero;Total;Portugal;2016M02;73.878
Viajero;Total;Portugal;2016M03;109.129
Viajero;Total;Portugal;2016M04;93.959
Viajero;Total;Portugal;2016M05;101.184
Viajero;Total;Portugal;2016M06;152.025
Viajero;Total;Portugal;2016M07;153.320
Viajero;Total;Portugal;2016M08;215.951
Viajero;Total;Portugal;2016M09;147.493
Viajero;Total;Portugal;2016M10;107.531
Viajero;Total;Portugal;2016M11;64.804
Viajero;Total;Portugal;2016M12;73.122
Viajero;Total;Portugal;2017M01;57.522
Viajero;Total;Portugal;2017M02;76.545
Viajero;Total;Portugal;2017M03;74.457
Viajero;Total;Portugal;2017M04;149.355
Viajero;Total;Portugal;2017M05;102.115
Viajero;Total;Portugal;2017M06;145.906
Viajero;Total;Portugal;2017M07;177.063
Viajero;Total;Portugal;2017M08;231.873
Viajero;Total;Portugal;2017M09;153.893
Viajero;Total;Portugal;2017M10;106.876
Viajero;Total;Portugal;2017M11;70.342
Viajero;Total;Portugal;2017M12;77.521
Viajero;Total;Portugal;2018M01;67.085
Viajero;Total;Portugal;2018M02;80.642
Viajero;Total;Portugal;2018M03;93.529
Viajero;Total;Portugal;2018M04;129.976
Viajero;Total;Portugal;2018M05;105.772
Viajero;Total;Portugal;2018M06;147.313
Viajero;Total;Portugal;2018M07;178.132
Viajero;Total;Portugal;2018M08;247.691
Viajero;Total;Portugal;2018M09;169.020
Viajero;Total;Portugal;2018M10;128.196
Viajero;Total;Portugal;2018M11;80.070
Viajero;Total;Portugal;2018M12;87.374
Viajero;Total;Portugal;2019M01;70.296
Viajero;Total;Portugal;2019M02;75.517
Viajero;Total;Portugal;2019M03;106.412
Viajero;Total;Portugal;2019M04;166.936
Viajero;Total;Portugal;2019M05;121.252
Viajero;Total;Portugal;2019M06;188.112
Viajero;Total;Portugal;2019M07;188.770
Viajero;Total;Portugal;2019M08;265.230
Viajero;Total;Portugal;2019M09;171.930
Viajero;Total;Portugal;2019M10;119.720
Viajero;Total;Portugal;2019M11;88.994
Viajero;Total;Portugal;2019M12;85.011
Viajero;Total;República Checa;2015M01;6.901
Viajero;Total;República Checa;2015M02;7.584
Viajero;Total;República Checa;2015M03;8.856
Viajero;Total;República Checa;2015M04;11.824
Viajero;Total;República Checa;2015M05;15.157
Viajero;Total;República Checa;2015M06;29.420
Viajero;Total;República Checa;2015M07;31.964
Viajero;Total;República Checa;2015M08;25.441
Viajero;Total;República Checa;2015M09;34.902
Viajero;Total;República Checa;2015M10;18.967
Viajero;Total;República Checa;2015M11;8.638
Viajero;Total;República Checa;2015M12;5.586
Viajero;Total;República Checa;2016M01;6.280
Viajero;Total;República Checa;2016M02;5.943
Viajero;Total;República Checa;2016M03;10.343
Viajero;Total;República Checa;2016M04;11.465
Viajero;Total;República Checa;2016M05;19.178
Viajero;Total;República Checa;2016M06;34.737
Viajero;Total;República Checa;2016M07;40.693
Viajero;Total;República Checa;2016M08;37.185
Viajero;Total;República Checa;2016M09;35.640
Viajero;Total;República Checa;2016M10;17.169
Viajero;Total;República Checa;2016M11;9.230
Viajero;Total;República Checa;2016M12;6.230
Viajero;Total;República Checa;2017M01;7.061
Viajero;Total;República Checa;2017M02;8.270
Viajero;Total;República Checa;2017M03;10.411
Viajero;Total;República Checa;2017M04;14.931
Viajero;Total;República Checa;2017M05;22.755
Viajero;Total;República Checa;2017M06;38.312
Viajero;Total;República Checa;2017M07;39.755
Viajero;Total;República Checa;2017M08;37.082
Viajero;Total;República Checa;2017M09;47.546
Viajero;Total;República Checa;2017M10;16.796
Viajero;Total;República Checa;2017M11;9.718
Viajero;Total;República Checa;2017M12;6.259
Viajero;Total;República Checa;2018M01;6.861
Viajero;Total;República Checa;2018M02;8.558
Viajero;Total;República Checa;2018M03;10.668
Viajero;Total;República Checa;2018M04;14.331
Viajero;Total;República Checa;2018M05;22.212
Viajero;Total;República Checa;2018M06;38.016
Viajero;Total;República Checa;2018M07;44.645
Viajero;Total;República Checa;2018M08;37.407
Viajero;Total;República Checa;2018M09;42.867
Viajero;Total;República Checa;2018M10;23.589
Viajero;Total;República Checa;2018M11;12.336
Viajero;Total;República Checa;2018M12;8.582
Viajero;Total;República Checa;2019M01;11.539
Viajero;Total;República Checa;2019M02;10.209
Viajero;Total;República Checa;2019M03;12.775
Viajero;Total;República Checa;2019M04;18.122
Viajero;Total;República Checa;2019M05;28.403
Viajero;Total;República Checa;2019M06;39.179
Viajero;Total;República Checa;2019M07;43.112
Viajero;Total;República Checa;2019M08;42.432
Viajero;Total;República Checa;2019M09;40.357
Viajero;Total;República Checa;2019M10;24.370
Viajero;Total;República Checa;2019M11;16.356
Viajero;Total;República Checa;2019M12;9.085
Viajero;Total;Suecia;2015M01;62.410
Viajero;Total;Suecia;2015M02;63.558
Viajero;Total;Suecia;2015M03;77.450
Viajero;Total;Suecia;2015M04;77.334
Viajero;Total;Suecia;2015M05;73.187
Viajero;Total;Suecia;2015M06;69.743
Viajero;Total;Suecia;2015M07;91.947
Viajero;Total;Suecia;2015M08;66.225
Viajero;Total;Suecia;2015M09;78.768
Viajero;Total;Suecia;2015M10;94.148
Viajero;Total;Suecia;2015M11;78.140
Viajero;Total;Suecia;2015M12;70.733
Viajero;Total;Suecia;2016M01;78.989
Viajero;Total;Suecia;2016M02;77.440
Viajero;Total;Suecia;2016M03;89.607
Viajero;Total;Suecia;2016M04;82.457
Viajero;Total;Suecia;2016M05;86.252
Viajero;Total;Suecia;2016M06;85.437
Viajero;Total;Suecia;2016M07;112.495
Viajero;Total;Suecia;2016M08;79.818
Viajero;Total;Suecia;2016M09;97.230
Viajero;Total;Suecia;2016M10;108.095
Viajero;Total;Suecia;2016M11;86.787
Viajero;Total;Suecia;2016M12;69.386
Viajero;Total;Suecia;2017M01;77.178
Viajero;Total;Suecia;2017M02;77.006
Viajero;Total;Suecia;2017M03;94.391
Viajero;Total;Suecia;2017M04;98.159
Viajero;Total;Suecia;2017M05;111.100
Viajero;Total;Suecia;2017M06;113.710
Viajero;Total;Suecia;2017M07;116.622
Viajero;Total;Suecia;2017M08;102.528
Viajero;Total;Suecia;2017M09;108.829
Viajero;Total;Suecia;2017M10;114.133
Viajero;Total;Suecia;2017M11;89.015
Viajero;Total;Suecia;2017M12;74.662
Viajero;Total;Suecia;2018M01;80.080
Viajero;Total;Suecia;2018M02;75.900
Viajero;Total;Suecia;2018M03;97.448
Viajero;Total;Suecia;2018M04;98.074
Viajero;Total;Suecia;2018M05;117.724
Viajero;Total;Suecia;2018M06;118.115
Viajero;Total;Suecia;2018M07;132.364
Viajero;Total;Suecia;2018M08;96.404
Viajero;Total;Suecia;2018M09;114.900
Viajero;Total;Suecia;2018M10;116.694
Viajero;Total;Suecia;2018M11;82.510
Viajero;Total;Suecia;2018M12;70.421
Viajero;Total;Suecia;2019M01;69.459
Viajero;Total;Suecia;2019M02;68.048
Viajero;Total;Suecia;2019M03;87.359
Viajero;Total;Suecia;2019M04;92.964
Viajero;Total;Suecia;2019M05;106.748
Viajero;Total;Suecia;2019M06;110.404
Viajero;Total;Suecia;2019M07;119.219
Viajero;Total;Suecia;2019M08;89.722
Viajero;Total;Suecia;2019M09;107.777
Viajero;Total;Suecia;2019M10;112.530
Viajero;Total;Suecia;2019M11;79.045
Viajero;Total;Suecia;2019M12;66.672
Viajero;Total;Resto de la U.E.;2015M01;35.490
Viajero;Total;Resto de la U.E.;2015M02;36.710
Viajero;Total;Resto de la U.E.;2015M03;52.833
Viajero;Total;Resto de la U.E.;2015M04;72.020
Viajero;Total;Resto de la U.E.;2015M05;76.335
Viajero;Total;Resto de la U.E.;2015M06;90.505
Viajero;Total;Resto de la U.E.;2015M07;92.783
Viajero;Total;Resto de la U.E.;2015M08;93.048
Viajero;Total;Resto de la U.E.;2015M09;96.479
Viajero;Total;Resto de la U.E.;2015M10;83.156
Viajero;Total;Resto de la U.E.;2015M11;54.173
Viajero;Total;Resto de la U.E.;2015M12;44.013
Viajero;Total;Resto de la U.E.;2016M01;41.688
Viajero;Total;Resto de la U.E.;2016M02;47.304
Viajero;Total;Resto de la U.E.;2016M03;60.419
Viajero;Total;Resto de la U.E.;2016M04;83.527
Viajero;Total;Resto de la U.E.;2016M05;90.440
Viajero;Total;Resto de la U.E.;2016M06;96.514
Viajero;Total;Resto de la U.E.;2016M07;110.795
Viajero;Total;Resto de la U.E.;2016M08;114.003
Viajero;Total;Resto de la U.E.;2016M09;120.305
Viajero;Total;Resto de la U.E.;2016M10;95.301
Viajero;Total;Resto de la U.E.;2016M11;60.201
Viajero;Total;Resto de la U.E.;2016M12;50.483
Viajero;Total;Resto de la U.E.;2017M01;51.656
Viajero;Total;Resto de la U.E.;2017M02;55.714
Viajero;Total;Resto de la U.E.;2017M03;72.352
Viajero;Total;Resto de la U.E.;2017M04;96.958
Viajero;Total;Resto de la U.E.;2017M05;105.154
Viajero;Total;Resto de la U.E.;2017M06;119.947
Viajero;Total;Resto de la U.E.;2017M07;124.870
Viajero;Total;Resto de la U.E.;2017M08;140.653
Viajero;Total;Resto de la U.E.;2017M09;133.477
Viajero;Total;Resto de la U.E.;2017M10;111.137
Viajero;Total;Resto de la U.E.;2017M11;66.034
Viajero;Total;Resto de la U.E.;2017M12;54.308
Viajero;Total;Resto de la U.E.;2018M01;54.971
Viajero;Total;Resto de la U.E.;2018M02;60.206
Viajero;Total;Resto de la U.E.;2018M03;78.238
Viajero;Total;Resto de la U.E.;2018M04;94.692
Viajero;Total;Resto de la U.E.;2018M05;107.013
Viajero;Total;Resto de la U.E.;2018M06;125.755
Viajero;Total;Resto de la U.E.;2018M07;135.994
Viajero;Total;Resto de la U.E.;2018M08;134.976
Viajero;Total;Resto de la U.E.;2018M09;137.830
Viajero;Total;Resto de la U.E.;2018M10;123.835
Viajero;Total;Resto de la U.E.;2018M11;71.763
Viajero;Total;Resto de la U.E.;2018M12;64.965
Viajero;Total;Resto de la U.E.;2019M01;65.444
Viajero;Total;Resto de la U.E.;2019M02;70.262
Viajero;Total;Resto de la U.E.;2019M03;88.547
Viajero;Total;Resto de la U.E.;2019M04;114.744
Viajero;Total;Resto de la U.E.;2019M05;123.738
Viajero;Total;Resto de la U.E.;2019M06;138.950
Viajero;Total;Resto de la U.E.;2019M07;142.265
Viajero;Total;Resto de la U.E.;2019M08;156.760
Viajero;Total;Resto de la U.E.;2019M09;139.181
Viajero;Total;Resto de la U.E.;2019M10;127.706
Viajero;Total;Resto de la U.E.;2019M11;78.571
Viajero;Total;Resto de la U.E.;2019M12;70.797
Viajero;Total;Noruega;2015M01;33.907
Viajero;Total;Noruega;2015M02;36.236
Viajero;Total;Noruega;2015M03;44.566
Viajero;Total;Noruega;2015M04;43.878
Viajero;Total;Noruega;2015M05;41.610
Viajero;Total;Noruega;2015M06;52.450
Viajero;Total;Noruega;2015M07;76.418
Viajero;Total;Noruega;2015M08;40.916
Viajero;Total;Noruega;2015M09;55.964
Viajero;Total;Noruega;2015M10;60.280
Viajero;Total;Noruega;2015M11;45.952
Viajero;Total;Noruega;2015M12;30.573
Viajero;Total;Noruega;2016M01;31.685
Viajero;Total;Noruega;2016M02;41.805
Viajero;Total;Noruega;2016M03;44.691
Viajero;Total;Noruega;2016M04;46.263
Viajero;Total;Noruega;2016M05;45.567
Viajero;Total;Noruega;2016M06;57.444
Viajero;Total;Noruega;2016M07;82.511
Viajero;Total;Noruega;2016M08;42.454
Viajero;Total;Noruega;2016M09;55.700
Viajero;Total;Noruega;2016M10;64.058
Viajero;Total;Noruega;2016M11;46.248
Viajero;Total;Noruega;2016M12;30.766
Viajero;Total;Noruega;2017M01;33.817
Viajero;Total;Noruega;2017M02;42.250
Viajero;Total;Noruega;2017M03;43.301
Viajero;Total;Noruega;2017M04;54.282
Viajero;Total;Noruega;2017M05;46.597
Viajero;Total;Noruega;2017M06;65.146
Viajero;Total;Noruega;2017M07;88.195
Viajero;Total;Noruega;2017M08;42.291
Viajero;Total;Noruega;2017M09;68.615
Viajero;Total;Noruega;2017M10;65.631
Viajero;Total;Noruega;2017M11;43.615
Viajero;Total;Noruega;2017M12;33.120
Viajero;Total;Noruega;2018M01;35.819
Viajero;Total;Noruega;2018M02;46.877
Viajero;Total;Noruega;2018M03;52.611
Viajero;Total;Noruega;2018M04;48.510
Viajero;Total;Noruega;2018M05;53.200
Viajero;Total;Noruega;2018M06;62.192
Viajero;Total;Noruega;2018M07;96.237
Viajero;Total;Noruega;2018M08;50.290
Viajero;Total;Noruega;2018M09;66.881
Viajero;Total;Noruega;2018M10;64.774
Viajero;Total;Noruega;2018M11;43.195
Viajero;Total;Noruega;2018M12;32.406
Viajero;Total;Noruega;2019M01;34.868
Viajero;Total;Noruega;2019M02;42.549
Viajero;Total;Noruega;2019M03;49.303
Viajero;Total;Noruega;2019M04;52.038
Viajero;Total;Noruega;2019M05;54.047
Viajero;Total;Noruega;2019M06;66.025
Viajero;Total;Noruega;2019M07;89.161
Viajero;Total;Noruega;2019M08;45.991
Viajero;Total;Noruega;2019M09;62.170
Viajero;Total;Noruega;2019M10;62.176
Viajero;Total;Noruega;2019M11;44.834
Viajero;Total;Noruega;2019M12;30.895
Viajero;Total;Reino Unido;2015M01;290.382
Viajero;Total;Reino Unido;2015M02;355.966
Viajero;Total;Reino Unido;2015M03;474.373
Viajero;Total;Reino Unido;2015M04;608.957
